Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy
P1_thiram_presence,Thiram Presence,RF,p4,0,0.7704343365253078,0.8044347164065474,0.8324022346368715
P1_thiram_presence,Thiram Presence,RF,p4,1,0.8063157894736842,0.7653061224489797,0.8722222222222222
P1_thiram_presence,Thiram Presence,RF,p4,2,0.7172093730979915,0.7057226399331662,0.7627118644067796
P1_thiram_presence,Thiram Presence,RF,p4,3,0.8693271977150111,0.8363636363636364,0.9016393442622951
P1_thiram_presence,Thiram Presence,RF,p4,4,0.9226190476190477,0.8936170212765957,0.945054945054945
P2_mg_presence,MG Presence,RF,p4,0,0.7337539108580807,0.6979166666666666,0.8379888268156425
P2_mg_presence,MG Presence,RF,p4,1,0.6542667868762495,0.6455385908390532,0.7277777777777777
P2_mg_presence,MG Presence,RF,p4,2,0.7388927455744533,0.7353041695146958,0.807909604519774
P2_mg_presence,MG Presence,RF,p4,3,0.8044871794871795,0.7738752122241086,0.9016393442622951
P2_mg_presence,MG Presence,RF,p4,4,0.9055158987670344,0.8974749397284609,0.9120879120879121
P3_mba_presence,MBA Presence,RF,p4,0,0.6528765352294764,0.6538461538461539,0.7486033519553073
P3_mba_presence,MBA Presence,RF,p4,1,0.8597912447421716,0.910861554658712,0.8888888888888888
P3_mba_presence,MBA Presence,RF,p4,2,0.9381407269338304,0.950862895493768,0.9661016949152542
P3_mba_presence,MBA Presence,RF,p4,3,0.8784053156146179,0.8431372549019608,0.912568306010929
P3_mba_presence,MBA Presence,RF,p4,4,0.935976682245339,0.9217687074829932,0.9615384615384616
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,0,0.6537645361174773,0.7095959595959597,0.647887323943662
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,1,0.6612345679012346,0.822463768115942,0.6259541984732825
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,2,0.7532635457073525,0.80346156057731,0.7631578947368421
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,3,0.9631227643175868,0.9611721611721612,0.9609375
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,4,0.8264622110032738,0.8381911323087793,0.8222222222222222
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,0,0.5414390677548572,0.5837037037037037,0.7786259541984732
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,1,0.4236073183103681,0.4168795232013623,0.38016528925619836
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,2,0.4234727217168512,0.4657097288676236,0.6240601503759399
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,3,0.3882345724450988,0.381568144499179,0.45394736842105265
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,4,0.6377984754404564,0.703842940685046,0.6306306306306306
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,0,0.8854919987690414,0.8947368421052632,0.8947368421052632
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,1,0.5773086562560247,0.5591551739092723,0.5683453237410072
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,2,0.750986074645691,0.7556929082628496,0.7248322147651006
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,3,0.8683714449635276,0.8734034833091436,0.8712121212121212
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,4,0.6489446435682994,0.6737328057282834,0.6054421768707483
