Task,TaskName,Model,Preprocess,F1_mean,F1_std,BA_mean,BA_std,Acc_mean,Acc_std
G2_mg_molar_grade,MG Positive Molar Grade,HistGradientBoosting,p3,0.38682852317575345,0.12711786473511635,0.4044165846394008,0.16413075484347622,0.4171548733612724,0.1473599835293095
G2_mg_molar_grade,MG Positive Molar Grade,KNN,p3,0.3854267186863868,0.03240242367703784,0.4175797071776984,0.07339494040703651,0.44467368249007466,0.12487017884844216
G2_mg_molar_grade,MG Positive Molar Grade,PLS-DA,p3,0.410599786120933,0.11995601936192309,0.4193920918456963,0.16363511537471195,0.4437011024048535,0.114098397900214
G2_mg_molar_grade,MG Positive Molar Grade,RF,p3,0.39913244827811184,0.09070387992053136,0.40454786763967243,0.11136661859726857,0.40522956229337026,0.10989797614105747
G2_mg_molar_grade,MG Positive Molar Grade,SVM,p3,0.41320240592871915,0.05978564960323405,0.426775060431393,0.09738021192066397,0.46339058016712426,0.10711300948161656
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,p3,0.25661594964996864,0.11541808986401218,0.31466268941703396,0.06602835774132829,0.3673180122237794,0.15795290014748997
G3_mba_molar_grade,MBA Positive Molar Grade,1D-CNN,p3,0.2992792913701823,0.16852786340021014,0.4250955952014063,0.15019559027623217,0.40928561750022363,0.1684475580384557
G3_mba_molar_grade,MBA Positive Molar Grade,Chem-KAN,p3,0.7208118797898397,0.18820602152234941,0.7390230236614006,0.17353505488103713,0.7174160027706126,0.1991469297708983
G3_mba_molar_grade,MBA Positive Molar Grade,HistGradientBoosting,p3,0.5810888311843637,0.12133070426608504,0.5916162718990734,0.12725559863249064,0.5912098901875138,0.12554534375492712
G3_mba_molar_grade,MBA Positive Molar Grade,KNN,p3,0.5037947777110913,0.127565084347273,0.5254806394401637,0.13741158645408508,0.5226677483539461,0.11699524176409698
G3_mba_molar_grade,MBA Positive Molar Grade,PLS-DA,p3,0.5056742021425534,0.14911572574532453,0.5337924023227345,0.1760772226771856,0.509794836400327,0.16497613909212047
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p3,0.6222337986150985,0.09926268087034541,0.638479523649545,0.1041892763180629,0.6221005570115393,0.11632402700138564
G3_mba_molar_grade,MBA Positive Molar Grade,SVM,p3,0.6785771660147826,0.18020405127348182,0.7041221817692438,0.17699383473006142,0.6818085456230781,0.1852598206262084
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p3,0.7046998296052072,0.14021150987602465,0.7133569186391095,0.12597549124124421,0.7098080643531592,0.16346697727924173
P1_thiram_presence,Thiram Presence,1D-CNN,p3,0.47927933984705867,0.14966382154836463,0.5411305671869052,0.09197074418304241,0.7357958311536509,0.08180372496313515
P1_thiram_presence,Thiram Presence,Chem-KAN,p3,0.7635234349032792,0.1782535820044442,0.7679952931683929,0.1817559342491401,0.8029281849957984,0.18542346603225193
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p3,0.7564536281049333,0.0770400012732796,0.7519954280417649,0.07742839067253579,0.818944744613886,0.05950005958161081
P1_thiram_presence,Thiram Presence,KNN,p3,0.7989725320903894,0.11832507730627922,0.7958715709495632,0.08443045271838973,0.8411960289588775,0.12128774041007126
P1_thiram_presence,Thiram Presence,PLS-DA,p3,0.8558742339792055,0.0740114963581374,0.8639118820678954,0.07307930569943627,0.8838226074099633,0.07279214772801804
P1_thiram_presence,Thiram Presence,RF,p3,0.8481416833816227,0.0838825986786308,0.8370539312015719,0.07382489244280022,0.883891113504476,0.06986138432954518
P1_thiram_presence,Thiram Presence,SVM,p3,0.9193936932767379,0.10845906731945626,0.9375590875061383,0.08218291719076713,0.929122768256373,0.09996539174903371
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p3,0.7805496886315729,0.20034105529321586,0.794829315426618,0.1977261419607186,0.8353745148760835,0.16259891635175786
P2_mg_presence,MG Presence,1D-CNN,p3,0.38034935117469526,0.10272234920844885,0.5022801977753895,0.027435958058284544,0.5629045432253027,0.17898178054858369
P2_mg_presence,MG Presence,Chem-KAN,p3,0.6145390157565245,0.14487520974436507,0.6374972112404393,0.14278873220573207,0.6998225107603101,0.0929990870865586
P2_mg_presence,MG Presence,HistGradientBoosting,p3,0.7648218522811981,0.098179615390953,0.7578172090599133,0.09668095977304723,0.822014343817607,0.09317547846674226
P2_mg_presence,MG Presence,KNN,p3,0.6125718782265576,0.1303112962727041,0.6088009963569282,0.12434929962300459,0.7113967268897643,0.09781793280245255
P2_mg_presence,MG Presence,PLS-DA,p3,0.6331060095651356,0.08738060797486066,0.6358870529556487,0.08588259852642938,0.7111276317312134,0.09080867422386898
P2_mg_presence,MG Presence,RF,p3,0.7274168768512947,0.10461385477775759,0.7162365752213444,0.1140281313963317,0.8265374598554207,0.04086752371363604
P2_mg_presence,MG Presence,SVM,p3,0.6843124106429475,0.1674660446034102,0.6827060586163659,0.1623640122529251,0.7774518431692911,0.0787753042500618
P2_mg_presence,MG Presence,Spectrum-KAN,p3,0.5810062137349101,0.1220664830558922,0.5867457244450085,0.10893757162848834,0.6709707314794079,0.11877356095317895
P3_mba_presence,MBA Presence,1D-CNN,p3,0.6035834897307734,0.1724164530819338,0.6209245009038931,0.15005225766652566,0.7662714557458752,0.09464887840669528
P3_mba_presence,MBA Presence,Chem-KAN,p3,0.8891545067279999,0.05688926334757461,0.9250423073871621,0.03326627524654722,0.914858409006644,0.043905605552033516
P3_mba_presence,MBA Presence,HistGradientBoosting,p3,0.8273103233260388,0.10446341977621205,0.8294255109975,0.09522428874375322,0.8799820265457369,0.07391582040736215
P3_mba_presence,MBA Presence,KNN,p3,0.7979041708631308,0.09536348379311005,0.7987912351348634,0.1351179679745532,0.8659973267275264,0.06787593314099975
P3_mba_presence,MBA Presence,PLS-DA,p3,0.8699092619064588,0.07416808805758211,0.8750966102042691,0.06798328837182059,0.906114627932979,0.05585693430197877
P3_mba_presence,MBA Presence,RF,p3,0.8836589941937427,0.07426274798968108,0.88517383518815,0.08261215678504928,0.9220956002784133,0.046959250426847614
P3_mba_presence,MBA Presence,SVM,p3,0.9099784797739211,0.09474674102816341,0.9127516308271473,0.09199151149044008,0.9418292494400848,0.05054536097507655
P3_mba_presence,MBA Presence,Spectrum-KAN,p3,0.8871147628034688,0.07116879029179413,0.9078450778769922,0.05472675831197789,0.914706688136862,0.05843517848808964
