Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy
P1_thiram_presence,Thiram Presence,1D-CNN,p3,0,0.7459791863765374,0.7056528359345261,0.8659217877094972
P1_thiram_presence,Thiram Presence,1D-CNN,p3,1,0.4212218649517685,0.5,0.7277777777777777
P1_thiram_presence,Thiram Presence,1D-CNN,p3,2,0.3917525773195876,0.5,0.6440677966101694
P1_thiram_presence,Thiram Presence,1D-CNN,p3,3,0.4115755627009646,0.5,0.6994535519125683
P1_thiram_presence,Thiram Presence,1D-CNN,p3,4,0.42586750788643535,0.5,0.7417582417582418
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p3,0,0.8747582006008972,0.9401408450704225,0.9050279329608939
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p3,1,0.555921052631579,0.5714285714285714,0.7666666666666667
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p3,2,0.5719607843137255,0.5866750208855471,0.5819209039548022
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p3,3,0.9610085227272727,0.9610085227272727,0.9672131147540983
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p3,4,0.9390998828843902,0.9148936170212766,0.9560439560439561
P1_thiram_presence,Thiram Presence,Chem-KAN,p3,0,0.7800573407305358,0.8838028169014085,0.8156424581005587
P1_thiram_presence,Thiram Presence,Chem-KAN,p3,1,0.8165307635285397,0.7755102040816326,0.8777777777777778
P1_thiram_presence,Thiram Presence,Chem-KAN,p3,2,0.4726796529710264,0.4801587301587301,0.4858757062146893
P1_thiram_presence,Thiram Presence,Chem-KAN,p3,3,0.960594315245478,0.9558238636363636,0.9672131147540983
P1_thiram_presence,Thiram Presence,Chem-KAN,p3,4,0.7877551020408163,0.7446808510638298,0.8681318681318682
P1_thiram_presence,Thiram Presence,PLS-DA,p3,0,0.8434319338422391,0.9225352112676056,0.8770949720670391
P1_thiram_presence,Thiram Presence,PLS-DA,p3,1,0.8063157894736842,0.7653061224489797,0.8722222222222222
P1_thiram_presence,Thiram Presence,PLS-DA,p3,2,0.7731350935657524,0.8245614035087719,0.7740112994350282
P1_thiram_presence,Thiram Presence,PLS-DA,p3,3,0.9597034644744569,0.9454545454545454,0.9672131147540983
P1_thiram_presence,Thiram Presence,PLS-DA,p3,4,0.8967848885398944,0.8617021276595744,0.9285714285714286
P1_thiram_presence,Thiram Presence,SVM,p3,0,0.8253806675997795,0.8690521507422916,0.8715083798882681
P1_thiram_presence,Thiram Presence,SVM,p3,1,0.9929442201403316,0.9897959183673469,0.9944444444444445
P1_thiram_presence,Thiram Presence,SVM,p3,2,0.7786435786435786,0.8289473684210527,0.7796610169491526
P1_thiram_presence,Thiram Presence,SVM,p3,3,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,SVM,p3,4,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,RF,p3,0,0.7494400895856663,0.7544727826417967,0.8324022346368715
P1_thiram_presence,Thiram Presence,RF,p3,1,0.8825627419424993,0.846938775510204,0.9166666666666666
P1_thiram_presence,Thiram Presence,RF,p3,2,0.7917647058823529,0.8208020050125313,0.7966101694915254
P1_thiram_presence,Thiram Presence,RF,p3,3,0.9666119321291735,0.9545454545454546,0.9726775956284153
P1_thiram_presence,Thiram Presence,RF,p3,4,0.850328947368421,0.8085106382978724,0.9010989010989011
P1_thiram_presence,Thiram Presence,KNN,p3,0,0.7276876267748479,0.7145032356299962,0.8324022346368715
P1_thiram_presence,Thiram Presence,KNN,p3,1,0.8199295376451655,0.7908552734070727,0.8722222222222222
P1_thiram_presence,Thiram Presence,KNN,p3,2,0.6364569961489088,0.7192982456140351,0.6384180790960452
P1_thiram_presence,Thiram Presence,KNN,p3,3,0.9320409982174689,0.9142755681818182,0.9453551912568307
P1_thiram_presence,Thiram Presence,KNN,p3,4,0.8787475016655563,0.8404255319148937,0.9175824175824175
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p3,0,0.6925455170044659,0.6869052150742292,0.8044692737430168
