Task,TaskName,Model,Preprocess,F1_mean,F1_std,BA_mean,BA_std,Acc_mean,Acc_std
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p2,0.8174378888731086,0.1319977446970565,0.804212110680575,0.11929647583653327,0.8616145137128154,0.09547528389947986
P1_thiram_presence,Thiram Presence,KNN,p2,0.8211847888413033,0.10649688774610579,0.8139697408704849,0.09168122596496502,0.8613870308791928,0.09651753375936374
P1_thiram_presence,Thiram Presence,PLS-DA,p2,0.8788859886855462,0.05958176396820094,0.8878599175547182,0.04993561810968221,0.9030680781382483,0.050046052733448206
P1_thiram_presence,Thiram Presence,RF,p2,0.8184111821315623,0.1161119784501328,0.8025976581867132,0.09640008218697914,0.8592316839852236,0.0961234125057631
P1_thiram_presence,Thiram Presence,SVM,p2,0.9228941138323028,0.09990824056648026,0.9408038495698502,0.07680620476601732,0.9302450453079507,0.1004057336099982
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p2,0.8010054845626456,0.24235886045442454,0.8145921103597079,0.224413028180924,0.8169608308241789,0.24402614337261708
P2_mg_presence,MG Presence,1D-CNN,p2,0.6385037779936531,0.13598964631036556,0.6335834337468021,0.12540370158800104,0.7369353850746572,0.10818969492914839
P2_mg_presence,MG Presence,Chem-KAN,p2,0.6125616149447921,0.13524822404621983,0.6181426560707383,0.12721929594826625,0.7345363481361221,0.03985073192487593
P2_mg_presence,MG Presence,HistGradientBoosting,p2,0.6806359437951841,0.04551173725327313,0.6793058539472194,0.040416467545466794,0.7555952637530543,0.02649430056370139
P2_mg_presence,MG Presence,KNN,p2,0.6559727582783951,0.1663888795573959,0.6526975610061323,0.17189012127179928,0.7468835921452183,0.1041914879540089
P2_mg_presence,MG Presence,PLS-DA,p2,0.7022142738388025,0.10348429727689963,0.7011709130787401,0.08995817274629589,0.7688030044308712,0.09235376727579189
P2_mg_presence,MG Presence,RF,p2,0.6391180367338704,0.0873190635143135,0.6354595010097971,0.07621343154145671,0.7623473867073035,0.04268414406012203
P2_mg_presence,MG Presence,SVM,p2,0.7209053506718707,0.13866954777225943,0.7202100744088415,0.13832168679948506,0.8214262390738476,0.04245307549575117
P2_mg_presence,MG Presence,Spectrum-KAN,p2,0.6339334591508673,0.14819189238759858,0.6405656597871477,0.15537848404966964,0.7194890915180692,0.06759017115114604
P3_mba_presence,MBA Presence,1D-CNN,p2,0.7558966993129982,0.13479824081125255,0.7556046982365382,0.11754320288948036,0.8422567072559388,0.09254574397346033
P3_mba_presence,MBA Presence,Chem-KAN,p2,0.8370140017779815,0.02813934409811049,0.8316482170951213,0.052478428970611286,0.8868134996916579,0.03627245732384215
P3_mba_presence,MBA Presence,HistGradientBoosting,p2,0.8029815970666008,0.08308116246511778,0.8027655548888403,0.07177346565388065,0.8608649283303322,0.06167495578251365
P3_mba_presence,MBA Presence,KNN,p2,0.82094372611277,0.1334417790341803,0.8068115244173214,0.14391940189083877,0.8884221316379536,0.07215844123855451
P3_mba_presence,MBA Presence,PLS-DA,p2,0.8349407569225171,0.06132933552995657,0.8431931518746492,0.055329804062947636,0.8794355421440848,0.0491083292178045
P3_mba_presence,MBA Presence,RF,p2,0.8392217800511247,0.11805998176312489,0.8346920483672294,0.11031572245898151,0.8921171812927128,0.08643920867959991
P3_mba_presence,MBA Presence,SVM,p2,0.8659138260650578,0.07572605420719968,0.8594299664444021,0.08940472789556003,0.9132253311269828,0.047979178303855674
P3_mba_presence,MBA Presence,Spectrum-KAN,p2,0.8612848689008512,0.06726166396595307,0.8398337493335214,0.07628195282733011,0.9090359319526018,0.044750321289344135
