Task,TaskName,Model,Preprocess,F1_mean,F1_std,BA_mean,BA_std,Acc_mean,Acc_std
G1_thiram_molar_grade,Thiram Positive Molar Grade,1D-CNN,p2,0.5741132518051704,0.15585590886939413,0.6397091113663109,0.1402464665272394,0.6075461068215013,0.14347366298242337
G1_thiram_molar_grade,Thiram Positive Molar Grade,Chem-KAN,p2,0.7204897288446713,0.1808972712074444,0.7887093825118741,0.15317993710622216,0.744722648982597,0.1586314304308098
G1_thiram_molar_grade,Thiram Positive Molar Grade,HistGradientBoosting,p2,0.7475118552618851,0.13345322596373754,0.8047353206431612,0.10837841984091476,0.7723389903708817,0.09838887932016711
G1_thiram_molar_grade,Thiram Positive Molar Grade,KNN,p2,0.6079016640148286,0.13639380483867414,0.6935516921879433,0.14460779894511977,0.639917349168894,0.12135083547070485
G1_thiram_molar_grade,Thiram Positive Molar Grade,PLS-DA,p2,0.8368172742431055,0.11389336432200521,0.8665584153353315,0.10983949040085962,0.8601637041270583,0.08659540199353892
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,0.8005825853124839,0.14233544267528148,0.8430525400647504,0.1146633509001869,0.8113520601103907,0.12446849795294126
G1_thiram_molar_grade,Thiram Positive Molar Grade,SVM,p2,0.6984374243937499,0.16102259399312782,0.7654537969033472,0.13905411196284717,0.7248247221918329,0.15197324694384232
G1_thiram_molar_grade,Thiram Positive Molar Grade,Spectrum-KAN,p2,0.6965808230123322,0.13712463030407634,0.7694423821067662,0.11711431589833855,0.7245832809379528,0.11952053054282565
G2_mg_molar_grade,MG Positive Molar Grade,1D-CNN,p2,0.32770271075056545,0.10058785017010172,0.3775577724452332,0.09595856706837579,0.44328777691756616,0.13140444306126378
G2_mg_molar_grade,MG Positive Molar Grade,Chem-KAN,p2,0.35249616513058724,0.08257844517616598,0.38205939875812833,0.10028372158747928,0.4184638770717517,0.14099297433579078
G2_mg_molar_grade,MG Positive Molar Grade,HistGradientBoosting,p2,0.3504056998236092,0.07539942018341297,0.3734278111608909,0.14421895993917141,0.375342856302716,0.04863206797941908
G2_mg_molar_grade,MG Positive Molar Grade,KNN,p2,0.32553055847502,0.07789069382400102,0.35934433919546915,0.11301766718863533,0.3662700670809075,0.10481412934292174
G2_mg_molar_grade,MG Positive Molar Grade,PLS-DA,p2,0.35806720680058896,0.1235435490966039,0.37129680651898456,0.17395435090905156,0.38751440531089165,0.12794081727220913
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,0.4023619320471029,0.12799864778629363,0.39666261035643396,0.15961627830867997,0.4227383900673648,0.1131511764233862
G2_mg_molar_grade,MG Positive Molar Grade,SVM,p2,0.38510447252171376,0.03936454015152195,0.4058872854383549,0.08310095183369304,0.42611660039615773,0.07044067202137404
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,p2,0.3805647117047654,0.06753002079107275,0.44891391857238927,0.1333417707026552,0.4287196030082914,0.13992585249557776
G3_mba_molar_grade,MBA Positive Molar Grade,1D-CNN,p2,0.5751600479154038,0.15376145646293532,0.6286794427506093,0.13146192508604895,0.6277998149887629,0.16286665622296181
G3_mba_molar_grade,MBA Positive Molar Grade,Chem-KAN,p2,0.7607616282694858,0.09953477363927818,0.7597757187740504,0.10834872500433106,0.7678786774127305,0.12361445183965582
G3_mba_molar_grade,MBA Positive Molar Grade,HistGradientBoosting,p2,0.6259551676693805,0.138291819479306,0.6555554962473271,0.12173364027959697,0.6445639804057637,0.13246545563229659
G3_mba_molar_grade,MBA Positive Molar Grade,KNN,p2,0.45512122766402063,0.1404083554303589,0.4983170844539912,0.11395573400591408,0.4819507186134488,0.1452338973761922
G3_mba_molar_grade,MBA Positive Molar Grade,PLS-DA,p2,0.4970196314852517,0.19701928199080884,0.5205545859591375,0.20069130488843973,0.5023205139791873,0.20230712584966845
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,0.6395291252142676,0.16669632254823225,0.6640853854553548,0.14589976648186148,0.6509016317706843,0.16428312179890378
G3_mba_molar_grade,MBA Positive Molar Grade,SVM,p2,0.6670516019369032,0.14952437517621964,0.6896172846176103,0.15041452734558355,0.675403643704278,0.16952572356123333
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p2,0.7420685444654253,0.19606945460859934,0.7408188266116745,0.2117195336379809,0.7334262103152123,0.21389786656415058
P1_thiram_presence,Thiram Presence,1D-CNN,p2,0.6237580589413834,0.11193207023473505,0.6293095619466611,0.08320719549829979,0.7798910887251379,0.06653929826337286
P1_thiram_presence,Thiram Presence,Chem-KAN,p2,0.8224297573340495,0.21354447181944153,0.840626187883754,0.19197977064607005,0.8359912436217772,0.21618816650354428
