Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy
P1_thiram_presence,Thiram Presence,1D-CNN,p2,0,0.7704775093604144,0.7520936429387133,0.8603351955307262
P1_thiram_presence,Thiram Presence,1D-CNN,p2,1,0.555921052631579,0.5714285714285714,0.7666666666666667
P1_thiram_presence,Thiram Presence,1D-CNN,p2,2,0.48695652173913045,0.5476190476190477,0.6779661016949152
P1_thiram_presence,Thiram Presence,1D-CNN,p2,3,0.6951129211403184,0.6727272727272727,0.8032786885245902
P1_thiram_presence,Thiram Presence,1D-CNN,p2,4,0.6103222898354744,0.6026792750197005,0.7912087912087912
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p2,0,0.7470957613814757,0.8132851161020175,0.7988826815642458
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p2,1,0.971204607262838,0.9591836734693877,0.9777777777777777
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p2,2,0.4006516739074879,0.4285714285714286,0.4011299435028249
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p2,3,0.9080534022394487,0.9038352272727272,0.9234972677595629
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p2,4,0.9780219780219781,0.9680851063829787,0.9835164835164835
P1_thiram_presence,Thiram Presence,Chem-KAN,p2,0,0.7721623240491164,0.8702893033878949,0.8100558659217877
P1_thiram_presence,Thiram Presence,Chem-KAN,p2,1,0.9637549836897427,0.9489795918367347,0.9722222222222222
P1_thiram_presence,Thiram Presence,Chem-KAN,p2,2,0.4685024278047534,0.5025062656641603,0.4689265536723164
P1_thiram_presence,Thiram Presence,Chem-KAN,p2,3,0.960594315245478,0.9558238636363636,0.9672131147540983
P1_thiram_presence,Thiram Presence,Chem-KAN,p2,4,0.9471347358811568,0.925531914893617,0.9615384615384616
P1_thiram_presence,Thiram Presence,PLS-DA,p2,0,0.8023605558728346,0.897887323943662,0.8379888268156425
P1_thiram_presence,Thiram Presence,PLS-DA,p2,1,0.9097593582887701,0.8839383081476866,0.9333333333333333
P1_thiram_presence,Thiram Presence,PLS-DA,p2,2,0.8722776174232485,0.9035087719298245,0.8757062146892656
P1_thiram_presence,Thiram Presence,PLS-DA,p2,3,0.9597034644744569,0.9454545454545454,0.9672131147540983
P1_thiram_presence,Thiram Presence,PLS-DA,p2,4,0.850328947368421,0.8085106382978724,0.9010989010989011
P1_thiram_presence,Thiram Presence,SVM,p2,0,0.9081737346101231,0.9577464788732395,0.9329608938547486
P1_thiram_presence,Thiram Presence,SVM,p2,1,0.9561972744970799,0.9387755102040816,0.9666666666666667
P1_thiram_presence,Thiram Presence,SVM,p2,2,0.7565648488725412,0.8114035087719298,0.7570621468926554
P1_thiram_presence,Thiram Presence,SVM,p2,3,0.9935347111817701,0.99609375,0.994535519125683
P1_thiram_presence,Thiram Presence,SVM,p2,4,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,RF,p2,0,0.665920119447555,0.6692995812714122,0.776536312849162
P1_thiram_presence,Thiram Presence,RF,p2,1,0.8825627419424993,0.846938775510204,0.9166666666666666
P1_thiram_presence,Thiram Presence,RF,p2,2,0.7216329262171658,0.733500417710944,0.7344632768361582
P1_thiram_presence,Thiram Presence,RF,p2,3,0.9163874505025891,0.8909090909090909,0.9344262295081968
P1_thiram_presence,Thiram Presence,RF,p2,4,0.9055526725480021,0.8723404255319149,0.9340659340659341
P1_thiram_presence,Thiram Presence,KNN,p2,0,0.7104111153406929,0.7104111153406929,0.8100558659217877
P1_thiram_presence,Thiram Presence,KNN,p2,1,0.8459390062615433,0.8061224489795918,0.8944444444444445
P1_thiram_presence,Thiram Presence,KNN,p2,2,0.7225971533663842,0.7744360902255638,0.7231638418079096
P1_thiram_presence,Thiram Presence,KNN,p2,3,0.966983004366182,0.9597301136363636,0.9726775956284153
P1_thiram_presence,Thiram Presence,KNN,p2,4,0.8599936648717137,0.8191489361702128,0.9065934065934066
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p2,0,0.6175213675213675,0.6152455272173583,0.7541899441340782
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p2,1,0.9407407407407407,0.9183673469387755,0.9555555555555556
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p2,2,0.7518691588785047,0.7660818713450293,0.7627118644067796
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p2,3,0.8961525366019748,0.8740056818181818,0.9180327868852459
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p2,4,0.8809056406229551,0.8473601260835304,0.9175824175824175
P2_mg_presence,MG Presence,1D-CNN,p2,0,0.7383150244350696,0.7278148854961832,0.8044692737430168
