Task,TaskName,Model,Preprocess,F1_mean,F1_std,BA_mean,BA_std,Acc_mean,Acc_std,FitSeconds_total,FitSeconds_mean,PredictSeconds_total
G2_mg_molar_grade,MG Positive Molar Grade,PatchTransformer,raw,0.2202066552555979,0.0625580312906421,0.35074886256049265,0.02589685401321339,0.35026442307692307,0.03489971533354429,100.4045485034585,20.0809097006917,0.10199999809265137
G2_mg_molar_grade,MG Positive Molar Grade,RamanNet-Lite,raw,0.5653516218627467,0.04142173394865381,0.6072623905707231,0.02038463064847167,0.6157692307692308,0.012492601360701351,87.76569840312004,17.553139680624007,0.27124499529600143
G3_mba_molar_grade,MBA Positive Molar Grade,PatchTransformer,raw,0.16773943217358564,0.00269874146978167,0.3333333333333333,0.0,0.3362314138956475,0.0072151389966765385,96.41942014545202,19.283884029090405,0.157572939991951
G3_mba_molar_grade,MBA Positive Molar Grade,RamanNet-Lite,raw,0.7387199914387452,0.09944552009181115,0.7461813590877979,0.08513305290680426,0.7469370100027034,0.08597063968116544,105.18943501263857,21.037887002527714,0.17140894383192062
