Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy,FitSeconds,PredictSeconds
G2_mg_molar_grade,MG Positive Molar Grade,RamanNet-Lite,raw,0,0.6053044336797198,0.6067653276955602,0.6076923076923076,19.55472394824028,0.010744862258434296
G2_mg_molar_grade,MG Positive Molar Grade,RamanNet-Lite,raw,1,0.5047786811201446,0.5748845456044861,0.6,16.88743118941784,0.005544409155845642
G2_mg_molar_grade,MG Positive Molar Grade,RamanNet-Lite,raw,2,0.5483473766992473,0.6063953488372092,0.625,18.80066718161106,0.09092458337545395
G2_mg_molar_grade,MG Positive Molar Grade,RamanNet-Lite,raw,3,0.5668318913188954,0.6287997027127462,0.6153846153846154,16.608042418956757,0.08003485947847366
G2_mg_molar_grade,MG Positive Molar Grade,RamanNet-Lite,raw,4,0.6014957264957265,0.6194670280036133,0.6307692307692307,15.914833664894104,0.08399628102779388
G2_mg_molar_grade,MG Positive Molar Grade,PatchTransformer,raw,0,0.1685823754789272,0.3333333333333333,0.3384615384615385,20.09019672125578,0.004687055945396423
G2_mg_molar_grade,MG Positive Molar Grade,PatchTransformer,raw,1,0.3198183228093497,0.3956787069107703,0.4076923076923077,21.007717452943325,0.012278206646442413
G2_mg_molar_grade,MG Positive Molar Grade,PatchTransformer,raw,2,0.16764132553606237,0.3333333333333333,0.3359375,19.298478834331036,0.011597402393817902
G2_mg_molar_grade,MG Positive Molar Grade,PatchTransformer,raw,3,0.21039426523297491,0.3439241917502787,0.3153846153846154,18.995522044599056,0.009941071271896362
G2_mg_molar_grade,MG Positive Molar Grade,PatchTransformer,raw,4,0.23459698722067537,0.3474747474747475,0.35384615384615387,21.012633450329304,0.06349626183509827
G3_mba_molar_grade,MBA Positive Molar Grade,RamanNet-Lite,raw,0,0.8071693128081835,0.803220611916264,0.8029197080291971,21.01199808716774,0.06800186634063721
G3_mba_molar_grade,MBA Positive Molar Grade,RamanNet-Lite,raw,1,0.7509842093878434,0.7514431799439221,0.7591240875912408,21.10885076224804,0.004854187369346619
G3_mba_molar_grade,MBA Positive Molar Grade,RamanNet-Lite,raw,2,0.8506771271131036,0.8462913127575478,0.8467153284671532,22.287499345839024,0.01647701859474182
G3_mba_molar_grade,MBA Positive Molar Grade,RamanNet-Lite,raw,3,0.6849671063022086,0.7003220611916263,0.6962962962962963,23.578451611101627,0.0029360875487327576
G3_mba_molar_grade,MBA Positive Molar Grade,RamanNet-Lite,raw,4,0.5998022015823873,0.6296296296296297,0.6296296296296297,17.20263520628214,0.07913978397846222
G3_mba_molar_grade,MBA Positive Molar Grade,PatchTransformer,raw,0,0.16757741347905283,0.3333333333333333,0.3357664233576642,21.221811272203922,0.0021602287888526917
G3_mba_molar_grade,MBA Positive Molar Grade,PatchTransformer,raw,1,0.17028985507246377,0.3333333333333333,0.34306569343065696,20.980747401714325,0.004431717097759247
G3_mba_molar_grade,MBA Positive Molar Grade,PatchTransformer,raw,2,0.17028985507246377,0.3333333333333333,0.34306569343065696,17.298326760530472,0.07738267630338669
G3_mba_molar_grade,MBA Positive Molar Grade,PatchTransformer,raw,3,0.16387337057728119,0.3333333333333333,0.32592592592592595,19.506972417235374,0.0020713284611701965
G3_mba_molar_grade,MBA Positive Molar Grade,PatchTransformer,raw,4,0.16666666666666666,0.3333333333333333,0.3333333333333333,17.41156229376793,0.07152698934078217
