Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p4,0,0.5887807526836807,0.6064902931100115,0.6927374301675978
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p4,1,0.4619173929518757,0.4671288362673313,0.6055555555555555
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p4,2,0.4626486836211616,0.5265246449456976,0.655367231638418
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p4,3,0.6781747500925583,0.6597301136363636,0.7923497267759563
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p4,4,0.5161687100741975,0.5160756501182033,0.6318681318681318
P2_mg_presence,MG Presence,Spectrum-KAN,p4,0,0.4795545932570368,0.5236164122137404,0.7374301675977654
P2_mg_presence,MG Presence,Spectrum-KAN,p4,1,0.6727384995368941,0.6767754587477237,0.7055555555555556
P2_mg_presence,MG Presence,Spectrum-KAN,p4,2,0.49089165867689355,0.5153793574846206,0.7288135593220338
P2_mg_presence,MG Presence,Spectrum-KAN,p4,3,0.40169814082857563,0.394418505942275,0.6338797814207651
P2_mg_presence,MG Presence,Spectrum-KAN,p4,4,0.8300653594771241,0.8180433955081843,0.8461538461538461
P3_mba_presence,MBA Presence,Spectrum-KAN,p4,0,0.7126805778491172,0.7,0.7821229050279329
P3_mba_presence,MBA Presence,Spectrum-KAN,p4,1,0.9123945489941596,0.9482365327250395,0.9333333333333333
P3_mba_presence,MBA Presence,Spectrum-KAN,p4,2,0.8071895424836601,0.7722914669223394,0.9096045197740112
P3_mba_presence,MBA Presence,Spectrum-KAN,p4,3,0.4971645717626425,0.5392156862745098,0.7431693989071039
P3_mba_presence,MBA Presence,Spectrum-KAN,p4,4,0.9222388378551591,0.8857142857142857,0.9560439560439561
G1_thiram_molar_grade,Thiram Positive Molar Grade,Spectrum-KAN,p4,0,0.7164665342482244,0.7378593628593628,0.7183098591549296
G1_thiram_molar_grade,Thiram Positive Molar Grade,Spectrum-KAN,p4,1,0.7203325774754346,0.8659420289855072,0.7175572519083969
G1_thiram_molar_grade,Thiram Positive Molar Grade,Spectrum-KAN,p4,2,0.2593502593502594,0.2820232687405363,0.24561403508771928
G1_thiram_molar_grade,Thiram Positive Molar Grade,Spectrum-KAN,p4,3,0.2744829244829245,0.31043956043956045,0.3046875
G1_thiram_molar_grade,Thiram Positive Molar Grade,Spectrum-KAN,p4,4,0.7043097886052222,0.7067768644739859,0.6814814814814815
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,p4,0,0.013745704467353952,0.06060606060606061,0.015267175572519083
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,p4,1,0.373551912568306,0.4414644529587058,0.35537190082644626
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,p4,2,0.4919737125619479,0.5069694784907474,0.6616541353383458
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,p4,3,0.326479888979889,0.3628762999452655,0.4342105263157895
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,p4,4,0.6522086870924081,0.6929824561403509,0.5945945945945946
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p4,0,0.8940675732658655,0.8947368421052632,0.8947368421052632
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p4,1,0.5574901074053137,0.5896435076762946,0.5899280575539568
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p4,2,0.5292974213532128,0.5536702850163796,0.5302013422818792
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p4,3,0.7152430225600958,0.7182672149653282,0.7196969696969697
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p4,4,0.5102070980732651,0.5532248512745969,0.48299319727891155
