Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy
P1_thiram_presence,Thiram Presence,RF,p4,0,0.8254748254748254,0.9119718309859155,0.8603351955307262
P1_thiram_presence,Thiram Presence,RF,p4,1,0.8165307635285397,0.7755102040816326,0.8777777777777778
P1_thiram_presence,Thiram Presence,RF,p4,2,0.7120208861477921,0.7013366750208856,0.7570621468926554
P1_thiram_presence,Thiram Presence,RF,p4,3,0.8854818523153942,0.8545454545454545,0.912568306010929
P1_thiram_presence,Thiram Presence,RF,p4,4,0.9226190476190477,0.8936170212765957,0.945054945054945
P2_mg_presence,MG Presence,RF,p4,0,0.8428155474418819,0.8020833333333333,0.8938547486033519
P2_mg_presence,MG Presence,RF,p4,1,0.7537442396313364,0.7474436195545595,0.7888888888888889
P2_mg_presence,MG Presence,RF,p4,2,0.7485470747772182,0.7466678058783323,0.8135593220338984
P2_mg_presence,MG Presence,RF,p4,3,0.7610287855561233,0.7445882852292021,0.8743169398907104
P2_mg_presence,MG Presence,RF,p4,4,0.9076259357949499,0.9076259357949499,0.9120879120879121
P3_mba_presence,MBA Presence,RF,p4,0,0.6835858585858585,0.676923076923077,0.7653631284916201
P3_mba_presence,MBA Presence,RF,p4,1,0.881574364332985,0.9388489208633093,0.9055555555555556
P3_mba_presence,MBA Presence,RF,p4,2,0.9381407269338304,0.950862895493768,0.9661016949152542
P3_mba_presence,MBA Presence,RF,p4,3,0.8803139306736429,0.8491532976827094,0.912568306010929
P3_mba_presence,MBA Presence,RF,p4,4,0.935976682245339,0.9217687074829932,0.9615384615384616
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,0,0.6457312435317148,0.7020202020202021,0.6408450704225352
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,1,0.6661367249602544,0.8260869565217391,0.6335877862595419
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,2,0.7787119437939111,0.8300174419719012,0.7894736842105263
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,3,0.9625930497886507,0.9567765567765568,0.9609375
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,4,0.8380914556271999,0.8447270800211978,0.8296296296296296
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,0,0.5465256277949776,0.5881481481481482,0.7862595419847328
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,1,0.4236073183103681,0.4168795232013623,0.38016528925619836
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,2,0.43841086667945756,0.474481658692185,0.631578947368421
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,3,0.36619208494208494,0.3585796387520525,0.4276315789473684
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,4,0.6317414289659525,0.703842940685046,0.6306306306306306
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,0,0.8867888064316637,0.8947368421052632,0.8947368421052632
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,1,0.5709099160426594,0.5512186659727644,0.5611510791366906
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,2,0.750986074645691,0.7556929082628496,0.7248322147651006
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,3,0.8683714449635276,0.8734034833091436,0.8712121212121212
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,4,0.6383827700591317,0.6628038439796495,0.5918367346938775
