Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy,FitSeconds,PredictSeconds
G3_mba_molar_grade,MBA Positive Molar Grade,1D-ResNet,p1,4,0.238095238095238,0.3703703703703704,0.3703703703703703,5.674232631921768,0.0179261863231658
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p1,0,0.5991079085481069,0.6140096618357488,0.6131386861313869,4.690696932375431,0.0056238919496536
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p1,1,0.8478194378526606,0.847105393369619,0.8467153284671532,11.579006806015968,0.005519762635231
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p1,2,0.4943327005182675,0.5080523084685896,0.5036496350364964,4.618142031133175,0.0741214975714683
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p1,3,0.5278907520381667,0.5277484994876299,0.5259259259259259,5.906138218939304,0.008505642414093
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p1,4,0.6025368480725622,0.6296296296296297,0.6296296296296297,5.305761910974979,0.0051038563251495
G3_mba_molar_grade,MBA Positive Molar Grade,KAN-CNN,p1,0,0.1648351648351648,0.3333333333333333,0.3284671532846715,4.863960780203342,0.0120245441794395
G3_mba_molar_grade,MBA Positive Molar Grade,KAN-CNN,p1,1,0.1702898550724637,0.3333333333333333,0.3430656934306569,4.987670548260212,0.0078480169177055
G3_mba_molar_grade,MBA Positive Molar Grade,KAN-CNN,p1,2,0.1620626151012891,0.3333333333333333,0.3211678832116788,5.398024782538414,0.0779200345277786
G3_mba_molar_grade,MBA Positive Molar Grade,KAN-CNN,p1,3,0.1638733705772811,0.3333333333333333,0.3259259259259259,5.795114524662495,0.0038468763232231
G3_mba_molar_grade,MBA Positive Molar Grade,KAN-CNN,p1,4,0.1666666666666666,0.3333333333333333,0.3333333333333333,5.595807731151581,0.006556749343872
P1_thiram_presence,Thiram Presence,RamanNet-Lite,p1,0,0.964320914646166,0.95,0.9723756906077348,9.659783944487572,0.014453515410423279
P1_thiram_presence,Thiram Presence,RamanNet-Lite,p1,1,0.9655950150999656,0.9745287427948278,0.9722222222222222,5.480654798448086,0.08509393036365509
P1_thiram_presence,Thiram Presence,RamanNet-Lite,p1,2,0.9388009519851914,0.946923076923077,0.95,2.4039157405495644,0.005492456257343292
P1_thiram_presence,Thiram Presence,RamanNet-Lite,p1,3,0.9866290298618333,0.9921875,0.9888888888888889,4.09227342903614,0.0882183089852333
P1_thiram_presence,Thiram Presence,RamanNet-Lite,p1,4,0.9788326604209949,0.97,0.9833333333333333,3.9066693633794785,0.08202634006738663
P2_mg_presence,MG Presence,RamanNet-Lite,p1,0,0.9460345855694693,0.9513574660633484,0.9558011049723757,14.903292194008827,0.08190034329891205
P2_mg_presence,MG Presence,RamanNet-Lite,p1,1,0.9298956223710859,0.9246153846153846,0.9444444444444444,9.200172789394855,0.006940588355064392
P2_mg_presence,MG Presence,RamanNet-Lite,p1,2,0.9798319327731093,0.9825721153846154,0.9833333333333333,7.699889846146107,0.08335665613412857
P2_mg_presence,MG Presence,RamanNet-Lite,p1,3,0.9431818181818181,0.9323076923076923,0.9555555555555556,8.905071757733822,0.0060226768255233765
P2_mg_presence,MG Presence,RamanNet-Lite,p1,4,0.9647211007016581,0.9561538461538461,0.9722222222222222,10.793920122087002,0.0015883147716522217
P3_mba_presence,MBA Presence,RamanNet-Lite,p1,0,0.97085346215781,0.9854014598540146,0.9779005524861878,2.697994537651539,0.08106687664985657
P3_mba_presence,MBA Presence,RamanNet-Lite,p1,1,0.9280115181570948,0.9555253776947886,0.9444444444444444,4.102068401873112,0.008217476308345795
P3_mba_presence,MBA Presence,RamanNet-Lite,p1,2,0.8844017981942502,0.9379562043795621,0.9055555555555556,2.190134957432747,0.007597222924232483
P3_mba_presence,MBA Presence,RamanNet-Lite,p1,3,0.8662902986183332,0.9111111111111112,0.8888888888888888,2.2993793934583664,0.0013611167669296265
P3_mba_presence,MBA Presence,RamanNet-Lite,p1,4,0.8659401826663009,0.8851851851851852,0.8944444444444445,2.41741643846035,0.08216636627912521
G1_thiram_molar_grade,Thiram Positive Molar Grade,RamanNet-Lite,p1,0,0.9854453409270686,0.9848484848484849,0.9847328244274809,5.201310098171234,0.002376869320869446
G1_thiram_molar_grade,Thiram Positive Molar Grade,RamanNet-Lite,p1,1,0.9919256773189358,0.9914529914529915,0.9923664122137404,3.991187483072281,0.011141277849674225
G1_thiram_molar_grade,Thiram Positive Molar Grade,RamanNet-Lite,p1,2,0.985479797979798,0.9851851851851853,0.9846153846153847,7.396710805594921,0.0016502588987350464
G1_thiram_molar_grade,Thiram Positive Molar Grade,RamanNet-Lite,p1,3,0.9856481481481482,0.9855072463768115,0.984375,10.08271523565054,0.0018139556050300598
G1_thiram_molar_grade,Thiram Positive Molar Grade,RamanNet-Lite,p1,4,0.9840465465465466,0.9824561403508771,0.9846153846153847,6.7859735786914825,0.008734576404094696
G2_mg_molar_grade,MG Positive Molar Grade,RamanNet-Lite,p1,0,0.6164661953485665,0.6217406624383369,0.6230769230769231,1.7833326384425163,0.008249185979366302
G2_mg_molar_grade,MG Positive Molar Grade,RamanNet-Lite,p1,1,0.5916666666666667,0.6060696025070097,0.6,1.9918746277689934,0.0016932860016822815
G2_mg_molar_grade,MG Positive Molar Grade,RamanNet-Lite,p1,2,0.5409580312019336,0.5537252368647717,0.5546875,1.5986960008740425,0.0013975724577903748
G2_mg_molar_grade,MG Positive Molar Grade,RamanNet-Lite,p1,3,0.6179425194735427,0.6239192369627152,0.6307692307692307,1.9912312030792236,0.0012967884540557861
G2_mg_molar_grade,MG Positive Molar Grade,RamanNet-Lite,p1,4,0.5308641197983074,0.5426582902192658,0.5461538461538461,2.4928664788603783,0.001169055700302124
G3_mba_molar_grade,MBA Positive Molar Grade,RamanNet-Lite,p1,0,0.8625841750841751,0.861352657004831,0.8613138686131386,2.7040162459015846,0.08079568296670914
G3_mba_molar_grade,MBA Positive Molar Grade,RamanNet-Lite,p1,1,0.8966267835074712,0.8974105228434768,0.8978102189781022,4.010560974478722,0.0017614439129829407
G3_mba_molar_grade,MBA Positive Molar Grade,RamanNet-Lite,p1,2,0.9200414877834233,0.9213691026827012,0.9197080291970803,4.798264153301716,0.08128952234983444
G3_mba_molar_grade,MBA Positive Molar Grade,RamanNet-Lite,p1,3,0.8100173520687911,0.8075098814229249,0.8074074074074075,3.414246052503586,0.0017627701163291931
G3_mba_molar_grade,MBA Positive Molar Grade,RamanNet-Lite,p1,4,0.8676587301587301,0.8666666666666667,0.8666666666666667,2.7909112945199013,0.08930837363004684
