Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy,FitSeconds,PredictSeconds
P1_thiram_presence,Thiram Presence,1D-CNN,raw,0,0.6755441741357234,0.7429770992366412,0.6906077348066298,19.01476462185383,0.0133961364626884
P1_thiram_presence,Thiram Presence,1D-CNN,raw,1,0.6894430157231681,0.7593861972269824,0.7055555555555556,15.695263795554638,0.0027582719922065
P1_thiram_presence,Thiram Presence,1D-CNN,raw,2,0.5987616099071207,0.7169230769230769,0.6,7.986205741763115,0.0098292604088783
P1_thiram_presence,Thiram Presence,1D-CNN,raw,3,0.6356388776431752,0.7289663461538461,0.6388888888888888,7.398204438388348,0.0748122334480285
P1_thiram_presence,Thiram Presence,1D-CNN,raw,4,0.6312892075278453,0.6984615384615385,0.6444444444444445,10.295572027564049,0.0044415593147277
P1_thiram_presence,Thiram Presence,1D-ResNet,raw,0,0.670223841749089,0.7244274809160305,0.6906077348066298,9.42009823769331,0.0042112320661544
P1_thiram_presence,Thiram Presence,1D-ResNet,raw,1,0.6428114197926001,0.7186477644492911,0.6555555555555556,8.325552739202976,0.0041080117225646
P1_thiram_presence,Thiram Presence,1D-ResNet,raw,2,0.7016828148903621,0.7876923076923077,0.7111111111111111,13.831906348466871,0.0769104436039924
P1_thiram_presence,Thiram Presence,1D-ResNet,raw,3,0.7197840416018018,0.7650240384615384,0.7388888888888889,12.703241534531116,0.0109596252441406
P1_thiram_presence,Thiram Presence,1D-ResNet,raw,4,0.7767332549941246,0.8538461538461539,0.7888888888888889,20.49060598015785,0.0063666403293609
P1_thiram_presence,Thiram Presence,Spectrum-KAN,raw,0,0.5617433414043583,0.5829770992366412,0.6022099447513812,9.790632605552672,0.0781764388084411
P1_thiram_presence,Thiram Presence,Spectrum-KAN,raw,1,0.6428114197926001,0.7186477644492911,0.6555555555555556,5.628394156694412,0.0680335387587547
P1_thiram_presence,Thiram Presence,Spectrum-KAN,raw,2,0.6989090909090909,0.7123076923076923,0.7444444444444445,10.299762427806854,0.0111143216490745
P1_thiram_presence,Thiram Presence,Spectrum-KAN,raw,3,0.5773081201334817,0.6859975961538461,0.5777777777777777,7.499616377055645,0.0812456458806991
P1_thiram_presence,Thiram Presence,Spectrum-KAN,raw,4,0.5929241921992627,0.7069230769230769,0.5944444444444444,12.098815716803074,0.010618507862091
P1_thiram_presence,Thiram Presence,KAN-CNN,raw,0,0.6372969140179425,0.7457251908396947,0.6408839779005525,10.110244669020176,0.0792911648750305
P1_thiram_presence,Thiram Presence,KAN-CNN,raw,1,0.6040769540568172,0.7290076335877862,0.6055555555555555,8.292704090476036,0.0069599375128746
P1_thiram_presence,Thiram Presence,KAN-CNN,raw,2,0.6760443307757886,0.7684615384615384,0.6833333333333333,12.99721422046423,0.0841362625360488
P1_thiram_presence,Thiram Presence,KAN-CNN,raw,3,0.6584008097165992,0.7313701923076923,0.6666666666666666,17.0172466263175,0.0835463255643844
P1_thiram_presence,Thiram Presence,KAN-CNN,raw,4,0.603487325866402,0.7146153846153847,0.6055555555555555,8.620088398456573,0.0744484364986419
P2_mg_presence,MG Presence,1D-CNN,raw,0,0.8048274717982747,0.7808446455505279,0.856353591160221,28.10350939631462,0.0038922652602195
P2_mg_presence,MG Presence,1D-CNN,raw,1,0.831749493690606,0.8276923076923077,0.8666666666666667,29.090497598052025,0.085471898317337
P2_mg_presence,MG Presence,1D-CNN,raw,2,0.7905454545454546,0.80078125,0.8222222222222222,21.50728239119053,0.0088816657662391
P2_mg_presence,MG Presence,1D-CNN,raw,3,0.7892032790601036,0.7946153846153846,0.8277777777777777,27.604252018034455,0.0044670552015304
P2_mg_presence,MG Presence,1D-CNN,raw,4,0.4002055370433808,0.5576923076923077,0.4055555555555555,6.790880419313908,0.0065805688500404
P2_mg_presence,MG Presence,1D-ResNet,raw,0,0.7690661398526567,0.7496983408748115,0.8287292817679558,12.418077558279036,0.0064598768949508
P2_mg_presence,MG Presence,1D-ResNet,raw,1,0.8560060629026147,0.8284615384615385,0.8944444444444445,14.20741891860962,0.0041742846369743
P2_mg_presence,MG Presence,1D-ResNet,raw,2,0.8588235294117648,0.8608774038461539,0.8833333333333333,20.785813339054585,0.010650634765625
P2_mg_presence,MG Presence,1D-ResNet,raw,3,0.7295673076923077,0.7353846153846154,0.7777777777777778,15.790411435067654,0.0061418935656547
P2_mg_presence,MG Presence,1D-ResNet,raw,4,0.4193548387096774,0.5,0.7222222222222222,6.113270364701748,0.0051403865218162
P2_mg_presence,MG Presence,Spectrum-KAN,raw,0,0.6300729927007299,0.6742835595776773,0.6519337016574586,7.041244983673096,0.0688406080007553
P2_mg_presence,MG Presence,Spectrum-KAN,raw,1,0.4069844058862288,0.59,0.4166666666666667,4.98590599000454,0.0060397237539291
P2_mg_presence,MG Presence,Spectrum-KAN,raw,2,0.6256128361313327,0.6271033653846154,0.6888888888888889,11.391148425638676,0.0070260763168334
P2_mg_presence,MG Presence,Spectrum-KAN,raw,3,0.5999461206896552,0.6292307692307693,0.6333333333333333,5.8837746903300285,0.0109857469797134
P2_mg_presence,MG Presence,Spectrum-KAN,raw,4,0.5391115094098067,0.5876923076923077,0.5555555555555556,9.109290570020676,0.0759926736354827
P2_mg_presence,MG Presence,KAN-CNN,raw,0,0.8439479701615624,0.8460030165912519,0.8729281767955801,39.50077350437641,0.006360076367855
P2_mg_presence,MG Presence,KAN-CNN,raw,1,0.8453781512605042,0.8561538461538462,0.8722222222222222,29.0818205550313,0.0040871873497962
