Task,TaskName,Model,Preprocess,F1_mean,F1_std,BA_mean,BA_std,Acc_mean,Acc_std
G1_thiram_molar_grade,Thiram Positive Molar Grade,1D-CNN,p2,0.9079801160646097,0.04880809952693323,0.9033933189088424,0.05030793267198918,0.9076923076923077,0.047418569253607545
G1_thiram_molar_grade,Thiram Positive Molar Grade,HistGradientBoosting,p2,0.982985044629342,0.009163788599735677,0.9830403083346324,0.009072684462403498,0.9830769230769232,0.008426500884694838
G1_thiram_molar_grade,Thiram Positive Molar Grade,KNN,p2,0.9502540110566559,0.027913475753787376,0.9499204731347868,0.028999223041987546,0.9507692307692308,0.026977966025769518
G1_thiram_molar_grade,Thiram Positive Molar Grade,PLS-DA,p2,0.9332066740483617,0.025075579139033553,0.931702001158478,0.02802843395034767,0.9307692307692308,0.02492592576310714
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,0.9954264925879024,0.004183133023942975,0.9953696088364424,0.0043737349436092305,0.9953846153846154,0.004213250442347413
G1_thiram_molar_grade,Thiram Positive Molar Grade,SVM,p2,0.9983926410070201,0.003594163972548636,0.9984496124031008,0.0034667720581392043,0.9984615384615385,0.003440104580768892
G1_thiram_molar_grade,Thiram Positive Molar Grade,Spectrum-KAN,p2,0.9985422856011091,0.0032595484877002093,0.9986666666666666,0.002981423969999737,0.9984615384615385,0.003440104580768892
G2_mg_molar_grade,MG Positive Molar Grade,1D-CNN,p2,0.6424197238951496,0.0771799134366819,0.6561325430227032,0.07274790113387329,0.6609039080137962,0.07193294683442653
G2_mg_molar_grade,MG Positive Molar Grade,HistGradientBoosting,p2,0.9143934026943443,0.04683178275840223,0.9143184676582845,0.046330860455737026,0.9154067527438732,0.04677241777547187
G2_mg_molar_grade,MG Positive Molar Grade,KNN,p2,0.7844950780679656,0.030269861049732057,0.7892012292733117,0.03051033919847008,0.7930512553111523,0.03150633570528314
G2_mg_molar_grade,MG Positive Molar Grade,PLS-DA,p2,0.7434367957965573,0.020047327441716393,0.7450526752677782,0.022368910850212458,0.7469004985585849,0.020984419522611944
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,0.923642970101606,0.035336104193089725,0.9234676625180057,0.035656002326799593,0.9244700938842604,0.035651712127768735
G2_mg_molar_grade,MG Positive Molar Grade,SVM,p2,0.9316406543506826,0.02389430359112534,0.9310932650280476,0.025010429439516795,0.9322218456534097,0.024203863464134546
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,p2,0.5302800730742777,0.09270096640856539,0.5697078180316166,0.07479077557021496,0.5625589358271765,0.07638681858187563
G3_mba_molar_grade,MBA Positive Molar Grade,1D-CNN,p2,0.782801136414822,0.09277506154270183,0.7843446498466171,0.09579193651426825,0.783410394024016,0.091715870969751
G3_mba_molar_grade,MBA Positive Molar Grade,HistGradientBoosting,p2,0.9425264432697288,0.02842468466047882,0.9458100949379851,0.02578692153250026,0.9425608499753121,0.028334262383642728
G3_mba_molar_grade,MBA Positive Molar Grade,KNN,p2,0.8032607154654258,0.0571477602802603,0.8076945222600243,0.06120917278516377,0.8073757996728741,0.05682237018862326
G3_mba_molar_grade,MBA Positive Molar Grade,PLS-DA,p2,0.8052817676340794,0.04737992855495103,0.8101375638006498,0.04851453298328115,0.8037528503511553,0.04839156983081756
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,0.964805148528178,0.01288967113390217,0.9665952166928328,0.012776870974053653,0.9646270134915687,0.013435183681065874
G3_mba_molar_grade,MBA Positive Molar Grade,SVM,p2,0.9741188365194731,0.012783450207617925,0.9753424316234133,0.012586778324860232,0.973859248500079,0.013372853494123989
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p2,0.9131579748836675,0.03421471444682722,0.9143813689194038,0.03484965283676316,0.9122472078011065,0.03490280351638112
P1_thiram_presence,Thiram Presence,1D-CNN,p2,0.9319485778118812,0.025591338884036356,0.946078431372549,0.021364290117376353,0.9433824432166974,0.02204723429156692
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p2,0.9617214761997177,0.028282946798817377,0.9637707390648567,0.023598664860140985,0.9689011663597299,0.023120667042874302
P1_thiram_presence,Thiram Presence,KNN,p2,0.9529778727402813,0.01820308591261028,0.9404283559577677,0.021116194246856675,0.9633763044812769,0.013936102340415552
P1_thiram_presence,Thiram Presence,PLS-DA,p2,0.9516682001651855,0.011266856629552546,0.9523891402714932,0.017173641704977618,0.9611602209944751,0.008745883089602296
