Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy
P1_thiram_presence,Thiram Presence,RF,p2,0,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,RF,p2,1,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,RF,p2,2,0.9861538461538462,0.9861538461538462,0.9888888888888889
P1_thiram_presence,Thiram Presence,RF,p2,3,0.9931190030199931,0.9961538461538462,0.9944444444444445
P1_thiram_presence,Thiram Presence,RF,p2,4,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,SVM,p2,0,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,SVM,p2,1,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,SVM,p2,2,0.9931190030199931,0.9961538461538462,0.9944444444444445
P1_thiram_presence,Thiram Presence,SVM,p2,3,0.9931190030199931,0.9961538461538462,0.9944444444444445
P1_thiram_presence,Thiram Presence,SVM,p2,4,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,PLS-DA,p2,0,0.9440321583178726,0.9334841628959276,0.9558011049723757
P1_thiram_presence,Thiram Presence,PLS-DA,p2,1,0.9594350961538461,0.9707692307692308,0.9666666666666667
P1_thiram_presence,Thiram Presence,PLS-DA,p2,2,0.9373040752351097,0.9346153846153846,0.95
P1_thiram_presence,Thiram Presence,PLS-DA,p2,3,0.9524007404329267,0.9607692307692308,0.9611111111111111
P1_thiram_presence,Thiram Presence,PLS-DA,p2,4,0.965168930686172,0.9623076923076923,0.9722222222222222
P1_thiram_presence,Thiram Presence,KNN,p2,0,0.9500492805046323,0.9313725490196079,0.9613259668508287
P1_thiram_presence,Thiram Presence,KNN,p2,1,0.9573863636363636,0.9461538461538461,0.9666666666666667
P1_thiram_presence,Thiram Presence,KNN,p2,2,0.9280115181570948,0.9123076923076923,0.9444444444444444
P1_thiram_presence,Thiram Presence,KNN,p2,3,0.9506095409823214,0.9423076923076923,0.9611111111111111
P1_thiram_presence,Thiram Presence,KNN,p2,4,0.9788326604209949,0.97,0.9833333333333333
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p2,0,0.9861832061068703,0.9803921568627452,0.988950276243094
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p2,1,0.9859791244742171,0.98,0.9888888888888889
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p2,2,0.9243090332199243,0.926923076923077,0.9388888888888889
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p2,3,0.9394957983193277,0.953076923076923,0.95
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p2,4,0.972640218878249,0.9784615384615385,0.9777777777777777
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p2,0,0.9366271153472088,0.9236802413273002,0.9502762430939227
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p2,1,0.9512365029606409,0.9484615384615385,0.9611111111111111
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p2,2,0.9793570090599794,0.9823076923076923,0.9833333333333333
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p2,3,0.9655950150999656,0.9684615384615385,0.9722222222222222
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p2,4,0.9512365029606409,0.9484615384615385,0.9611111111111111
P1_thiram_presence,Thiram Presence,1D-CNN,p2,0,0.9466391509433962,0.9573152337858221,0.9558011049723757
P1_thiram_presence,Thiram Presence,1D-CNN,p2,1,0.9524007404329267,0.9607692307692308,0.9611111111111111
P1_thiram_presence,Thiram Presence,1D-CNN,p2,2,0.8881538067911838,0.91,0.9055555555555556
P1_thiram_presence,Thiram Presence,1D-CNN,p2,3,0.9323918269230769,0.943076923076923,0.9444444444444444
P1_thiram_presence,Thiram Presence,1D-CNN,p2,4,0.9401573639688228,0.9592307692307692,0.95
P2_mg_presence,MG Presence,RF,p2,0,0.9791450627952529,0.9822201607915894,0.9834254143646409
P2_mg_presence,MG Presence,RF,p2,1,0.9584615384615385,0.9584615384615385,0.9666666666666667
P2_mg_presence,MG Presence,RF,p2,2,0.9452804377564978,0.9566910733759153,0.9555555555555556
P2_mg_presence,MG Presence,RF,p2,3,0.9793570090599794,0.9765161878704971,0.9833333333333333
P2_mg_presence,MG Presence,RF,p2,4,0.9524007404329267,0.9404761904761905,0.9611111111111111
P2_mg_presence,MG Presence,SVM,p2,0,0.9788757051157362,0.9758039579468151,0.9834254143646409
