Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy
P1_thiram_presence,Thiram Presence,RF,p3,0,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,RF,p3,1,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,RF,p3,2,0.9930337861372345,0.99,0.9944444444444445
P1_thiram_presence,Thiram Presence,RF,p3,3,0.9931190030199931,0.9961538461538462,0.9944444444444445
P1_thiram_presence,Thiram Presence,RF,p3,4,0.9931190030199931,0.9961538461538462,0.9944444444444445
P1_thiram_presence,Thiram Presence,SVM,p3,0,0.9932151291374592,0.9961538461538462,0.994475138121547
P1_thiram_presence,Thiram Presence,SVM,p3,1,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,SVM,p3,2,0.9863201094391245,0.9923076923076923,0.9888888888888889
P1_thiram_presence,Thiram Presence,SVM,p3,3,0.9863201094391245,0.9923076923076923,0.9888888888888889
P1_thiram_presence,Thiram Presence,SVM,p3,4,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,PLS-DA,p3,0,0.9585496183206106,0.9530920060331824,0.9668508287292817
P1_thiram_presence,Thiram Presence,PLS-DA,p3,1,0.9863201094391245,0.9923076923076923,0.9888888888888889
P1_thiram_presence,Thiram Presence,PLS-DA,p3,2,0.965168930686172,0.9623076923076923,0.9722222222222222
P1_thiram_presence,Thiram Presence,PLS-DA,p3,3,0.9793570090599794,0.9823076923076923,0.9833333333333333
P1_thiram_presence,Thiram Presence,PLS-DA,p3,4,0.9723076923076923,0.9723076923076923,0.9777777777777777
P1_thiram_presence,Thiram Presence,KNN,p3,0,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,KNN,p3,1,0.9931190030199931,0.9961538461538462,0.9944444444444445
P1_thiram_presence,Thiram Presence,KNN,p3,2,0.9931190030199931,0.9961538461538462,0.9944444444444445
P1_thiram_presence,Thiram Presence,KNN,p3,3,0.9863201094391245,0.9923076923076923,0.9888888888888889
P1_thiram_presence,Thiram Presence,KNN,p3,4,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p3,0,0.9931337961382345,0.9901960784313726,0.994475138121547
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p3,1,0.9647211007016581,0.9561538461538461,0.9722222222222222
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p3,2,0.9380710271799381,0.9407692307692308,0.95
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p3,3,0.9388009519851914,0.946923076923077,0.95
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p3,4,0.9492569771656397,0.9299999999999999,0.9611111111111111
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p3,0,0.9723664122137404,0.9667420814479638,0.9779005524861878
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p3,1,1.0,1.0,1.0
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p3,2,0.9655950150999656,0.9684615384615385,0.9722222222222222
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p3,3,0.9796003173283971,0.9884615384615385,0.9833333333333333
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p3,4,0.9723076923076923,0.9723076923076923,0.9777777777777777
P1_thiram_presence,Thiram Presence,1D-CNN,p3,0,0.4180064308681672,0.5,0.7182320441988951
P1_thiram_presence,Thiram Presence,1D-CNN,p3,1,0.6874111963626031,0.7823076923076924,0.6944444444444444
P1_thiram_presence,Thiram Presence,1D-CNN,p3,2,0.8738121202679545,0.8692307692307693,0.9
P1_thiram_presence,Thiram Presence,1D-CNN,p3,3,0.5641646489104116,0.5761538461538461,0.7611111111111111
P1_thiram_presence,Thiram Presence,1D-CNN,p3,4,0.8774676650782846,0.9084615384615384,0.8944444444444445
P2_mg_presence,MG Presence,RF,p3,0,0.9861832061068703,0.9924242424242424,0.988950276243094
P2_mg_presence,MG Presence,RF,p3,1,0.9723076923076923,0.9723076923076923,0.9777777777777777
P2_mg_presence,MG Presence,RF,p3,2,0.9655950150999656,0.9745287427948278,0.9722222222222222
P2_mg_presence,MG Presence,RF,p3,3,0.9723076923076923,0.9667122663018696,0.9777777777777777
P2_mg_presence,MG Presence,RF,p3,4,0.9735449735449735,0.9735449735449735,0.9777777777777777
P2_mg_presence,MG Presence,SVM,p3,0,0.9930483542650843,0.9962121212121212,0.994475138121547
P2_mg_presence,MG Presence,SVM,p3,1,0.9796003173283971,0.9884615384615385,0.9833333333333333
P2_mg_presence,MG Presence,SVM,p3,2,0.9660005288806619,0.9809160305343512,0.9722222222222222
P2_mg_presence,MG Presence,SVM,p3,3,0.9798319327731093,0.9883720930232558,0.9833333333333333
P2_mg_presence,MG Presence,SVM,p3,4,0.9674373168349072,0.9748677248677249,0.9722222222222222
P2_mg_presence,MG Presence,PLS-DA,p3,0,0.943295739348371,0.9376159554730983,0.9558011049723757
P2_mg_presence,MG Presence,PLS-DA,p3,1,0.9373040752351097,0.9346153846153846,0.95
P2_mg_presence,MG Presence,PLS-DA,p3,2,0.9518330211399519,0.960507867269045,0.9611111111111111
P2_mg_presence,MG Presence,PLS-DA,p3,3,0.9105470392599105,0.9081167350661195,0.9277777777777778
P2_mg_presence,MG Presence,PLS-DA,p3,4,0.8892868772386845,0.8955026455026455,0.9055555555555556
