Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy
P1_thiram_presence,Thiram Presence,RF,p2,0,0.674976689404721,0.6698705748001523,0.7932960893854749
P1_thiram_presence,Thiram Presence,RF,p2,1,0.8645957785742732,0.8265306122448979,0.9055555555555556
P1_thiram_presence,Thiram Presence,RF,p2,2,0.7134376686454398,0.7220133667502089,0.7288135593220338
P1_thiram_presence,Thiram Presence,RF,p2,3,0.8526570048309179,0.8181818181818181,0.8907103825136612
P1_thiram_presence,Thiram Presence,RF,p2,4,0.8694638694638694,0.8297872340425532,0.9120879120879121
P2_mg_presence,MG Presence,RF,p2,0,0.576631977294229,0.5833333333333334,0.776536312849162
P2_mg_presence,MG Presence,RF,p2,1,0.682489906314923,0.6707522061913433,0.75
P2_mg_presence,MG Presence,RF,p2,2,0.6618979882137777,0.6712235133287765,0.7344632768361582
P2_mg_presence,MG Presence,RF,p2,3,0.486140110879113,0.4993633276740238,0.7868852459016393
P2_mg_presence,MG Presence,RF,p2,4,0.7083644909731867,0.7008628346656516,0.7527472527472527
P3_mba_presence,MBA Presence,RF,p2,0,0.6203605514316013,0.6307692307692307,0.7318435754189944
P3_mba_presence,MBA Presence,RF,p2,1,0.8834603316898253,0.8414634146341464,0.9277777777777778
P3_mba_presence,MBA Presence,RF,p2,2,0.8281887012230635,0.8046500479386386,0.9152542372881356
P3_mba_presence,MBA Presence,RF,p2,3,0.9049350649350649,0.8785650623885918,0.9289617486338798
P3_mba_presence,MBA Presence,RF,p2,4,0.8205128205128205,0.8489795918367347,0.8791208791208791
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,0,0.7469528351881293,0.779040404040404,0.7535211267605634
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,1,0.7203325774754346,0.8659420289855072,0.7175572519083969
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,2,0.613845548557923,0.6591723688497882,0.6754385964912281
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,3,0.9927211849910834,0.9948717948717949,0.9921875
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,4,0.8527106816961889,0.8627450980392157,0.8444444444444444
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,0,0.35374016390766316,0.3007407407407407,0.45038167938931295
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,1,0.37606060606060604,0.37058322690506595,0.33884297520661155
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,2,0.3542110386521163,0.33262327674728537,0.48872180451127817
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,3,0.3492542316071727,0.35385878489326766,0.3157894736842105
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,4,0.5925645779260907,0.6441102756892231,0.5225225225225225
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,0,0.7644419862340216,0.7502923976608188,0.7807017543859649
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,1,0.5718601544688501,0.5536906930349553,0.5611510791366906
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,2,0.38716577540106956,0.47126436781609193,0.4161073825503356
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,3,0.7310190496768585,0.7350911143363973,0.7424242424242424
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,4,0.7095767971195426,0.772376107028453,0.7278911564625851
