Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy
P1_thiram_presence,Thiram Presence,RF,p2,0,0.6913793103448276,0.6804339550818425,0.8100558659217877
P1_thiram_presence,Thiram Presence,RF,p2,1,0.7631463521614114,0.7244897959183674,0.85
P1_thiram_presence,Thiram Presence,RF,p2,2,0.7112176605733693,0.7247284878863827,0.7231638418079096
P1_thiram_presence,Thiram Presence,RF,p2,3,0.8318081918081919,0.8012784090909091,0.8743169398907104
P1_thiram_presence,Thiram Presence,RF,p2,4,0.8531468531468531,0.8154452324665091,0.9010989010989011
P2_mg_presence,MG Presence,RF,p2,0,0.6574078618049762,0.6399491094147582,0.7821229050279329
P2_mg_presence,MG Presence,RF,p2,1,0.64,0.6331418966241771,0.7111111111111111
P2_mg_presence,MG Presence,RF,p2,2,0.6418700761978562,0.6408065618591934,0.7344632768361582
P2_mg_presence,MG Presence,RF,p2,3,0.5438034188034189,0.5408531409168081,0.7704918032786885
P2_mg_presence,MG Presence,RF,p2,4,0.6674308116548722,0.6634310366704732,0.6978021978021978
P3_mba_presence,MBA Presence,RF,p2,0,0.734920952571543,0.7186909581646423,0.7932960893854749
P3_mba_presence,MBA Presence,RF,p2,1,0.8624624318679639,0.8170731707317074,0.9166666666666666
P3_mba_presence,MBA Presence,RF,p2,2,0.8369736842105263,0.8080057526366251,0.9209039548022598
P3_mba_presence,MBA Presence,RF,p2,3,0.9284261576971213,0.9079768270944741,0.9453551912568307
P3_mba_presence,MBA Presence,RF,p2,4,0.7505482456140351,0.7673469387755102,0.8351648351648352
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,0,0.7647470690008541,0.7777777777777778,0.7605633802816901
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,1,0.79,0.9130434782608695,0.816793893129771
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,2,0.6862533692722371,0.7096774193548386,0.7631578947368421
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,3,0.9893211289092295,0.9904761904761905,0.9921875
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,4,0.791430990956444,0.8055113937466879,0.7851851851851852
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,0,0.3282906246783987,0.2740740740740741,0.4198473282442748
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,1,0.3671691938474965,0.37143465304384843,0.3305785123966942
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,2,0.3331370932925154,0.32732516222062,0.5112781954887218
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,3,0.41196850393700785,0.4129720853858785,0.39473684210526316
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,4,0.6230438842203548,0.6666666666666666,0.5765765765765766
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,0,0.7625915750915752,0.7502923976608188,0.7807017543859649
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,1,0.49803740963017334,0.4775999653048834,0.48201438848920863
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,2,0.4451503808773312,0.508144140442192,0.4563758389261745
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,3,0.8486088959773169,0.8547492339945171,0.8484848484848485
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,4,0.6984674329501916,0.7663463350292067,0.7210884353741497
