Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy
P1_thiram_presence,Thiram Presence,RF,p2,0,0.6732251521298174,0.6633993148077655,0.7988826815642458
P1_thiram_presence,Thiram Presence,RF,p2,1,0.9083347479205568,0.8775510204081632,0.9333333333333333
P1_thiram_presence,Thiram Presence,RF,p2,2,0.6928793583237846,0.7142857142857142,0.7005649717514124
P1_thiram_presence,Thiram Presence,RF,p2,3,0.897440687464973,0.8791903409090909,0.9180327868852459
P1_thiram_presence,Thiram Presence,RF,p2,4,0.8694638694638694,0.8297872340425532,0.9120879120879121
P2_mg_presence,MG Presence,RF,p2,0,0.7255202628696604,0.7080152671755725,0.8044692737430168
P2_mg_presence,MG Presence,RF,p2,1,0.6436974789915966,0.6376943549516739,0.7055555555555556
P2_mg_presence,MG Presence,RF,p2,2,0.6089198036006547,0.6144907723855092,0.6949152542372882
P2_mg_presence,MG Presence,RF,p2,3,0.5492610837438423,0.5471137521222411,0.7595628415300546
P2_mg_presence,MG Presence,RF,p2,4,0.7178294573643411,0.7121558177896206,0.7417582417582418
P3_mba_presence,MBA Presence,RF,p2,0,0.818068887634105,0.7956140350877192,0.8491620111731844
P3_mba_presence,MBA Presence,RF,p2,1,0.8834603316898253,0.8414634146341464,0.9277777777777778
P3_mba_presence,MBA Presence,RF,p2,2,0.8281887012230635,0.8046500479386386,0.9152542372881356
P3_mba_presence,MBA Presence,RF,p2,3,0.9360264128957079,0.9177807486631016,0.9508196721311475
P3_mba_presence,MBA Presence,RF,p2,4,0.7893066929640269,0.8319727891156463,0.8516483516483516
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,0,0.7647470690008541,0.7777777777777778,0.7605633802816901
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,1,0.7618768328445747,0.8949275362318841,0.7786259541984732
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,2,0.6744227994227995,0.6900695762175838,0.7543859649122807
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,3,1.0,1.0,1.0
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p2,4,0.8229441305712492,0.831655184596361,0.8148148148148148
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,0,0.3426084474885845,0.2888888888888889,0.45038167938931295
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,1,0.38164001015486165,0.38292890591741163,0.34710743801652894
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,2,0.366547192353644,0.36313386205239123,0.556390977443609
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,3,0.4128143815374805,0.41576354679802957,0.40131578947368424
G2_mg_molar_grade,MG Positive Molar Grade,RF,p2,4,0.6571079554130401,0.7138680033416875,0.6396396396396397
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,0,0.7625915750915752,0.7502923976608188,0.7807017543859649
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,1,0.5255789633148124,0.5019299158643421,0.5107913669064749
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,2,0.4224242424242424,0.49750596399913255,0.4429530201342282
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,3,0.8319554841151633,0.8376552169005,0.8333333333333334
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p2,4,0.7300324196875921,0.7893348407763332,0.7482993197278912
