File Version,BWRam4.10_4
9,   ,   ,   ,906.0000,65535.0000,1043.0000,137.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
10,   ,   ,   ,803.5000,65535.0000,1027.0000,223.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
11,   ,   ,   ,855.0000,65535.0000,1681.5000,826.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
12,   ,   ,   ,832.5000,65535.0000,3606.0000,2773.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
13,   ,   ,   ,808.5000,65535.0000,4803.0000,3994.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
14,   ,   ,   ,808.5000,65535.0000,6370.0000,5561.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
15,   ,   ,   ,827.5000,65535.0000,8602.5000,7775.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
16,   ,   ,   ,859.0000,65535.0000,6305.0000,5446.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
17,   ,   ,   ,807.0000,65535.0000,2628.5000,1821.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
18,   ,   ,   ,809.5000,65535.0000,1124.0000,314.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
19,   ,   ,   ,859.5000,65535.0000,1021.5000,162.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
20,   ,   ,   ,823.5000,65535.0000,973.0000,149.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
21,   ,   ,   ,851.5000,65535.0000,967.5000,116.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
22,   ,   ,   ,853.5000,65535.0000,991.0000,137.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
23,   ,   ,   ,847.0000,65535.0000,987.5000,140.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
24,   ,   ,   ,835.0000,65535.0000,945.0000,110.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
25,   ,   ,   ,860.5000,65535.0000,978.5000,118.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
26,   ,   ,   ,816.0000,65535.0000,934.0000,118.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
27,   ,   ,   ,859.5000,65535.0000,995.5000,136.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
28,   ,   ,   ,835.5000,65535.0000,968.5000,133.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
29,   ,   ,   ,841.5000,65535.0000,973.5000,132.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
30,   ,   ,   ,842.5000,65535.0000,962.0000,119.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
31,   ,   ,   ,815.5000,65535.0000,953.5000,138.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
32,   ,   ,   ,863.5000,65535.0000,979.5000,116.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
33,   ,   ,   ,841.0000,65535.0000,990.5000,149.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
34,   ,   ,   ,825.5000,65535.0000,956.0000,130.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
35,   ,   ,   ,830.5000,65535.0000,989.0000,158.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
36,   ,   ,   ,821.5000,65535.0000,953.5000,132.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
37,   ,   ,   ,865.5000,65535.0000,989.0000,123.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
38,   ,   ,   ,878.5000,65535.0000,1028.0000,149.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
39,   ,   ,   ,809.5000,65535.0000,993.5000,184.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
40,   ,   ,   ,833.5000,65535.0000,974.0000,140.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
41,   ,   ,   ,824.5000,65535.0000,986.0000,161.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
42,   ,   ,   ,817.0000,65535.0000,1014.5000,197.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
43,   ,   ,   ,827.0000,65535.0000,1037.5000,210.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
44,   ,   ,   ,829.5000,65535.0000,1063.0000,233.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
45,   ,   ,   ,842.5000,65535.0000,1129.5000,287.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
46,   ,   ,   ,822.5000,65535.0000,1273.5000,451.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
47,   ,   ,   ,891.0000,65535.0000,1484.5000,593.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
48,   ,   ,   ,850.5000,65535.0000,1800.0000,949.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
49,   ,   ,   ,829.5000,65535.0000,2463.5000,1634.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
50,   ,   ,   ,877.5000,65535.0000,3471.0000,2593.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
51,   ,   ,   ,829.5000,65535.0000,4805.0000,3975.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
52,   ,   ,   ,833.5000,65535.0000,6769.5000,5936.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
53,   ,   ,   ,859.0000,65535.0000,9276.0000,8417.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
54,   ,   ,   ,860.5000,65535.0000,11983.5000,11123.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
55,   ,   ,   ,843.0000,65535.0000,15109.5000,14266.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
56,   ,   ,   ,817.5000,65535.0000,18357.5000,17540.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
57,   ,   ,   ,838.0000,65535.0000,21307.0000,20469.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
58,   ,   ,   ,852.5000,65535.0000,23462.0000,22609.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
59,   ,   ,   ,831.0000,65535.0000,25250.0000,24419.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
60,   ,   ,   ,881.5000,65535.0000,26358.5000,25477.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
61,   ,   ,   ,868.0000,65535.0000,26923.5000,26055.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
62,   ,   ,   ,854.5000,65535.0000,27332.0000,26477.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
63,   ,   ,   ,870.5000,65535.0000,27545.5000,26675.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
64,   ,   ,   ,873.5000,65535.0000,27741.0000,26867.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
65,   ,   ,   ,882.0000,65535.0000,27830.0000,26948.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
66,   ,   ,   ,867.0000,65535.0000,27684.0000,26817.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
67,   ,   ,   ,861.5000,65535.0000,27956.0000,27094.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
68,   ,   ,   ,882.5000,65535.0000,27959.5000,27077.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
69,   ,   ,   ,819.0000,65535.0000,27982.5000,27163.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
70,   ,   ,   ,875.0000,65535.0000,28186.0000,27311.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
71,   ,   ,   ,854.0000,65535.0000,28216.0000,27362.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
72,   ,   ,   ,838.5000,65535.0000,28105.0000,27266.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
73,   ,   ,   ,900.0000,65535.0000,28182.5000,27282.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
74,   ,   ,   ,877.0000,65535.0000,28388.0000,27511.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
75,   ,   ,   ,877.0000,65535.0000,28312.0000,27435.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
76,   ,   ,   ,921.5000,65535.0000,28308.0000,27386.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
77,   ,   ,   ,877.5000,65535.0000,28148.5000,27271.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
78,   ,   ,   ,879.5000,65535.0000,28163.5000,27284.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
79,   ,   ,   ,880.5000,65535.0000,28247.5000,27367.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
80,   ,   ,   ,866.0000,65535.0000,28244.0000,27378.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
81,   ,   ,   ,1080.5000,65535.0000,28345.0000,27264.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
82,   ,   ,   ,930.0000,65535.0000,28274.5000,27344.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
83,   ,   ,   ,887.5000,65535.0000,28138.0000,27250.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
84,   ,   ,   ,836.5000,65535.0000,28070.0000,27233.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
85,   ,   ,   ,866.0000,65535.0000,28059.5000,27193.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
86,   ,   ,   ,871.0000,65535.0000,28102.0000,27231.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
87,   ,   ,   ,852.5000,65535.0000,28158.0000,27305.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
88,   ,   ,   ,870.5000,65535.0000,28044.5000,27174.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
89,   ,   ,   ,855.0000,65535.0000,27808.5000,26953.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
90,   ,   ,   ,906.5000,65535.0000,28101.0000,27194.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
91,   ,   ,   ,1216.0000,65535.0000,28239.5000,27023.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
92,   ,   ,   ,871.0000,65535.0000,27903.0000,27032.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
93,   ,   ,   ,873.5000,65535.0000,28034.5000,27161.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
94,   ,   ,   ,878.5000,65535.0000,28190.5000,27312.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
95,   ,   ,   ,910.5000,65535.0000,28061.0000,27150.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
96,   ,   ,   ,905.0000,65535.0000,28068.0000,27163.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
97,   ,   ,   ,861.0000,65535.0000,28175.0000,27314.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
98,   ,   ,   ,874.0000,65535.0000,28232.0000,27358.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
99,   ,   ,   ,854.0000,65535.0000,28165.5000,27311.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
100,   ,   ,   ,874.0000,65535.0000,28057.5000,27183.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
101,   ,   ,   ,863.0000,65535.0000,27983.5000,27120.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
102,   ,   ,   ,883.5000,65535.0000,28268.0000,27384.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
103,   ,   ,   ,847.0000,65535.0000,28242.5000,27395.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
104,   ,   ,   ,904.0000,65535.0000,28189.5000,27285.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
105,   ,   ,   ,860.0000,65535.0000,28015.5000,27155.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
106,   ,   ,   ,887.0000,65535.0000,28276.0000,27389.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
107,   ,   ,   ,852.0000,65535.0000,28345.5000,27493.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
108,   ,   ,   ,891.5000,65535.0000,28207.5000,27316.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
109,   ,   ,   ,852.0000,65535.0000,28197.0000,27345.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
110,   ,   ,   ,874.0000,65535.0000,28337.0000,27463.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
111,   ,   ,   ,840.0000,65535.0000,28306.0000,27466.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
112,   ,   ,   ,897.0000,65535.0000,28284.0000,27387.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
113,   ,   ,   ,855.5000,65535.0000,28083.0000,27227.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
114,   ,   ,   ,856.5000,65535.0000,27982.5000,27126.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
115,   ,   ,   ,852.0000,65535.0000,28004.5000,27152.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
116,   ,   ,   ,842.5000,65535.0000,28072.0000,27229.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
117,   ,   ,   ,855.5000,65535.0000,27917.5000,27062.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
118,   ,   ,   ,861.5000,65535.0000,27817.5000,26956.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
119,   ,   ,   ,901.0000,65535.0000,27870.5000,26969.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
120,   ,   ,   ,850.0000,65535.0000,27834.0000,26984.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
121,   ,   ,   ,852.5000,65535.0000,27824.5000,26972.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
122,   ,   ,   ,862.5000,65535.0000,27823.5000,26961.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
123,   ,   ,   ,916.0000,65535.0000,27771.5000,26855.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
124,   ,   ,   ,884.0000,65535.0000,27810.5000,26926.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
125,   ,   ,   ,840.5000,65535.0000,27822.0000,26981.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
126,   ,   ,   ,895.0000,65535.0000,27758.5000,26863.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
127,   ,   ,   ,865.5000,65535.0000,27803.5000,26938.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
128,   ,   ,   ,839.0000,65535.0000,28014.5000,27175.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
129,   ,   ,   ,884.0000,65535.0000,28026.5000,27142.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
130,   ,   ,   ,901.0000,65535.0000,28039.0000,27138.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
131,   ,   ,   ,859.5000,65535.0000,28146.5000,27287.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
132,   ,   ,   ,849.0000,65535.0000,27898.5000,27049.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
133,   ,   ,   ,866.5000,65535.0000,28246.5000,27380.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
134,   ,   ,   ,843.0000,65535.0000,28139.5000,27296.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
135,   ,   ,   ,866.0000,65535.0000,28259.5000,27393.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
136,   ,   ,   ,880.0000,65535.0000,28253.0000,27373.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
137,   ,   ,   ,880.0000,65535.0000,28240.5000,27360.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
138,   ,   ,   ,924.0000,65535.0000,28407.0000,27483.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
139,   ,   ,   ,837.0000,65535.0000,28397.0000,27560.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
140,   ,   ,   ,887.0000,65535.0000,28388.0000,27501.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
141,   ,   ,   ,870.0000,65535.0000,28420.5000,27550.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
142,   ,   ,   ,858.5000,65535.0000,28478.0000,27619.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
143,   ,   ,   ,881.5000,65535.0000,28451.5000,27570.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
144,   ,   ,   ,877.0000,65535.0000,28475.0000,27598.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
145,   ,   ,   ,836.0000,65535.0000,28492.0000,27656.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
146,   ,   ,   ,868.5000,65535.0000,28469.5000,27601.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
147,   ,   ,   ,919.0000,65535.0000,28580.5000,27661.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
148,   ,   ,   ,874.0000,65535.0000,28497.0000,27623.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
149,   ,   ,   ,890.0000,65535.0000,28507.0000,27617.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
150,   ,   ,   ,895.0000,65535.0000,28503.0000,27608.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
151,   ,   ,   ,850.5000,65535.0000,28472.0000,27621.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
152,   ,   ,   ,831.5000,65535.0000,28397.5000,27566.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
153,   ,   ,   ,909.0000,65535.0000,28490.0000,27581.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
154,   ,   ,   ,877.5000,65535.0000,28397.5000,27520.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
155,   ,   ,   ,888.0000,65535.0000,28411.0000,27523.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
156,   ,   ,   ,899.5000,65535.0000,28321.5000,27422.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
157,   ,   ,   ,884.5000,65535.0000,28388.0000,27503.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
158,   ,   ,   ,872.5000,65535.0000,28180.5000,27308.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
159,   ,   ,   ,879.0000,65535.0000,28117.5000,27238.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
160,   ,   ,   ,893.5000,65535.0000,28159.0000,27265.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
161,   ,   ,   ,866.5000,65535.0000,28047.0000,27180.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
162,   ,   ,   ,875.0000,65535.0000,28027.0000,27152.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
163,   ,   ,   ,896.5000,65535.0000,28061.0000,27164.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
164,   ,   ,   ,877.0000,65535.0000,28104.0000,27227.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
165,   ,   ,   ,860.5000,65535.0000,28100.5000,27240.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
166,   ,   ,   ,866.0000,65535.0000,28086.5000,27220.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
167,   ,   ,   ,869.5000,65535.0000,28111.0000,27241.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
168,   ,   ,   ,901.0000,65535.0000,28161.5000,27260.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
169,   ,   ,   ,841.5000,65535.0000,27985.0000,27143.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
170,   ,   ,   ,848.5000,65535.0000,28107.5000,27259.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
171,   ,   ,   ,859.5000,65535.0000,28201.5000,27342.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
172,   ,   ,   ,888.5000,65535.0000,28263.0000,27374.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
173,   ,   ,   ,880.5000,65535.0000,28346.0000,27465.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
174,   ,   ,   ,874.0000,65535.0000,28381.5000,27507.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
175,   ,   ,   ,878.0000,65535.0000,28452.5000,27574.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
176,   ,   ,   ,861.5000,65535.0000,28479.5000,27618.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
177,   ,   ,   ,867.5000,65535.0000,28432.0000,27564.5000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
178,   ,   ,   ,875.0000,65535.0000,28421.0000,27546.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
179,   ,   ,   ,847.5000,65535.0000,28542.5000,27695.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
180,   ,   ,   ,839.5000,65535.0000,28611.5000,27772.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
