run_id,task,task_name,retention_pct,selection_rank,feature_index,wavenumber,mean_abs_shap
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,22,977,1377.0,0.0023001380603346
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,23,1103,1503.0,0.0022487087998102
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,24,157,557.0,0.0022457500977654
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,25,974,1374.0,0.0022353003761277
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,26,1108,1508.0,0.0021951394806909
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,27,370,770.0,0.0021939121690982
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,28,1099,1499.0,0.0021259288247469
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,29,1109,1509.0,0.002114756324216
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,30,1107,1507.0,0.0020895779904198
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,31,159,559.0,0.0020814851620902
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,32,1115,1515.0,0.0019967109193368
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,33,1113,1513.0,0.0019420828457364
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,34,1150,1550.0,0.0019383691009029
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,35,1100,1500.0,0.0019269574399939
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,36,928,1328.0,0.0019213203225131
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,37,931,1331.0,0.0019148496375759
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,38,731,1131.0,0.0018955358207203
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,39,354,754.0,0.0018922195507427
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,40,145,545.0,0.0018899603483991
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,41,1007,1407.0,0.0018694811482438
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,42,743,1143.0,0.0018692343179533
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,43,1111,1511.0,0.001864733931751
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,44,375,775.0,0.0018557989822389
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,45,1116,1516.0,0.0018333746401892
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,46,522,922.0,0.0018306718466218
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,47,287,687.0,0.0018283182256988
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,48,1026,1426.0,0.0018082292553855
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,49,1147,1547.0,0.0018063154787143
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,50,1112,1512.0,0.0017958886651314
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,51,379,779.0,0.001792953264394
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,52,367,767.0,0.0017813180222943
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,53,288,688.0,0.0017695163910421
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,54,1117,1517.0,0.0017584441499315
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,55,891,1291.0,0.0017245203143726
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,56,980,1380.0,0.0017210162413319
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,57,1186,1586.0,0.0017054243289571
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,58,517,917.0,0.0017038097240975
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,59,369,769.0,0.0016818205118434
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,60,153,553.0,0.0016645754688465
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,61,146,546.0,0.0016537350450247
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,62,933,1333.0,0.0016086044777778
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,63,934,1334.0,0.001607136267221
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,64,139,539.0,0.0016036817616945
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,65,1120,1520.0,0.0015927465834506
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,66,662,1062.0,0.0015833221139485
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,67,1106,1506.0,0.0015808421824231
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,68,516,916.0,0.0015758443899289
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,69,725,1125.0,0.0015677245220964
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,70,976,1376.0,0.0015599938187709
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,71,727,1127.0,0.0015430832280741
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,72,1149,1549.0,0.0015419570276845
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,73,738,1138.0,0.0015318096990358
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,74,156,556.0,0.001503942769241
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,75,160,560.0,0.0014982818920558
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,76,1101,1501.0,0.0014968013530964
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,77,366,766.0,0.0014914975573076
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,78,730,1130.0,0.0014851227576254
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,79,562,962.0,0.0014846914197812
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,80,141,541.0,0.0014804310237313
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,81,384,784.0,0.0014746941798869
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,82,1012,1412.0,0.0014746133471663
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,83,972,1372.0,0.001462244964934
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,84,602,1002.0,0.0014511451299702
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,85,183,583.0,0.0014293038045737
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,86,578,978.0,0.0014288660663868
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,87,147,547.0,0.0014189882197702
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,88,729,1129.0,0.0014172182027661
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,89,528,928.0,0.0014107801337311
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,90,785,1185.0,0.0014075465860207
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,91,527,927.0,0.0013969910546562
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,92,151,551.0,0.0013927296142581
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,93,377,777.0,0.0013899162163342
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,94,380,780.0,0.0013827776301476
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,95,1097,1497.0,0.0013783417549972
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,96,930,1330.0,0.0013586672812382
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,97,1185,1585.0,0.0013428106528259
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,98,362,762.0,0.0013418542255824
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,99,1028,1428.0,0.0013270981278417
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,100,1027,1427.0,0.001320372185788
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,101,927,1327.0,0.0013125553819941
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,102,726,1126.0,0.0013120670774731
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,103,386,786.0,0.0013078143524979
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,104,368,768.0,0.0013025129320573
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,105,1104,1504.0,0.0012955116389013
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,106,742,1142.0,0.0012936433337811
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,107,267,667.0,0.0012822583463384
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,108,1013,1413.0,0.001276817234071
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,109,982,1382.0,0.0012735857626757
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,110,140,540.0,0.001265228213942
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,111,979,1379.0,0.0012579528417207
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,112,1189,1589.0,0.0012520378771521
shap_feature_selection_extratrees_p1_20260529_183134,P1_thiram_presence,Thiram Presence,8,113,142,542.0,0.0012467412454578
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,1,1208,1608.0,0.0057595097480764
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,2,768,1168.0,0.0057304034377218
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,3,1209,1609.0,0.005095157783385
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,4,769,1169.0,0.0049209726992252
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,5,1210,1610.0,0.0048043010285691
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,6,816,1216.0,0.0047375398947246
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,7,1207,1607.0,0.0047367861423936
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,8,1206,1606.0,0.004704566852788
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,9,1211,1611.0,0.0046965015977785
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,10,814,1214.0,0.004356030375241
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,11,1213,1613.0,0.004318940229694
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,12,813,1213.0,0.0042480458423111
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,13,771,1171.0,0.0042412822686473
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,14,772,1172.0,0.0040146997704091
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,15,1214,1614.0,0.004006685627086
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,16,773,1173.0,0.0039683133312553
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,17,765,1165.0,0.0035867243856998
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,18,1212,1612.0,0.0032469395889714
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,19,810,1210.0,0.0031178983086079
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,20,994,1394.0,0.0031153188389786
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,21,766,1166.0,0.0031011222729819
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,22,1204,1604.0,0.0029572603519159
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,23,812,1212.0,0.0028617191984152
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,24,770,1170.0,0.0028521642320478
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,25,1215,1615.0,0.0028167811375855
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,26,764,1164.0,0.0026457007188895
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,27,991,1391.0,0.0025702566137884
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,28,1222,1622.0,0.0024226042234461
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,29,762,1162.0,0.0024169847144642
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,30,1218,1618.0,0.0023856694309222
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,31,811,1211.0,0.0023508614038871
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,32,1219,1619.0,0.0023163660870669
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,33,992,1392.0,0.0022889791668335
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,34,767,1167.0,0.0022734628185914
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,35,1205,1605.0,0.0021768758283644
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,36,761,1161.0,0.0021691887126987
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,37,815,1215.0,0.0020311357914266
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,38,888,1288.0,0.0019062652641579
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,39,1223,1623.0,0.0018983605004028
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,40,774,1174.0,0.0018075962216863
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,41,809,1209.0,0.0018033327962388
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,42,382,782.0,0.0017803496121907
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,43,993,1393.0,0.001776479319598
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,44,890,1290.0,0.0017694362268707
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,45,1220,1620.0,0.0017671853890306
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,46,1122,1522.0,0.0017637811426341
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,47,1216,1616.0,0.0017636694407781
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,48,775,1175.0,0.0017406423290145
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,49,776,1176.0,0.0017368274598085
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,50,893,1293.0,0.0016434927787151
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,51,763,1163.0,0.0016383135223674
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,52,897,1297.0,0.0016221445786586
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,53,817,1217.0,0.001602297345195
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,54,743,1143.0,0.0015652210061179
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,55,386,786.0,0.0015504164940888
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,56,163,563.0,0.0015487975007346
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,57,760,1160.0,0.0015256640790751
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,58,11,411.0,0.0015173074469589
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,59,388,788.0,0.0015079488126286
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,60,887,1287.0,0.001505951931227
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,61,995,1395.0,0.0014868078842847
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,62,1289,1689.0,0.001485888064681
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,63,10,410.0,0.0014750923783939
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,64,1224,1624.0,0.0014704363896138
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,65,738,1138.0,0.0014616689621808
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,66,886,1286.0,0.0014226476553992
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,67,680,1080.0,0.0014040061054097
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,68,777,1177.0,0.0014003388530212
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,69,1225,1625.0,0.0013972026217121
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,70,29,429.0,0.0013856996788664
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,71,885,1285.0,0.0013657700135118
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,72,14,414.0,0.0013653831471821
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,73,12,412.0,0.0013535041562965
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,74,313,713.0,0.0013236123047402
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,75,944,1344.0,0.0012856104670166
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,76,485,885.0,0.0012723773689726
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,77,1221,1621.0,0.0012701692800493
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,78,328,728.0,0.0012345725103426
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,79,139,539.0,0.0012225175233963
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,80,394,794.0,0.0012191062160546
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,81,695,1095.0,0.001217220648618
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,82,384,784.0,0.0011882650746357
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,83,697,1097.0,0.0011871861512273
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,84,990,1390.0,0.0011619924666447
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,85,486,886.0,0.0011556073107054
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,86,895,1295.0,0.0011469399265408
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,87,1217,1617.0,0.0011262442691968
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,88,1203,1603.0,0.0011193562132739
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,89,8,408.0,0.00111471001456
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,90,9,409.0,0.0011091540252117
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,91,331,731.0,0.0010978566163597
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,92,860,1260.0,0.0010959822410011
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,93,808,1208.0,0.0010955233954721
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,94,146,546.0,0.0010947389673589
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,95,140,540.0,0.0010921190090443
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,96,3,403.0,0.0010877402188233
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,97,142,542.0,0.0010834302439766
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,98,488,888.0,0.00107935029305
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,99,859,1259.0,0.0010783024935749
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,100,892,1292.0,0.0010729494687921
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,101,1298,1698.0,0.0010670617499127
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,102,312,712.0,0.00104994936466
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,103,314,714.0,0.0010483767233458
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,104,162,562.0,0.0010399057236161
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,105,1028,1428.0,0.0010219242717407
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,106,996,1396.0,0.0010106672862335
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,107,103,503.0,0.0009998691237591
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,108,894,1294.0,0.000993375328338
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,109,1106,1506.0,0.0009837036762194
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,110,141,541.0,0.0009816484748827
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,111,164,564.0,0.0009774577953807
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,112,444,844.0,0.0009669284787037
shap_feature_selection_extratrees_p1_20260529_183134,P2_mg_presence,MG Presence,8,113,31,431.0,0.0009594833969339
shap_feature_selection_extratrees_p1_20260529_183134,P3_mba_presence,MBA Presence,8,1,672,1072.0,0.0087413580140631
shap_feature_selection_extratrees_p1_20260529_183134,P3_mba_presence,MBA Presence,8,2,1176,1576.0,0.0080482137393489
shap_feature_selection_extratrees_p1_20260529_183134,P3_mba_presence,MBA Presence,8,3,1179,1579.0,0.0080308023623594
shap_feature_selection_extratrees_p1_20260529_183134,P3_mba_presence,MBA Presence,8,4,1174,1574.0,0.0078285295982321
