Task,TaskName,Model,Preprocess,F1_mean,F1_std,BA_mean,BA_std,Acc_mean,Acc_std,FitSeconds_total,FitSeconds_mean,PredictSeconds_total
P1_thiram_presence,Thiram Presence,KAN-CNN,raw,0.642714440116714,0.1064577843421858,0.7450794370229008,0.0773408306864239,0.6479680785758134,0.1129132263200297,239.3462736532092,47.86925473064184,0.1079477369785308
P1_thiram_presence,Thiram Presence,Spectrum-KAN,raw,0.828645846684976,0.0784029132884837,0.8563577510275984,0.0855011774918511,0.8523818293431553,0.0773494596812922,628.2332244738936,125.64664489477872,0.1704412996768951
P2_mg_presence,MG Presence,1D-CNN,raw,0.8513822359015734,0.0540128890353211,0.860175810708899,0.0545439153854203,0.8768139963167588,0.0458406321998466,308.9426783025265,61.788535660505296,0.1735067069530487
P2_mg_presence,MG Presence,1D-ResNet,raw,0.9116451830244638,0.0419752847976999,0.919609681372549,0.0489847626854023,0.9278698588090852,0.0323553288378561,320.84012050926685,64.16802410185338,0.0997547507286071
P2_mg_presence,MG Presence,KAN-CNN,raw,0.8799054478808784,0.0719487360140087,0.8902175716440424,0.0770340235019764,0.901246163290362,0.0571838345115447,634.2057903707027,126.84115807414057,0.1130637153983116
P2_mg_presence,MG Presence,Spectrum-KAN,raw,0.8292566992601582,0.0139887394644457,0.7954510746606335,0.0146197303653478,0.8790116635972989,0.0092993585364104,724.7037642002106,144.9407528400421,0.2516452819108963
P3_mba_presence,MBA Presence,1D-CNN,raw,0.7595581182957044,0.075949001242764,0.7696186187113024,0.060465510223737,0.8125046040515654,0.0726828561551739,320.59787053614855,64.11957410722971,0.2480212971568107
P3_mba_presence,MBA Presence,1D-ResNet,raw,0.9304196181819424,0.0501118706918552,0.9174477588651752,0.0466065090680713,0.95012277470841,0.0370163073511636,519.8614155501127,103.97228311002254,0.0492728278040885
P3_mba_presence,MBA Presence,KAN-CNN,raw,0.6672451792089428,0.120511899176259,0.6815185465244877,0.1109428366480431,0.7423511356660528,0.0958677350312151,397.2353826537728,79.44707653075457,0.0377755835652351
P3_mba_presence,MBA Presence,Spectrum-KAN,raw,0.7689141018243756,0.0706649812636071,0.7572337875444309,0.0716855940313989,0.8379005524861878,0.0550562925224584,366.5532079413533,73.31064158827067,0.2474020197987556
G1_thiram_molar_grade,Thiram Positive Molar Grade,RamanNet-Lite,raw,0.9383745649295243,0.015928789067625668,0.9346848075223362,0.017110840877979587,0.9369304169113329,0.017416778793942257,352.6709693223238,70.53419386446475,0.0976272001862526
G2_mg_molar_grade,MG Positive Molar Grade,RamanNet-Lite,raw,0.5653516218627467,0.04142173394865381,0.6072623905707231,0.02038463064847167,0.6157692307692308,0.012492601360701351,94.89570348709822,18.979140697419645,0.1828160658478737
G3_mba_molar_grade,MBA Positive Molar Grade,RamanNet-Lite,raw,0.7387199914387452,0.09944552009181115,0.7461813590877979,0.08513305290680426,0.7469370100027034,0.08597063968116544,106.78371773660183,21.356743547320367,0.04069620370864868
P1_thiram_presence,Thiram Presence,RamanNet-Lite,raw,0.872867317408945,0.01897917394673742,0.8645349458338826,0.03906541793640371,0.9012216083486801,0.016379030189392966,257.098257355392,51.419651471078396,0.09988217800855637
P2_mg_presence,MG Presence,RamanNet-Lite,raw,0.8343918371044392,0.010028151670505572,0.7985158371040725,0.011189167865803292,0.8834683855125844,0.005392556747466419,319.69886426627636,63.93977285325527,0.10481160134077072
P3_mba_presence,MBA Presence,RamanNet-Lite,raw,0.8211323737254007,0.04331617646833343,0.7821800732384674,0.04415583483729719,0.8879005524861878,0.022369989025518563,209.55280285328627,41.91056057065725,0.10662093013525009
