Task,TaskName,Model,Preprocess,F1_mean,F1_std,BA_mean,BA_std,Acc_mean,Acc_std,FitSeconds_total,FitSeconds_mean,PredictSeconds_total
G1_thiram_molar_grade,Thiram Positive Molar Grade,1D-CNN,raw,0.9436339618657532,0.0180405152871834,0.9399130947872368,0.0194566117156044,0.9430372871403406,0.0185888760958533,671.7201248779893,134.34402497559785,0.2480961233377456
G1_thiram_molar_grade,Thiram Positive Molar Grade,1D-ResNet,raw,0.961933910336683,0.0326723340303533,0.9588947189122464,0.0346872887736255,0.9615362595419849,0.0335037833920221,642.359951004386,128.4719902008772,0.1869445368647575
G1_thiram_molar_grade,Thiram Positive Molar Grade,KAN-CNN,raw,0.8354457079524771,0.0890923156278868,0.8375868729937818,0.0834948573496819,0.838888358778626,0.0818886009730703,560.3288831189275,112.0657766237855,0.1179662272334098
G1_thiram_molar_grade,Thiram Positive Molar Grade,Spectrum-KAN,raw,0.9066040374794988,0.077532926274087,0.9029155826717782,0.0818559835520165,0.9025453244274808,0.0830837693205994,547.5229610651731,109.50459221303464,0.2082010209560394
G2_mg_molar_grade,MG Positive Molar Grade,1D-CNN,raw,0.6130360591294794,0.0817499409056981,0.6253654145492809,0.0510767115730315,0.6327163461538461,0.0433013035512577,208.91601307690144,41.78320261538029,0.2689962759613991
G2_mg_molar_grade,MG Positive Molar Grade,1D-ResNet,raw,0.6763454487468331,0.0337049704052371,0.6717504667324297,0.0360509716355658,0.6729086538461538,0.0371613546148701,172.5664070546627,34.51328141093254,0.1279109120368957
G2_mg_molar_grade,MG Positive Molar Grade,KAN-CNN,raw,0.5763316896360505,0.0805612941677326,0.6113659409791854,0.04477174778152,0.6235576923076923,0.0429286812236019,176.3397008702159,35.267940174043176,0.0417376235127449
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,raw,0.588193287280909,0.0646600632051746,0.6025605163396085,0.0554201699977517,0.6046875,0.0524838673173698,188.44192884117365,37.68838576823473,0.0502350553870201
G3_mba_molar_grade,MBA Positive Molar Grade,1D-CNN,raw,0.422843743219749,0.072311285299704,0.4605147923092117,0.0482015216448225,0.4581346309813462,0.0525911587278006,108.64960994571447,21.72992198914289,0.1024016663432121
G3_mba_molar_grade,MBA Positive Molar Grade,1D-ResNet,raw,0.723286577924365,0.1957351527140876,0.7414387389444937,0.1623003194442888,0.7375615031089484,0.1686121933270343,188.45170514285564,37.690341028571126,0.2244829833507537
G3_mba_molar_grade,MBA Positive Molar Grade,KAN-CNN,raw,0.2459500079894394,0.1137607750395857,0.3461539836692043,0.0683739447992224,0.3433576642335766,0.0744602759152611,111.71610026061536,22.34322005212307,0.2469880878925323
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,raw,0.6864907249928921,0.0554381070846457,0.6933074594955283,0.055612009975562,0.6931819410651527,0.0531832696777621,186.49638799577951,37.2992775991559,0.1856199130415916
P1_thiram_presence,Thiram Presence,1D-CNN,raw,0.6836191821551137,0.0881251551386914,0.7350393606870229,0.0276573699768458,0.7091405770411295,0.1102188370928158,244.2499792724848,48.84999585449695,0.0413997322320938
P1_thiram_presence,Thiram Presence,1D-ResNet,raw,0.7794814379057573,0.1098390957493751,0.8123806042308293,0.0798183714314674,0.8048680171884591,0.1184762469826172,321.7340591996908,64.34681183993817,0.3236600086092949
