Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p4,0,0.6908948194662481,0.7451465550057099,0.7541899441340782
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p4,1,0.6403333495784396,0.6263436672378875,0.7722222222222223
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p4,2,0.4769503546099291,0.5344611528822055,0.6610169491525424
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p4,3,0.8568026400843738,0.8738636363636363,0.8743169398907104
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p4,4,0.5371963425850782,0.5485421591804571,0.7417582417582418
P2_mg_presence,MG Presence,Spectrum-KAN,p4,0,0.4951695169516952,0.5302162849872774,0.7374301675977654
P2_mg_presence,MG Presence,Spectrum-KAN,p4,1,0.8119122257053292,0.7885558201428772,0.85
P2_mg_presence,MG Presence,Spectrum-KAN,p4,2,0.5040753948038716,0.530416951469583,0.751412429378531
P2_mg_presence,MG Presence,Spectrum-KAN,p4,3,0.3898363545778561,0.3799872665534805,0.5245901639344263
P2_mg_presence,MG Presence,Spectrum-KAN,p4,4,0.872985661718056,0.872985661718056,0.8791208791208791
P3_mba_presence,MBA Presence,Spectrum-KAN,p4,0,0.7312639480624874,0.7153846153846154,0.7932960893854749
P3_mba_presence,MBA Presence,Spectrum-KAN,p4,1,0.8395483583419997,0.9136690647482014,0.8666666666666667
P3_mba_presence,MBA Presence,Spectrum-KAN,p4,2,0.7914616397532747,0.7544343240651965,0.903954802259887
P3_mba_presence,MBA Presence,Spectrum-KAN,p4,3,0.9427409261576971,0.9215686274509804,0.9562841530054644
P3_mba_presence,MBA Presence,Spectrum-KAN,p4,4,0.8393645189761695,0.7857142857142857,0.9175824175824175
G1_thiram_molar_grade,Thiram Positive Molar Grade,Spectrum-KAN,p4,0,0.7324200913242009,0.7651515151515151,0.7323943661971831
G1_thiram_molar_grade,Thiram Positive Molar Grade,Spectrum-KAN,p4,1,0.6857142857142856,0.8405797101449276,0.6641221374045801
G1_thiram_molar_grade,Thiram Positive Molar Grade,Spectrum-KAN,p4,2,0.436089237039517,0.6343511011442701,0.4298245614035088
G1_thiram_molar_grade,Thiram Positive Molar Grade,Spectrum-KAN,p4,3,0.5843837441229672,0.6402930402930402,0.6796875
G1_thiram_molar_grade,Thiram Positive Molar Grade,Spectrum-KAN,p4,4,0.6412630579297246,0.6544892827746395,0.6222222222222222
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,p4,0,0.12091100708986889,0.1694276094276094,0.12213740458015267
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,p4,1,0.39518303047714815,0.49435930183056626,0.3884297520661157
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,p4,2,0.5056050589249784,0.5717703349282296,0.6766917293233082
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,p4,3,0.19552171965965068,0.23788998357963875,0.2894736842105263
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,p4,4,0.4587417465949222,0.5799916457811195,0.44144144144144143
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p4,0,0.7222943722943723,0.7134502923976608,0.7368421052631579
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p4,1,0.6541234567901234,0.6545667447306792,0.6330935251798561
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p4,2,0.5532672829526454,0.5662489013685809,0.5436241610738255
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p4,3,0.5910447234140226,0.6048459925818417,0.5833333333333334
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p4,4,0.3948590279995862,0.44744138469406985,0.3945578231292517
