run_id,task,n_samples,n_features,classes,fit_seconds,shap_seconds,total_seconds
paper_shap_extratrees_p1_20260528_125433,P1_thiram_presence,901,1401,0;1,0.5918904000000111,6.924793400000453,7.552915599999324
paper_shap_extratrees_p1_20260528_125433,P2_mg_presence,901,1401,0;1,0.5657172000010178,8.511850599999889,9.114096499999505
paper_shap_extratrees_p1_20260528_125433,P3_mba_presence,901,1401,0;1,0.5293173000009119,4.336399100000563,4.902094600000055
paper_shap_extratrees_p1_20260528_125433,G1_thiram_molar_grade,650,1401,4;5;6,0.5118306999993365,3.936122400000386,4.48400440000114
paper_shap_extratrees_p1_20260528_125433,G2_mg_molar_grade,648,1401,4;5;6,0.5584944000001997,8.35146050000003,8.952412399999957
paper_shap_extratrees_p1_20260528_125433,G3_mba_molar_grade,681,1401,4;5;6,0.6440542000000278,7.040203299999121,7.724788200001058
