task,task_name,feature_index,wavenumber,mean_abs_shap
G2_mg_molar_grade,MG Positive Molar Grade,657,1057.0,0.00034630102270260464
G2_mg_molar_grade,MG Positive Molar Grade,309,709.0,0.0003457605046983406
G2_mg_molar_grade,MG Positive Molar Grade,111,511.0,0.00034546606342766276
G2_mg_molar_grade,MG Positive Molar Grade,879,1279.0,0.0003453073540015493
G2_mg_molar_grade,MG Positive Molar Grade,656,1056.0,0.00034379660139250204
G2_mg_molar_grade,MG Positive Molar Grade,1219,1619.0,0.00034348271946649093
G2_mg_molar_grade,MG Positive Molar Grade,433,833.0,0.00034278780923159243
G2_mg_molar_grade,MG Positive Molar Grade,156,556.0,0.00034269982381639565
G2_mg_molar_grade,MG Positive Molar Grade,1084,1484.0,0.0003408662645904136
G2_mg_molar_grade,MG Positive Molar Grade,1065,1465.0,0.0003403106870601697
G2_mg_molar_grade,MG Positive Molar Grade,893,1293.0,0.00034023319949222803
G2_mg_molar_grade,MG Positive Molar Grade,363,763.0,0.0003396675801520421
G2_mg_molar_grade,MG Positive Molar Grade,1121,1521.0,0.0003380927002462648
G2_mg_molar_grade,MG Positive Molar Grade,1360,1760.0,0.000337687254127151
G2_mg_molar_grade,MG Positive Molar Grade,46,446.0,0.0003369343834247022
G2_mg_molar_grade,MG Positive Molar Grade,235,635.0,0.0003366619585907911
G2_mg_molar_grade,MG Positive Molar Grade,115,515.0,0.0003365076928845058
G2_mg_molar_grade,MG Positive Molar Grade,978,1378.0,0.0003351211307930379
G2_mg_molar_grade,MG Positive Molar Grade,287,687.0,0.00033461978282157625
G2_mg_molar_grade,MG Positive Molar Grade,1042,1442.0,0.0003343715096069837
G2_mg_molar_grade,MG Positive Molar Grade,1318,1718.0,0.0003342488658857077
G2_mg_molar_grade,MG Positive Molar Grade,1211,1611.0,0.00033387777006972137
G2_mg_molar_grade,MG Positive Molar Grade,1086,1486.0,0.00033374064193491697
G2_mg_molar_grade,MG Positive Molar Grade,956,1356.0,0.00033367344732327856
G2_mg_molar_grade,MG Positive Molar Grade,891,1291.0,0.00033253356177294255
G2_mg_molar_grade,MG Positive Molar Grade,110,510.0,0.00033253343756132743
G2_mg_molar_grade,MG Positive Molar Grade,316,716.0,0.00033147794495029916
G2_mg_molar_grade,MG Positive Molar Grade,118,518.0,0.0003314479616298274
G2_mg_molar_grade,MG Positive Molar Grade,20,420.0,0.0003305511465267098
G2_mg_molar_grade,MG Positive Molar Grade,1114,1514.0,0.0003304770873357795
G2_mg_molar_grade,MG Positive Molar Grade,1266,1666.0,0.00033032873367337955
G2_mg_molar_grade,MG Positive Molar Grade,883,1283.0,0.00033010179151392164
G2_mg_molar_grade,MG Positive Molar Grade,1094,1494.0,0.0003290497505973513
G2_mg_molar_grade,MG Positive Molar Grade,747,1147.0,0.0003284562555793991
G2_mg_molar_grade,MG Positive Molar Grade,957,1357.0,0.00032816809756724535
G2_mg_molar_grade,MG Positive Molar Grade,525,925.0,0.00032781825359149254
G2_mg_molar_grade,MG Positive Molar Grade,29,429.0,0.00032732473766392277
G2_mg_molar_grade,MG Positive Molar Grade,1040,1440.0,0.0003270468873707155
G2_mg_molar_grade,MG Positive Molar Grade,973,1373.0,0.00032695203598474316
G2_mg_molar_grade,MG Positive Molar Grade,693,1093.0,0.0003266625233029983
G2_mg_molar_grade,MG Positive Molar Grade,1324,1724.0,0.00032638548882202057
G2_mg_molar_grade,MG Positive Molar Grade,666,1066.0,0.00032391677215118836
G2_mg_molar_grade,MG Positive Molar Grade,1210,1610.0,0.00032312073416572044
G2_mg_molar_grade,MG Positive Molar Grade,1294,1694.0,0.0003229757486249038
G2_mg_molar_grade,MG Positive Molar Grade,160,560.0,0.00032265102784956464
G2_mg_molar_grade,MG Positive Molar Grade,575,975.0,0.00032203143403178335
G2_mg_molar_grade,MG Positive Molar Grade,678,1078.0,0.00032182738948851274
G2_mg_molar_grade,MG Positive Molar Grade,675,1075.0,0.0003216883687547658
G2_mg_molar_grade,MG Positive Molar Grade,50,450.0,0.0003206591210174792
G2_mg_molar_grade,MG Positive Molar Grade,833,1233.0,0.0003198918000768953
G2_mg_molar_grade,MG Positive Molar Grade,961,1361.0,0.00031972158134193165
G2_mg_molar_grade,MG Positive Molar Grade,1376,1776.0,0.00031943703140845954
G2_mg_molar_grade,MG Positive Molar Grade,714,1114.0,0.0003191003605881212
G2_mg_molar_grade,MG Positive Molar Grade,962,1362.0,0.0003189125457442451
G2_mg_molar_grade,MG Positive Molar Grade,389,789.0,0.0003184614670546933
G2_mg_molar_grade,MG Positive Molar Grade,337,737.0,0.00031770113683966806
G2_mg_molar_grade,MG Positive Molar Grade,1237,1637.0,0.0003175744091107391
G2_mg_molar_grade,MG Positive Molar Grade,524,924.0,0.0003173359757405927
G2_mg_molar_grade,MG Positive Molar Grade,351,751.0,0.0003173307545775312
G2_mg_molar_grade,MG Positive Molar Grade,984,1384.0,0.0003172470962126589
G2_mg_molar_grade,MG Positive Molar Grade,48,448.0,0.00031691987552042507
G2_mg_molar_grade,MG Positive Molar Grade,1062,1462.0,0.0003166489552315367
G2_mg_molar_grade,MG Positive Molar Grade,599,999.0,0.0003163751910503597
G2_mg_molar_grade,MG Positive Molar Grade,1039,1439.0,0.00031632721366037675
G2_mg_molar_grade,MG Positive Molar Grade,1111,1511.0,0.0003161085946205073
G2_mg_molar_grade,MG Positive Molar Grade,1348,1748.0,0.00031608183601040414
G2_mg_molar_grade,MG Positive Molar Grade,1093,1493.0,0.0003149943167714933
G2_mg_molar_grade,MG Positive Molar Grade,722,1122.0,0.0003142222502655282
G2_mg_molar_grade,MG Positive Molar Grade,350,750.0,0.0003139142532262374
G2_mg_molar_grade,MG Positive Molar Grade,314,714.0,0.0003138471931103772
G2_mg_molar_grade,MG Positive Molar Grade,1075,1475.0,0.00031335699754086804
G2_mg_molar_grade,MG Positive Molar Grade,1319,1719.0,0.0003131714451776785
G2_mg_molar_grade,MG Positive Molar Grade,744,1144.0,0.0003126274797032303
G2_mg_molar_grade,MG Positive Molar Grade,65,465.0,0.0003111693591365248
G2_mg_molar_grade,MG Positive Molar Grade,703,1103.0,0.0003106641967495921
G2_mg_molar_grade,MG Positive Molar Grade,1072,1472.0,0.0003104870721304991
G2_mg_molar_grade,MG Positive Molar Grade,1016,1416.0,0.0003098970460250376
G2_mg_molar_grade,MG Positive Molar Grade,335,735.0,0.00030915699645595474
G2_mg_molar_grade,MG Positive Molar Grade,1085,1485.0,0.0003085332957396066
G2_mg_molar_grade,MG Positive Molar Grade,356,756.0,0.00030840241396419056
G2_mg_molar_grade,MG Positive Molar Grade,1299,1699.0,0.0003083411964370552
G2_mg_molar_grade,MG Positive Molar Grade,230,630.0,0.0003080915811502341
G2_mg_molar_grade,MG Positive Molar Grade,1260,1660.0,0.00030770243053621023
G2_mg_molar_grade,MG Positive Molar Grade,1301,1701.0,0.00030702984582368995
G2_mg_molar_grade,MG Positive Molar Grade,946,1346.0,0.00030676165189774646
G2_mg_molar_grade,MG Positive Molar Grade,62,462.0,0.00030660820659182876
G2_mg_molar_grade,MG Positive Molar Grade,1014,1414.0,0.00030651498006592975
G2_mg_molar_grade,MG Positive Molar Grade,619,1019.0,0.00030607541934791685
G2_mg_molar_grade,MG Positive Molar Grade,338,738.0,0.00030601968971717144
G2_mg_molar_grade,MG Positive Molar Grade,842,1242.0,0.0003057282699694689
G2_mg_molar_grade,MG Positive Molar Grade,971,1371.0,0.00030563916891459755
G2_mg_molar_grade,MG Positive Molar Grade,1032,1432.0,0.00030559474421797405
G2_mg_molar_grade,MG Positive Molar Grade,1332,1732.0,0.0003047939372630786
G2_mg_molar_grade,MG Positive Molar Grade,960,1360.0,0.00030433365435715017
G2_mg_molar_grade,MG Positive Molar Grade,993,1393.0,0.000303900126583433
G2_mg_molar_grade,MG Positive Molar Grade,565,965.0,0.00030314823521681943
G2_mg_molar_grade,MG Positive Molar Grade,530,930.0,0.00030163469762303915
G2_mg_molar_grade,MG Positive Molar Grade,1353,1753.0,0.0003011293081107934
G2_mg_molar_grade,MG Positive Molar Grade,708,1108.0,0.00030101064876246833
G2_mg_molar_grade,MG Positive Molar Grade,1,401.0,0.00030081227300173793
G2_mg_molar_grade,MG Positive Molar Grade,218,618.0,0.00030031137646639895
G2_mg_molar_grade,MG Positive Molar Grade,1229,1629.0,0.00030024647026446246
G2_mg_molar_grade,MG Positive Molar Grade,841,1241.0,0.00029949092318883367
G2_mg_molar_grade,MG Positive Molar Grade,1082,1482.0,0.0002992215949896484
G2_mg_molar_grade,MG Positive Molar Grade,977,1377.0,0.0002989648636962331
G2_mg_molar_grade,MG Positive Molar Grade,732,1132.0,0.00029814639470075553
G2_mg_molar_grade,MG Positive Molar Grade,941,1341.0,0.0002980180692174651
G2_mg_molar_grade,MG Positive Molar Grade,1280,1680.0,0.00029794898651645444
G2_mg_molar_grade,MG Positive Molar Grade,372,772.0,0.00029759229089917845
G2_mg_molar_grade,MG Positive Molar Grade,219,619.0,0.00029691855416653283
G2_mg_molar_grade,MG Positive Molar Grade,716,1116.0,0.00029679775485875787
G2_mg_molar_grade,MG Positive Molar Grade,432,832.0,0.0002957097606606978
G2_mg_molar_grade,MG Positive Molar Grade,1214,1614.0,0.0002954874671277475
G2_mg_molar_grade,MG Positive Molar Grade,217,617.0,0.0002940885331486406
G2_mg_molar_grade,MG Positive Molar Grade,608,1008.0,0.00029331868437510356
G2_mg_molar_grade,MG Positive Molar Grade,364,764.0,0.00029227451794979956
G2_mg_molar_grade,MG Positive Molar Grade,225,625.0,0.00029177223954449127
G2_mg_molar_grade,MG Positive Molar Grade,574,974.0,0.0002917653211041146
G2_mg_molar_grade,MG Positive Molar Grade,357,757.0,0.00029175726120792564
G2_mg_molar_grade,MG Positive Molar Grade,1109,1509.0,0.0002904148528969068
G2_mg_molar_grade,MG Positive Molar Grade,1379,1779.0,0.0002900795561465828
G2_mg_molar_grade,MG Positive Molar Grade,104,504.0,0.00028939271307751855
G2_mg_molar_grade,MG Positive Molar Grade,1184,1584.0,0.0002892278310734777
G2_mg_molar_grade,MG Positive Molar Grade,144,544.0,0.0002888820101477222
G2_mg_molar_grade,MG Positive Molar Grade,1196,1596.0,0.0002887786846286166
G2_mg_molar_grade,MG Positive Molar Grade,1274,1674.0,0.0002881083577059635
G2_mg_molar_grade,MG Positive Molar Grade,36,436.0,0.00028809771377664013
G2_mg_molar_grade,MG Positive Molar Grade,53,453.0,0.000287987354679852
G2_mg_molar_grade,MG Positive Molar Grade,558,958.0,0.00028798028360788226
G2_mg_molar_grade,MG Positive Molar Grade,1083,1483.0,0.0002877984216394868
G2_mg_molar_grade,MG Positive Molar Grade,855,1255.0,0.00028750392214232803
G2_mg_molar_grade,MG Positive Molar Grade,679,1079.0,0.00028712668162789146
G2_mg_molar_grade,MG Positive Molar Grade,403,803.0,0.00028702927048527204
G2_mg_molar_grade,MG Positive Molar Grade,598,998.0,0.00028668536297778163
G2_mg_molar_grade,MG Positive Molar Grade,728,1128.0,0.0002865264524399205
G2_mg_molar_grade,MG Positive Molar Grade,910,1310.0,0.0002863311970679013
G2_mg_molar_grade,MG Positive Molar Grade,518,918.0,0.0002860679266120282
G2_mg_molar_grade,MG Positive Molar Grade,402,802.0,0.0002858154454313641
G2_mg_molar_grade,MG Positive Molar Grade,958,1358.0,0.00028553844860241753
G2_mg_molar_grade,MG Positive Molar Grade,614,1014.0,0.0002855312639773104
G2_mg_molar_grade,MG Positive Molar Grade,792,1192.0,0.00028514730802764004
G2_mg_molar_grade,MG Positive Molar Grade,947,1347.0,0.0002847244856015331
G2_mg_molar_grade,MG Positive Molar Grade,11,411.0,0.0002841894239681074
G2_mg_molar_grade,MG Positive Molar Grade,332,732.0,0.0002835403676650208
G2_mg_molar_grade,MG Positive Molar Grade,927,1327.0,0.00028332148644399024
G2_mg_molar_grade,MG Positive Molar Grade,832,1232.0,0.0002824345934409103
G2_mg_molar_grade,MG Positive Molar Grade,63,463.0,0.0002817319192582587
G2_mg_molar_grade,MG Positive Molar Grade,1189,1589.0,0.0002815135595296207
G2_mg_molar_grade,MG Positive Molar Grade,561,961.0,0.0002812230570390692
G2_mg_molar_grade,MG Positive Molar Grade,1340,1740.0,0.00028108585837859263
G2_mg_molar_grade,MG Positive Molar Grade,944,1344.0,0.0002803703247838414
G2_mg_molar_grade,MG Positive Molar Grade,321,721.0,0.0002796494522741612
G2_mg_molar_grade,MG Positive Molar Grade,387,787.0,0.000279558652814289
G2_mg_molar_grade,MG Positive Molar Grade,539,939.0,0.0002794865256822901
G2_mg_molar_grade,MG Positive Molar Grade,369,769.0,0.0002790898298468074
G2_mg_molar_grade,MG Positive Molar Grade,1199,1599.0,0.00027826312193110286
G2_mg_molar_grade,MG Positive Molar Grade,497,897.0,0.0002774451865328893
G2_mg_molar_grade,MG Positive Molar Grade,894,1294.0,0.0002770317460826002
G2_mg_molar_grade,MG Positive Molar Grade,10,410.0,0.0002765527817816505
G2_mg_molar_grade,MG Positive Molar Grade,295,695.0,0.00027608877169001567
G2_mg_molar_grade,MG Positive Molar Grade,182,582.0,0.00027584082393125587
G2_mg_molar_grade,MG Positive Molar Grade,1281,1681.0,0.00027548190934561893
G2_mg_molar_grade,MG Positive Molar Grade,1035,1435.0,0.0002752311390560793
G2_mg_molar_grade,MG Positive Molar Grade,1173,1573.0,0.00027502486946328285
G2_mg_molar_grade,MG Positive Molar Grade,1334,1734.0,0.00027497582613436806
G2_mg_molar_grade,MG Positive Molar Grade,426,826.0,0.00027489906352677363
G2_mg_molar_grade,MG Positive Molar Grade,1291,1691.0,0.0002743710473781791
G2_mg_molar_grade,MG Positive Molar Grade,1216,1616.0,0.0002738346400041731
G2_mg_molar_grade,MG Positive Molar Grade,848,1248.0,0.0002734360167500405
G2_mg_molar_grade,MG Positive Molar Grade,1350,1750.0,0.0002729265118380691
G2_mg_molar_grade,MG Positive Molar Grade,654,1054.0,0.00027240435996641216
G2_mg_molar_grade,MG Positive Molar Grade,330,730.0,0.00027191107278892246
G2_mg_molar_grade,MG Positive Molar Grade,5,405.0,0.0002719085967699359
G2_mg_molar_grade,MG Positive Molar Grade,668,1068.0,0.0002715394916585849
G2_mg_molar_grade,MG Positive Molar Grade,1138,1538.0,0.0002714175111380666
G2_mg_molar_grade,MG Positive Molar Grade,923,1323.0,0.0002714118985364536
G2_mg_molar_grade,MG Positive Molar Grade,552,952.0,0.00027114441291130516
G2_mg_molar_grade,MG Positive Molar Grade,286,686.0,0.0002710864975848444
G2_mg_molar_grade,MG Positive Molar Grade,669,1069.0,0.00026998624683586533
G2_mg_molar_grade,MG Positive Molar Grade,556,956.0,0.00026985101373577623
G2_mg_molar_grade,MG Positive Molar Grade,972,1372.0,0.0002696751637278244
G2_mg_molar_grade,MG Positive Molar Grade,517,917.0,0.000269620627179232
G2_mg_molar_grade,MG Positive Molar Grade,359,759.0,0.0002693373570301638
G2_mg_molar_grade,MG Positive Molar Grade,1106,1506.0,0.0002682090411259265
G2_mg_molar_grade,MG Positive Molar Grade,30,430.0,0.000268204631541887
G2_mg_molar_grade,MG Positive Molar Grade,7,407.0,0.000267898578101197
G2_mg_molar_grade,MG Positive Molar Grade,120,520.0,0.0002675004239743091
G2_mg_molar_grade,MG Positive Molar Grade,545,945.0,0.0002674080504566664
G2_mg_molar_grade,MG Positive Molar Grade,592,992.0,0.0002671384513671784
G2_mg_molar_grade,MG Positive Molar Grade,440,840.0,0.00026663137104499977
G2_mg_molar_grade,MG Positive Molar Grade,1050,1450.0,0.0002664371160807955
G2_mg_molar_grade,MG Positive Molar Grade,520,920.0,0.0002662082754164991
G2_mg_molar_grade,MG Positive Molar Grade,99,499.0,0.00026599857987703396
G2_mg_molar_grade,MG Positive Molar Grade,1302,1702.0,0.0002652781313739483
G2_mg_molar_grade,MG Positive Molar Grade,521,921.0,0.00026522127370721575
G2_mg_molar_grade,MG Positive Molar Grade,1177,1577.0,0.00026442871318483046
G2_mg_molar_grade,MG Positive Molar Grade,513,913.0,0.00026431041205068645
G2_mg_molar_grade,MG Positive Molar Grade,715,1115.0,0.0002633052084773105
G2_mg_molar_grade,MG Positive Molar Grade,1009,1409.0,0.0002630574764072401
G2_mg_molar_grade,MG Positive Molar Grade,187,587.0,0.00026222705187475126
G2_mg_molar_grade,MG Positive Molar Grade,733,1133.0,0.000261763896930247
G2_mg_molar_grade,MG Positive Molar Grade,970,1370.0,0.00026155402218375716
G2_mg_molar_grade,MG Positive Molar Grade,393,793.0,0.00026140316451865944
G2_mg_molar_grade,MG Positive Molar Grade,54,454.0,0.0002609805932026611
G2_mg_molar_grade,MG Positive Molar Grade,837,1237.0,0.00026036545679725674
G2_mg_molar_grade,MG Positive Molar Grade,391,791.0,0.0002603000328456775
G2_mg_molar_grade,MG Positive Molar Grade,748,1148.0,0.0002601593106362294
G2_mg_molar_grade,MG Positive Molar Grade,1098,1498.0,0.00026009945719684437
G2_mg_molar_grade,MG Positive Molar Grade,247,647.0,0.00025993736763201285
G2_mg_molar_grade,MG Positive Molar Grade,1278,1678.0,0.0002597697439928778
G2_mg_molar_grade,MG Positive Molar Grade,318,718.0,0.0002597432733224784
G2_mg_molar_grade,MG Positive Molar Grade,69,469.0,0.000259655167130363
G2_mg_molar_grade,MG Positive Molar Grade,1326,1726.0,0.00025952768026600044
G2_mg_molar_grade,MG Positive Molar Grade,791,1191.0,0.0002586999305440194
G2_mg_molar_grade,MG Positive Molar Grade,873,1273.0,0.00025820451251093375
G2_mg_molar_grade,MG Positive Molar Grade,1239,1639.0,0.00025816063750854667
G2_mg_molar_grade,MG Positive Molar Grade,55,455.0,0.00025803173670588497
G2_mg_molar_grade,MG Positive Molar Grade,704,1104.0,0.00025722229078130424
G2_mg_molar_grade,MG Positive Molar Grade,1187,1587.0,0.00025663181437205786
G2_mg_molar_grade,MG Positive Molar Grade,1359,1759.0,0.00025662841166466146
G2_mg_molar_grade,MG Positive Molar Grade,1030,1430.0,0.0002562822520688135
G2_mg_molar_grade,MG Positive Molar Grade,365,765.0,0.0002552848742071549
G2_mg_molar_grade,MG Positive Molar Grade,1003,1403.0,0.00025526710973120675
G2_mg_molar_grade,MG Positive Molar Grade,1286,1686.0,0.00025441112504777147
G2_mg_molar_grade,MG Positive Molar Grade,1033,1433.0,0.00025382556800781657
G2_mg_molar_grade,MG Positive Molar Grade,189,589.0,0.00025359399569243446
G2_mg_molar_grade,MG Positive Molar Grade,1108,1508.0,0.0002534423975448065
G2_mg_molar_grade,MG Positive Molar Grade,699,1099.0,0.00025282429222621563
G2_mg_molar_grade,MG Positive Molar Grade,709,1109.0,0.000252732860600128
G2_mg_molar_grade,MG Positive Molar Grade,615,1015.0,0.00025231757824039773
G2_mg_molar_grade,MG Positive Molar Grade,617,1017.0,0.0002522393934253279
G2_mg_molar_grade,MG Positive Molar Grade,422,822.0,0.0002516473103388728
G2_mg_molar_grade,MG Positive Molar Grade,490,890.0,0.0002515672731205098
G2_mg_molar_grade,MG Positive Molar Grade,547,947.0,0.00025128237456504166
G2_mg_molar_grade,MG Positive Molar Grade,190,590.0,0.0002511035890020711
G2_mg_molar_grade,MG Positive Molar Grade,835,1235.0,0.0002507888931482623
G2_mg_molar_grade,MG Positive Molar Grade,1110,1510.0,0.0002500753695197611
G2_mg_molar_grade,MG Positive Molar Grade,963,1363.0,0.0002497852959349359
G2_mg_molar_grade,MG Positive Molar Grade,289,689.0,0.00024963437080830717
G2_mg_molar_grade,MG Positive Molar Grade,872,1272.0,0.00024937718653392384
G2_mg_molar_grade,MG Positive Molar Grade,248,648.0,0.00024914038804627986
G2_mg_molar_grade,MG Positive Molar Grade,1160,1560.0,0.00024909521842723535
G2_mg_molar_grade,MG Positive Molar Grade,1381,1781.0,0.0002484678286577173
G2_mg_molar_grade,MG Positive Molar Grade,742,1142.0,0.0002483785915870455
G2_mg_molar_grade,MG Positive Molar Grade,173,573.0,0.00024814409501507713
G2_mg_molar_grade,MG Positive Molar Grade,1351,1751.0,0.0002480803905469143
G2_mg_molar_grade,MG Positive Molar Grade,68,468.0,0.00024801725005115974
G2_mg_molar_grade,MG Positive Molar Grade,1224,1624.0,0.00024725936636503857
G2_mg_molar_grade,MG Positive Molar Grade,184,584.0,0.00024671241833673136
G2_mg_molar_grade,MG Positive Molar Grade,26,426.0,0.00024635927082864866
G2_mg_molar_grade,MG Positive Molar Grade,376,776.0,0.0002457607628579441
G2_mg_molar_grade,MG Positive Molar Grade,1105,1505.0,0.0002452088096640901
G2_mg_molar_grade,MG Positive Molar Grade,362,762.0,0.00024475814901523535
G2_mg_molar_grade,MG Positive Molar Grade,49,449.0,0.00024464758734148005
G2_mg_molar_grade,MG Positive Molar Grade,1315,1715.0,0.00024441895459216144
G2_mg_molar_grade,MG Positive Molar Grade,1311,1711.0,0.00024428539377766457
G2_mg_molar_grade,MG Positive Molar Grade,1091,1491.0,0.0002442396353607773
G2_mg_molar_grade,MG Positive Molar Grade,146,546.0,0.0002442185804241368
G2_mg_molar_grade,MG Positive Molar Grade,1279,1679.0,0.00024364324250202065
G2_mg_molar_grade,MG Positive Molar Grade,268,668.0,0.0002430504982522767
G2_mg_molar_grade,MG Positive Molar Grade,667,1067.0,0.00024304343325145183
G2_mg_molar_grade,MG Positive Molar Grade,1271,1671.0,0.00024201520031891808
G2_mg_molar_grade,MG Positive Molar Grade,1176,1576.0,0.00024195740800550322
G2_mg_molar_grade,MG Positive Molar Grade,1275,1675.0,0.00024127536588163106
G2_mg_molar_grade,MG Positive Molar Grade,57,457.0,0.00024110814435476018
G2_mg_molar_grade,MG Positive Molar Grade,358,758.0,0.00024109667189657966
G2_mg_molar_grade,MG Positive Molar Grade,1269,1669.0,0.00024081540455956306
G2_mg_molar_grade,MG Positive Molar Grade,435,835.0,0.00024080386548267136
G2_mg_molar_grade,MG Positive Molar Grade,1289,1689.0,0.00024066243582456006
G2_mg_molar_grade,MG Positive Molar Grade,183,583.0,0.00023993815722182297
G2_mg_molar_grade,MG Positive Molar Grade,1047,1447.0,0.00023985189303623466
G2_mg_molar_grade,MG Positive Molar Grade,1010,1410.0,0.0002391506926836588
G2_mg_molar_grade,MG Positive Molar Grade,601,1001.0,0.00023893180252093196
G2_mg_molar_grade,MG Positive Molar Grade,612,1012.0,0.00023882820340016402
G2_mg_molar_grade,MG Positive Molar Grade,1157,1557.0,0.00023765050473748678
G2_mg_molar_grade,MG Positive Molar Grade,151,551.0,0.0002372603995076547
G2_mg_molar_grade,MG Positive Molar Grade,741,1141.0,0.00023671870040926907
G2_mg_molar_grade,MG Positive Molar Grade,114,514.0,0.0002359418708879992
G2_mg_molar_grade,MG Positive Molar Grade,1201,1601.0,0.00023590791252103418
G2_mg_molar_grade,MG Positive Molar Grade,1363,1763.0,0.00023584939773048908
G2_mg_molar_grade,MG Positive Molar Grade,995,1395.0,0.00023580639025252685
G2_mg_molar_grade,MG Positive Molar Grade,738,1138.0,0.00023569230744943068
G2_mg_molar_grade,MG Positive Molar Grade,176,576.0,0.0002350670857640859
G2_mg_molar_grade,MG Positive Molar Grade,208,608.0,0.00023476230659589205
G2_mg_molar_grade,MG Positive Molar Grade,849,1249.0,0.00023470433639817927
G2_mg_molar_grade,MG Positive Molar Grade,119,519.0,0.00023469296710650363
G2_mg_molar_grade,MG Positive Molar Grade,1377,1777.0,0.00023397759317063608
G2_mg_molar_grade,MG Positive Molar Grade,859,1259.0,0.00023395301715265935
G2_mg_molar_grade,MG Positive Molar Grade,220,620.0,0.00023391226180311233
G2_mg_molar_grade,MG Positive Molar Grade,1102,1502.0,0.00023355815140727187
G2_mg_molar_grade,MG Positive Molar Grade,954,1354.0,0.00023299311853450887
G2_mg_molar_grade,MG Positive Molar Grade,37,437.0,0.00023298293818319475
G2_mg_molar_grade,MG Positive Molar Grade,355,755.0,0.00023268663211335958
G2_mg_molar_grade,MG Positive Molar Grade,288,688.0,0.00023263260475781797
G2_mg_molar_grade,MG Positive Molar Grade,1037,1437.0,0.00023251121889374438
G2_mg_molar_grade,MG Positive Molar Grade,300,700.0,0.00023147509785711315
G2_mg_molar_grade,MG Positive Molar Grade,676,1076.0,0.00023138334543648353
G2_mg_molar_grade,MG Positive Molar Grade,498,898.0,0.00023100066220034087
G2_mg_molar_grade,MG Positive Molar Grade,535,935.0,0.00022869406515154157
G2_mg_molar_grade,MG Positive Molar Grade,1029,1429.0,0.0002285786805960209
G2_mg_molar_grade,MG Positive Molar Grade,940,1340.0,0.0002275793688192504
G2_mg_molar_grade,MG Positive Molar Grade,727,1127.0,0.00022747243966050897
G2_mg_molar_grade,MG Positive Molar Grade,590,990.0,0.00022695122324929872
G2_mg_molar_grade,MG Positive Molar Grade,1185,1585.0,0.00022658243368382992
G2_mg_molar_grade,MG Positive Molar Grade,23,423.0,0.00022649906782697246
G2_mg_molar_grade,MG Positive Molar Grade,974,1374.0,0.00022624249963022012
G2_mg_molar_grade,MG Positive Molar Grade,1104,1504.0,0.00022617877988494927
G2_mg_molar_grade,MG Positive Molar Grade,1368,1768.0,0.00022535101867618282
G2_mg_molar_grade,MG Positive Molar Grade,890,1290.0,0.00022423726138036043
G2_mg_molar_grade,MG Positive Molar Grade,494,894.0,0.00022406735590862106
G2_mg_molar_grade,MG Positive Molar Grade,488,888.0,0.00022386509416823732
G2_mg_molar_grade,MG Positive Molar Grade,1164,1564.0,0.00022285671558350246
G2_mg_molar_grade,MG Positive Molar Grade,949,1349.0,0.0002226534775488553
G2_mg_molar_grade,MG Positive Molar Grade,969,1369.0,0.00022250410215391472
G2_mg_molar_grade,MG Positive Molar Grade,1052,1452.0,0.0002222453495442836
G2_mg_molar_grade,MG Positive Molar Grade,913,1313.0,0.00022185357631524132
G2_mg_molar_grade,MG Positive Molar Grade,412,812.0,0.00022108623775403296
G2_mg_molar_grade,MG Positive Molar Grade,56,456.0,0.0002206589372748106
G2_mg_molar_grade,MG Positive Molar Grade,1144,1544.0,0.00021987035771587506
G2_mg_molar_grade,MG Positive Molar Grade,866,1266.0,0.00021984752046354974
G2_mg_molar_grade,MG Positive Molar Grade,1394,1794.0,0.00021975989329729622
G2_mg_molar_grade,MG Positive Molar Grade,121,521.0,0.00021902321699085637
G2_mg_molar_grade,MG Positive Molar Grade,864,1264.0,0.00021864231906539388
G2_mg_molar_grade,MG Positive Molar Grade,706,1106.0,0.0002183088901694779
G2_mg_molar_grade,MG Positive Molar Grade,123,523.0,0.00021813980542188346
G2_mg_molar_grade,MG Positive Molar Grade,136,536.0,0.0002179067008222146
G2_mg_molar_grade,MG Positive Molar Grade,943,1343.0,0.00021785604152056858
G2_mg_molar_grade,MG Positive Molar Grade,892,1292.0,0.00021782191007847454
G2_mg_molar_grade,MG Positive Molar Grade,64,464.0,0.00021779213621289087
G2_mg_molar_grade,MG Positive Molar Grade,563,963.0,0.00021767275825824317
G2_mg_molar_grade,MG Positive Molar Grade,416,816.0,0.00021687194051778677
G2_mg_molar_grade,MG Positive Molar Grade,1095,1495.0,0.0002165941974211368
G2_mg_molar_grade,MG Positive Molar Grade,214,614.0,0.00021648502176651273
G2_mg_molar_grade,MG Positive Molar Grade,711,1111.0,0.00021592285514288875
G2_mg_molar_grade,MG Positive Molar Grade,223,623.0,0.00021548089946760987
G2_mg_molar_grade,MG Positive Molar Grade,583,983.0,0.00021496955043435093
G2_mg_molar_grade,MG Positive Molar Grade,1141,1541.0,0.00021336566636148487
G2_mg_molar_grade,MG Positive Molar Grade,266,666.0,0.00021327153434506053
G2_mg_molar_grade,MG Positive Molar Grade,515,915.0,0.00021262581690113103
G2_mg_molar_grade,MG Positive Molar Grade,1056,1456.0,0.00021233193212777705
G2_mg_molar_grade,MG Positive Molar Grade,207,607.0,0.00021137378707164708
