Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy
P1_thiram_presence,Thiram Presence,RF,p4,0,0.8268858800773694,0.8955081842405785,0.8659217877094972
P1_thiram_presence,Thiram Presence,RF,p4,1,0.9328330361955305,0.9081632653061225,0.95
P1_thiram_presence,Thiram Presence,RF,p4,2,0.7230853192650537,0.7155388471177945,0.7570621468926554
P1_thiram_presence,Thiram Presence,RF,p4,3,0.8807726210094662,0.8558238636363636,0.907103825136612
P1_thiram_presence,Thiram Presence,RF,p4,4,0.9226190476190477,0.8936170212765957,0.945054945054945
P2_mg_presence,MG Presence,RF,p4,0,0.9476630048870139,0.9270833333333333,0.9608938547486033
P2_mg_presence,MG Presence,RF,p4,1,0.7406819105315652,0.7302843535509176,0.7833333333333333
P2_mg_presence,MG Presence,RF,p4,2,0.7673521305914777,0.769395078605605,0.8248587570621468
P2_mg_presence,MG Presence,RF,p4,3,0.7863964346349746,0.7863964346349746,0.8797814207650273
P2_mg_presence,MG Presence,RF,p4,4,0.8391414141414142,0.8408831366577846,0.8461538461538461
P3_mba_presence,MBA Presence,RF,p4,0,0.7666785164118972,0.7461538461538462,0.8156424581005587
P3_mba_presence,MBA Presence,RF,p4,1,0.833770455468952,0.9100719424460432,0.8611111111111112
P3_mba_presence,MBA Presence,RF,p4,2,0.9491525423728814,0.9687200383509109,0.9717514124293786
P3_mba_presence,MBA Presence,RF,p4,3,0.8756843156843157,0.8513814616755793,0.907103825136612
P3_mba_presence,MBA Presence,RF,p4,4,0.935976682245339,0.9217687074829932,0.9615384615384616
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,0,0.6634543233304186,0.7171717171717172,0.6549295774647887
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,1,0.6906156850652687,0.8442028985507246,0.6717557251908397
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,2,0.7680995475113122,0.7812470051559236,0.7894736842105263
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,3,0.9677595125170756,0.9750915750915752,0.96875
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,4,0.8455338261257591,0.8512630277336161,0.837037037037037
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,0,0.5551286976565502,0.6,0.8015267175572519
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,1,0.3862814322551616,0.37984248616432525,0.34710743801652894
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,2,0.4578329882677709,0.511164274322169,0.6466165413533834
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,3,0.4753165457390809,0.4600848385331144,0.5263157894736842
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,4,0.6428614205294046,0.7155388471177945,0.6486486486486487
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,0,0.8882899507899508,0.8947368421052632,0.8947368421052632
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,1,0.7350999093694705,0.7291612455546881,0.7122302158273381
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,2,0.7386850152905199,0.7488614183474299,0.7181208053691275
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,3,0.8546233955429562,0.8608248669569424,0.8560606060606061
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,4,0.7040837479270315,0.7393065762200867,0.6870748299319728
