variant,folder_name,peak,peak_wn,n_spectra,mean_peak,std_peak,rsd_percent
raw,m4,MG_1616,1616,20,2194.518960674158,907.4397545075634,41.35028089385007
raw,m4,MBA_1080,1080,20,11375.025746268646,5060.688906110285,44.489472103132115
raw,m5,Thiram_1382,1382,20,1971.0868599954483,554.539817054473,28.133707768502582
raw,m5,MG_1616,1616,20,1362.472056054234,348.4574924012827,25.575386361348766
raw,m5,MBA_1080,1080,20,5583.984452736315,1397.8139018845782,25.03255361321088
raw,m6,Thiram_1382,1382,21,3566.764315784342,1464.3706427847974,41.05599678409864
raw,m6,MG_1616,1616,21,2948.730133073881,1311.1939531108656,44.46639380132157
raw,m6,MBA_1080,1080,21,3658.048319710968,1522.064054681055,41.60863722000581
raw,美4,Thiram_1382,1382,18,27821.977836879436,11359.263151638208,40.82838113896033
raw,美4,MG_1616,1616,18,4172.412921348314,1279.5766543223795,30.667546056512656
raw,美4,MBA_1080,1080,18,5340.254254422332,1452.9772531372266,27.208016396110686
raw,美4K4,Thiram_1382,1382,10,50549.14361702133,5920.028608098178,11.7114320530343
raw,美4K4,MG_1616,1616,10,6263.0511235955055,1197.7398113509998,19.123902834492572
raw,美4K4,MBA_1080,1080,10,6923.308343283583,394.050006673777,5.691643173108872
raw,美4K4m4,Thiram_1382,1382,12,21842.120098039213,4960.3100298350455,22.709837724408157
raw,美4K4m4,MG_1616,1616,12,18296.422752808994,3707.09058975319,20.261286262551252
raw,美4K4m4,MBA_1080,1080,12,22109.639510779427,4422.793438550247,20.003914746750798
raw,美4K4m5,Thiram_1382,1382,15,11421.58039215686,2726.195732895323,23.868813590520165
raw,美4K4m5,MG_1616,1616,15,10346.543820224722,2858.7982080079905,27.630465377431694
raw,美4K4m5,MBA_1080,1080,15,5361.654560530677,1098.9225092838449,20.49595879177784
raw,美4K4m6,Thiram_1382,1382,15,4777.701773049646,542.181816497212,11.348172034420074
raw,美4K4m6,MG_1616,1616,15,1905.933042495763,243.088333660877,12.754295572868605
raw,美4K4m6,MBA_1080,1080,15,1759.6413441127693,183.09271105821725,10.40511531914105
raw,美4K5,Thiram_1382,1382,13,51606.67675941087,7825.962777268927,15.164632308632047
raw,美4K5,MG_1616,1616,13,4430.246371370767,346.58961424565285,7.823258238760529
raw,美4K5,MBA_1080,1080,13,7119.353108495981,572.1908435984656,8.037118469592883
raw,美4K5m4,Thiram_1382,1382,16,2482.181515957447,575.2158482613048,23.173802744213408
raw,美4K5m4,MG_1616,1616,16,926.7135066850791,228.82449847014283,24.692043098482998
raw,美4K5m4,MBA_1080,1080,16,8749.039956467648,1927.7114729007335,22.033405750715428
raw,美4K5m5,Thiram_1382,1382,15,2252.5421985815606,316.8621793727025,14.066869849196722
raw,美4K5m5,MG_1616,1616,15,932.4954982947293,176.14370340033034,18.889496380673943
raw,美4K5m5,MBA_1080,1080,15,1256.521724709784,212.09966762839352,16.879904537852834
raw,美4K5m6,Thiram_1382,1382,15,7857.357446808512,448.20146245749766,5.704226458980142
raw,美4K5m6,MG_1616,1616,15,1413.1132257862037,139.38639797424432,9.863781290186065
raw,美4K5m6,MBA_1080,1080,15,1736.8241666666665,188.466244073816,10.851198854258381
raw,美4K6,Thiram_1382,1382,11,47695.58945841396,13194.022368908745,27.662982088548638
raw,美4K6,MG_1616,1616,11,3945.655055038491,786.5965493767992,19.935765757636048
raw,美4K6,MBA_1080,1080,11,6146.295187697874,1443.8055779379997,23.490664438438476
raw,美4K6m4,Thiram_1382,1382,14,3503.9855623100307,46.37962482752903,1.3236248838009734
raw,美4K6m4,MG_1616,1616,14,816.481062304402,22.32680478216861,2.734515938331058
raw,美4K6m4,MBA_1080,1080,14,8657.209310589898,130.07271688772582,1.5024785958289684
raw,美4K6m5,Thiram_1382,1382,14,8181.678951367782,601.6924631951953,7.354144140483617
raw,美4K6m5,MG_1616,1616,14,1231.4089466180048,83.92282605145338,6.815187292730225
raw,美4K6m5,MBA_1080,1080,14,2654.8079246624,208.9408367360791,7.870280738394629
raw,美4K6m6,Thiram_1382,1382,13,3490.4050736497516,242.23639593856743,6.940065431582481
raw,美4K6m6,MG_1616,1616,13,1068.0808124459807,60.2156896254774,5.637746594059602
raw,美4K6m6,MBA_1080,1080,13,1290.5191236127057,86.87666718061848,6.7319162956232805
raw,美4m4,Thiram_1382,1382,20,51295.75718085111,5997.7036827735665,11.692397212556461
raw,美4m4,MG_1616,1616,20,5988.832443820224,708.0694730771419,11.82316385905548
raw,美4m4,MBA_1080,1080,20,40178.017039800936,5813.6633495843525,14.469761770037708
raw,美4m5,Thiram_1382,1382,19,56841.11114221727,9168.299511714422,16.12969790258886
raw,美4m5,MG_1616,1616,19,4736.220136014193,1187.2534830810303,25.067531681079625
raw,美4m5,MBA_1080,1080,19,12200.644671379934,2896.4654588264484,23.74026567318142
raw,美4m6,Thiram_1382,1382,4,31257.53191489364,1216.9293323926954,3.893235511063658
raw,美4m6,MG_1616,1616,4,3803.1209709057807,123.88818590550653,3.257539974491013
raw,美4m6,MBA_1080,1080,4,5629.681592039801,189.49139845090377,3.365934562246626
raw,美5,Thiram_1382,1382,20,22543.169680851075,3624.563408382723,16.078321991523442
raw,美5,MG_1616,1616,20,2925.512071589981,469.8357624254668,16.059949538000595
raw,美5,MBA_1080,1080,20,3998.228047885572,640.2430666900071,16.013170309997555
raw,美5K4,Thiram_1382,1382,13,61565.98848210612,4251.377421240333,6.905399435722496
raw,美5K4,MG_1616,1616,13,63334.10316847172,2729.8275121212364,4.310201574749966
raw,美5K4,MBA_1080,1080,13,30447.090853425176,5033.022870417941,16.5303900285493
raw,美5K4m4,Thiram_1382,1382,14,64526.233349722854,16.42209948310356,0.02545026825616514
raw,美5K4m4,MG_1616,1616,14,64584.54494382023,0.0,0.0
raw,美5K4m4,MBA_1080,1080,14,57769.68994314142,8157.599713175287,14.120899248731003
raw,美5K4m5,Thiram_1382,1382,18,15352.720588235275,6342.016218537012,41.30874513144512
raw,美5K4m5,MG_1616,1616,18,18300.704900124852,8444.439429463333,46.14270037984014
raw,美5K4m5,MBA_1080,1080,18,5558.87244333886,1665.376214652431,29.958885216875846
raw,美5K4m6,Thiram_1382,1382,14,9283.03361344537,2279.1515089157992,24.55179636121019
raw,美5K4m6,MG_1616,1616,14,9611.437600321031,2736.3649183437005,28.469881740191532
raw,美5K4m6,MBA_1080,1080,14,3701.594811656006,642.6219178041739,17.360676964983103
raw,美5K5,Thiram_1382,1382,14,5747.907372039726,735.177480850232,12.790350179031224
raw,美5K5,MG_1616,1616,14,5113.773675762439,707.2231635458456,13.829770505836908
raw,美5K5,MBA_1080,1080,14,4674.376018123667,459.15121958764485,9.822727521436155
raw,美5K5m4,Thiram_1382,1382,15,2000.9825672241811,259.88951890094563,12.988095106769052
raw,美5K5m4,MG_1616,1616,15,1353.7684315694764,170.96653356267984,12.628934873630618
raw,美5K5m4,MBA_1080,1080,15,4805.627031509115,648.9217308910094,13.503372746911404
raw,美5K5m5,Thiram_1382,1382,14,2850.5693277310916,433.43596041586875,15.205241851137918
raw,美5K5m5,MG_1616,1616,14,2292.999398073837,351.1016782237853,15.311895786746277
raw,美5K5m5,MBA_1080,1080,14,2319.018123667375,272.45748115773404,11.748829316040894
raw,美5K5m6,Thiram_1382,1382,15,2817.3811051693397,363.8807914475986,12.915568674040903
raw,美5K5m6,MG_1616,1616,15,2315.2378277153557,268.79729146661833,11.609921376062852
raw,美5K5m6,MBA_1080,1080,15,1580.1736343283583,123.22662495291871,7.798296483113726
raw,美5K6,Thiram_1382,1382,2,4186.688829787234,444.20974563018524,10.610049222424774
raw,美5K6,MG_1616,1616,2,2200.0238764044943,157.7543311297167,7.170573593389134
raw,美5K6,MBA_1080,1080,2,2665.1482960199005,254.6055289100731,9.55314679075449
raw,美5K6m4,Thiram_1382,1382,14,1480.5839665653493,138.77149432375003,9.372754092810515
raw,美5K6m4,MG_1616,1616,14,974.2690923805338,55.69997171664213,5.717103431921929
raw,美5K6m4,MBA_1080,1080,14,3647.073205401558,344.6085673411392,9.448907327408481
raw,美5K6m5,Thiram_1382,1382,13,1863.544822199077,168.07643349184454,9.019178475863319
raw,美5K6m5,MG_1616,1616,13,1122.0867901478973,74.31674120414976,6.623083156905752
raw,美5K6m5,MBA_1080,1080,13,1902.8367776502093,146.3736604416809,7.692391810002537
raw,美5K6m6,Thiram_1382,1382,19,1458.9526875699878,139.85208027806283,9.585785849642498
raw,美5K6m6,MG_1616,1616,19,1047.912548853774,65.91448839068293,6.2900752990105335
raw,美5K6m6,MBA_1080,1080,19,1133.5281153443314,84.81197502307175,7.48212363460508
raw,美5m4,Thiram_1382,1382,16,2984.9371675531916,513.6403420467369,17.20774385572
raw,美5m4,MG_1616,1616,16,1541.8959222584895,254.67253142962105,16.516843176846198
raw,美5m4,MBA_1080,1080,16,12653.292288557193,2286.084384836588,18.067111173144816
raw,美5m5,Thiram_1382,1382,16,2045.748670212766,237.31001486430503,11.60015491246165
raw,美5m5,MG_1616,1616,16,1031.3228816850792,110.66109459093849,10.730014484904014
raw,美5m5,MBA_1080,1080,16,2576.768190298505,281.2316638757095,10.914123549589856
raw,美5m6,Thiram_1382,1382,20,1706.6851063829786,111.62806604104769,6.54063632614829
raw,美5m6,MG_1616,1616,20,960.5036030381019,52.071217386925866,5.421241234517292
raw,美5m6,MBA_1080,1080,20,1258.3247462686568,77.53519513424312,6.161779410614014
raw,美6,Thiram_1382,1382,20,1906.1707446808512,705.1010538221999,36.990445677008566
raw,美6,MG_1616,1616,20,767.9999270290632,142.9568255441978,18.614171761345485
raw,美6,MBA_1080,1080,20,940.3807083333334,279.82672416493244,29.756748696055052
raw,美6K4,Thiram_1382,1382,12,3559.6813725490133,2069.78373058302,58.145196548894795
raw,美6K4,MG_1616,1616,12,4541.516128146374,2764.9065677601775,60.88069467868823
raw,美6K4,MBA_1080,1080,12,1017.9779166666666,490.6012929441248,48.193706848826515
raw,美6K4m4,Thiram_1382,1382,12,1585.762254901959,769.3353437225612,48.51517567304728
raw,美6K4m4,MG_1616,1616,12,1624.6308520599257,912.9628579857063,56.19509544756761
raw,美6K4m4,MBA_1080,1080,12,4219.824626865665,1347.487185187601,31.932302982658932
raw,美6K4m5,Thiram_1382,1382,12,7219.2794117646945,987.5475653609116,13.679309374722118
