sample_index,preprocess,wavenumber,value
279,p1,459.0,-0.6227498327170583
279,p1,460.0,-0.620926224488574
279,p1,461.0,-0.6216006603742633
279,p1,462.0,-0.623403676239946
279,p1,463.0,-0.6258631379411388
279,p1,464.0,-0.6324658065263021
279,p1,465.0,-0.6423248818996761
279,p1,466.0,-0.6514020148430557
279,p1,467.0,-0.656939743393418
279,p1,468.0,-0.6600632930025361
279,p1,469.0,-0.6630000770519348
279,p1,470.0,-0.6645475654053776
279,p1,471.0,-0.6648354983022805
279,p1,472.0,-0.6627399285015927
279,p1,473.0,-0.6590134990003872
279,p1,474.0,-0.6542645471824551
279,p1,475.0,-0.6450445377884864
279,p1,476.0,-0.6288797048011064
279,p1,477.0,-0.608044525372
279,p1,478.0,-0.5859955438193384
279,p1,479.0,-0.5671157545774046
279,p1,480.0,-0.5505741272856719
279,p1,481.0,-0.5407440746134704
279,p1,482.0,-0.5396085884451615
279,p1,483.0,-0.5485437053931821
279,p1,484.0,-0.567780052556432
279,p1,485.0,-0.5955817120316338
279,p1,486.0,-0.6283656516461111
279,p1,487.0,-0.6645517442434505
279,p1,488.0,-0.6981398704382831
279,p1,489.0,-0.7284372144213718
279,p1,490.0,-0.7484151595036922
279,p1,491.0,-0.7566173569480257
279,p1,492.0,-0.7516535778801015
279,p1,493.0,-0.7355253237805449
279,p1,494.0,-0.7110905146667915
279,p1,495.0,-0.6751721284115627
279,p1,496.0,-0.6255451573601295
279,p1,497.0,-0.5630820820230397
279,p1,498.0,-0.488740511661662
279,p1,499.0,-0.4048048832847454
279,p1,500.0,-0.30876911538572543
279,p1,501.0,-0.20222909581850723
279,p1,502.0,-0.08759618710920825
279,p1,503.0,0.03042461504783376
279,p1,504.0,0.1461997728055012
279,p1,505.0,0.260658764076656
279,p1,506.0,0.368371035777177
279,p1,507.0,0.46504250274960146
279,p1,508.0,0.5480499964730298
279,p1,509.0,0.6198843659928911
279,p1,510.0,0.6822399050752616
279,p1,511.0,0.7369034704674016
279,p1,512.0,0.7871400986841673
279,p1,513.0,0.8346319118544518
279,p1,514.0,0.8795955025909921
279,p1,515.0,0.9217851369040333
279,p1,516.0,0.9600911548033483
279,p1,517.0,0.991526723629098
279,p1,518.0,1.0184134554397042
279,p1,519.0,1.0380014841143785
279,p1,520.0,1.0454046157200534
279,p1,521.0,1.0369413407594799
279,p1,522.0,1.0081932421568665
279,p1,523.0,0.957841398779259
279,p1,524.0,0.8863780064648744
279,p1,525.0,0.7978074244377505
279,p1,526.0,0.6941352762543833
279,p1,527.0,0.5715035967573167
279,p1,528.0,0.4391825047171748
279,p1,529.0,0.3028909635074438
279,p1,530.0,0.1687340910702572
279,p1,531.0,0.041063873528823125
279,p1,532.0,-0.07958681040891372
279,p1,533.0,-0.18628646255258605
279,p1,534.0,-0.2750406887488137
279,p1,535.0,-0.34387086369763326
279,p1,536.0,-0.4023520723890731
279,p1,537.0,-0.4554647745473914
279,p1,538.0,-0.4994537117592733
279,p1,539.0,-0.5329006915873165
279,p1,540.0,-0.5575114739383699
279,p1,541.0,-0.5763155384350881
279,p1,542.0,-0.5894175271033282
279,p1,543.0,-0.594706286214221
279,p1,544.0,-0.589762764891552
279,p1,545.0,-0.5761073557075672
279,p1,546.0,-0.5545919817828667
279,p1,547.0,-0.5204180071833769
279,p1,548.0,-0.4744146590787642
279,p1,549.0,-0.4196173760340286
279,p1,550.0,-0.36083858755440035
279,p1,551.0,-0.3057802622038648
279,p1,552.0,-0.2589485963909375
279,p1,553.0,-0.22566454125653695
279,p1,554.0,-0.2033922332454412
279,p1,555.0,-0.1951313946253749
279,p1,556.0,-0.19854876890312662
279,p1,557.0,-0.21067448138918085
279,p1,558.0,-0.2336829024281684
279,p1,559.0,-0.2650115511357454
279,p1,560.0,-0.29849796837404896
279,p1,561.0,-0.3312500739781256
279,p1,562.0,-0.35682016059575883
279,p1,563.0,-0.37241296276783864
279,p1,564.0,-0.3704207455333968
279,p1,565.0,-0.34903616680813193
279,p1,566.0,-0.310109233341024
279,p1,567.0,-0.25537471770838616
279,p1,568.0,-0.19510551885024421
279,p1,569.0,-0.13636928607134774
279,p1,570.0,-0.0846214941424443
279,p1,571.0,-0.0526466989049149
279,p1,572.0,-0.048543951507832625
279,p1,573.0,-0.07518209909387173
279,p1,574.0,-0.12925939119069824
279,p1,575.0,-0.2008901088371264
279,p1,576.0,-0.28272343734121846
279,p1,577.0,-0.36174675542439094
279,p1,578.0,-0.4316166151527983
279,p1,579.0,-0.48739974078332476
279,p1,580.0,-0.5288476683955957
279,p1,581.0,-0.5622918012124454
279,p1,582.0,-0.5901635543127599
279,p1,583.0,-0.613460422343848
279,p1,584.0,-0.636302878196731
279,p1,585.0,-0.6586858934520213
279,p1,586.0,-0.6811615673785487
279,p1,587.0,-0.7013691270990325
279,p1,588.0,-0.7182647510254468
279,p1,589.0,-0.7324456090309619
279,p1,590.0,-0.7449930418996321
279,p1,591.0,-0.7564377376334196
279,p1,592.0,-0.7665599188420076
279,p1,593.0,-0.7751272572315026
279,p1,594.0,-0.7829265418074356
279,p1,595.0,-0.7906870192330343
279,p1,596.0,-0.7970458542683514
279,p1,597.0,-0.8011624553965884
279,p1,598.0,-0.8033312181914382
279,p1,599.0,-0.8037681866434694
279,p1,600.0,-0.8033966368858617
279,p1,601.0,-0.8024254002412303
279,p1,602.0,-0.7982848269357014
279,p1,603.0,-0.787983072116811
279,p1,604.0,-0.7738546327528218
279,p1,605.0,-0.7581713215874775
279,p1,606.0,-0.7427477845046061
279,p1,607.0,-0.7282468118500602
279,p1,608.0,-0.7167003733480029
279,p1,609.0,-0.710334529306998
279,p1,610.0,-0.7099261777218723
279,p1,611.0,-0.7141841669842882
279,p1,612.0,-0.7187302977328546
279,p1,613.0,-0.7182840657081082
279,p1,614.0,-0.7115675051920853
279,p1,615.0,-0.700138490406611
279,p1,616.0,-0.6859124299931968
279,p1,617.0,-0.6688518216880998
279,p1,618.0,-0.6487722893933039
279,p1,619.0,-0.6297474589765772
279,p1,620.0,-0.6139630933603984
279,p1,621.0,-0.6044861482307189
279,p1,622.0,-0.6029076357336501
279,p1,623.0,-0.6072390979520194
279,p1,624.0,-0.616258775656477
279,p1,625.0,-0.63195972401281
279,p1,626.0,-0.6522535104917255
279,p1,627.0,-0.6729043005560451
279,p1,628.0,-0.6889026310914206
279,p1,629.0,-0.69960502607191
279,p1,630.0,-0.7042533380240396
279,p1,631.0,-0.7042325280233159
279,p1,632.0,-0.7016910719477647
279,p1,633.0,-0.698307678958325
279,p1,634.0,-0.6950389566303357
279,p1,635.0,-0.6922545086226684
279,p1,636.0,-0.6890668350591477
279,p1,637.0,-0.6856235006095754
279,p1,638.0,-0.6809438473993905
279,p1,639.0,-0.6743136600764635
279,p1,640.0,-0.666209266750403
279,p1,641.0,-0.6566929152095226
279,p1,642.0,-0.6469528552268576
279,p1,643.0,-0.6367379494161689
279,p1,644.0,-0.6257055245724866
279,p1,645.0,-0.6121814327172463
279,p1,646.0,-0.5932545420795057
279,p1,647.0,-0.5674013493071075
279,p1,648.0,-0.5363752767078412
279,p1,649.0,-0.5020335791375004
279,p1,650.0,-0.46591495618833095
279,p1,651.0,-0.4267233887844473
279,p1,652.0,-0.39019253517749464
279,p1,653.0,-0.35953254760743625
279,p1,654.0,-0.33712799591304976
279,p1,655.0,-0.32144129107757696
279,p1,656.0,-0.3110639832222786
279,p1,657.0,-0.3066295740681449
279,p1,658.0,-0.30993048671767726
279,p1,659.0,-0.32131424788298235
279,p1,660.0,-0.33891716727770504
279,p1,661.0,-0.35937056129455797
279,p1,662.0,-0.38639288828793067
279,p1,663.0,-0.4166158335242153
279,p1,664.0,-0.4465777352613593
279,p1,665.0,-0.47210718629293796
279,p1,666.0,-0.492937488527512
279,p1,667.0,-0.5076196055780784
279,p1,668.0,-0.5141570201796429
279,p1,669.0,-0.5137080301990081
279,p1,670.0,-0.5092269098782704
279,p1,671.0,-0.5034659284248001
279,p1,672.0,-0.49879925331835545
279,p1,673.0,-0.49415526740492544
279,p1,674.0,-0.490956300324375
279,p1,675.0,-0.49051828777160555
279,p1,676.0,-0.4927343543012064
279,p1,677.0,-0.49555403888729105
279,p1,678.0,-0.49615454409467435
279,p1,679.0,-0.49395611639701414
279,p1,680.0,-0.4897851317486479
279,p1,681.0,-0.48429427253957474
279,p1,682.0,-0.47711184679388907
279,p1,683.0,-0.46860206399922966
279,p1,684.0,-0.4597222751076165
279,p1,685.0,-0.44831193389795376
279,p1,686.0,-0.4311623183722678
279,p1,687.0,-0.4084220802446774
279,p1,688.0,-0.3805261534334346
279,p1,689.0,-0.34716103157911427
279,p1,690.0,-0.3078046602337516
279,p1,691.0,-0.26610891642420115
279,p1,692.0,-0.22493871742471402
279,p1,693.0,-0.18748684436578575
279,p1,694.0,-0.15447145816672722
279,p1,695.0,-0.1249410591053896
279,p1,696.0,-0.1015349795525063
279,p1,697.0,-0.0870065105070249
279,p1,698.0,-0.08046755083832198
279,p1,699.0,-0.07934884546433243
279,p1,700.0,-0.0777739133962287
279,p1,701.0,-0.07277644069407802
279,p1,702.0,-0.06295306767581287
279,p1,703.0,-0.044432901938334164
279,p1,704.0,-0.020262823320035737
279,p1,705.0,0.003909294138536082
279,p1,706.0,0.02167916104084768
279,p1,707.0,0.029620062732853746
279,p1,708.0,0.02659258761908959
279,p1,709.0,0.010074550316531147
279,p1,710.0,-0.01659197705584222
279,p1,711.0,-0.04590560491112381
279,p1,712.0,-0.07377269232780476
279,p1,713.0,-0.08730353217528984
279,p1,714.0,-0.08354812523434625
279,p1,715.0,-0.058897611288781494
279,p1,716.0,-0.009382656349538464
279,p1,717.0,0.060195488245433616
279,p1,718.0,0.14487866881568404
279,p1,719.0,0.23255547334125123
279,p1,720.0,0.3115756822862996
279,p1,721.0,0.3775277776412932
279,p1,722.0,0.42993128029261996
279,p1,723.0,0.4744263827228043
279,p1,724.0,0.5141052203771861
279,p1,725.0,0.5540476613200662
279,p1,726.0,0.5868411589995569
279,p1,727.0,0.6060916275198769
279,p1,728.0,0.5980871341751995
279,p1,729.0,0.5428321779164433
279,p1,730.0,0.4415155628732184
279,p1,731.0,0.297319454814709
279,p1,732.0,0.1313791752643333
279,p1,733.0,-0.03880382553095319
279,p1,734.0,-0.19115587815539697
279,p1,735.0,-0.3105648884909911
279,p1,736.0,-0.39377199086842407
279,p1,737.0,-0.4356832667883937
279,p1,738.0,-0.44762502711949265
279,p1,739.0,-0.4340116877269708
279,p1,740.0,-0.3903869579479565
279,p1,741.0,-0.3234305748671533
279,p1,742.0,-0.22366340923993006
279,p1,743.0,-0.11176959740651313
279,p1,744.0,0.006474939983181846
279,p1,745.0,0.10526927420596725
279,p1,746.0,0.1622251518467336
279,p1,747.0,0.17116034868239277
279,p1,748.0,0.13125570161435082
279,p1,749.0,0.0575491072386029
279,p1,750.0,-0.029143787616109775
279,p1,751.0,-0.10953047332341781
279,p1,752.0,-0.16990433912689729
279,p1,753.0,-0.21611361008731697
279,p1,754.0,-0.24220689405421592
279,p1,755.0,-0.2644969456936099
279,p1,756.0,-0.29215707348394626
279,p1,757.0,-0.3258199661093198
279,p1,758.0,-0.363862545278935
279,p1,759.0,-0.39726858723326514
279,p1,760.0,-0.41853224332847677
279,p1,761.0,-0.4310171550990202
279,p1,762.0,-0.43509979107617364
279,p1,763.0,-0.4286912075575796
279,p1,764.0,-0.41145910627629295
279,p1,765.0,-0.3856820593163385
279,p1,766.0,-0.35398365682349237
279,p1,767.0,-0.3182241896925041
279,p1,768.0,-0.27651419787831116
279,p1,769.0,-0.2331389988199486
279,p1,770.0,-0.1932029639886117
279,p1,771.0,-0.16015269837655532
279,p1,772.0,-0.1311977673847119
279,p1,773.0,-0.10355513404953852
279,p1,774.0,-0.07711500366095657
279,p1,775.0,-0.04864008877214296
279,p1,776.0,-0.01765644026724231
279,p1,777.0,0.022491352691757015
279,p1,778.0,0.07564480301657521
279,p1,779.0,0.1400670642136141
279,p1,780.0,0.2145302863492838
279,p1,781.0,0.29722859206600705
279,p1,782.0,0.3843957898862005
279,p1,783.0,0.47348951109769205
279,p1,784.0,0.5611768373999266
279,p1,785.0,0.64656813550164
279,p1,786.0,0.727695970730071
279,p1,787.0,0.8094852397869842
279,p1,788.0,0.8901976670935673
279,p1,789.0,0.9674760904703511
279,p1,790.0,1.0373820911420417
279,p1,791.0,1.1015060217953596
279,p1,792.0,1.150155789443794
279,p1,793.0,1.1806522179996457
279,p1,794.0,1.1873270766429411
279,p1,795.0,1.169296729001147
279,p1,796.0,1.1266232397987466
279,p1,797.0,1.0616190382437982
279,p1,798.0,0.9742662909242839
279,p1,799.0,0.8675318652249222
279,p1,800.0,0.7464042960468931
279,p1,801.0,0.6199879771213367
279,p1,802.0,0.4877434411961864
279,p1,803.0,0.3593259346394674
279,p1,804.0,0.23722200244259053
279,p1,805.0,0.12550033543640043
279,p1,806.0,0.023366984300970537
279,p1,807.0,-0.06524546352570984
279,p1,808.0,-0.14217739984662084
279,p1,809.0,-0.20722241614632025
279,p1,810.0,-0.26018519288633607
279,p1,811.0,-0.3013026548021851
279,p1,812.0,-0.33268514008813915
279,p1,813.0,-0.3514717408469837
279,p1,814.0,-0.3580385959361181
279,p1,815.0,-0.3548135311535808
279,p1,816.0,-0.3452580903110224
279,p1,817.0,-0.32862812191963114
279,p1,818.0,-0.3060749707865464
279,p1,819.0,-0.2768618251797713
279,p1,820.0,-0.24509686857972302
279,p1,821.0,-0.2135733574605934
279,p1,822.0,-0.18475663937072878
279,p1,823.0,-0.15656539430425737
279,p1,824.0,-0.12937726278616546
279,p1,825.0,-0.10360368959629926
279,p1,826.0,-0.07927827309705421
279,p1,827.0,-0.05223061579483648
279,p1,828.0,-0.02622794475560909
279,p1,829.0,-0.0059869361350829925
279,p1,830.0,0.0041817351986009055
279,p1,831.0,0.004542894392833116
279,p1,832.0,-0.005892183384569063
279,p1,833.0,-0.028187204401299716
279,p1,834.0,-0.0616195796473968
279,p1,835.0,-0.10374410984857592
279,p1,836.0,-0.149918690156284
279,p1,837.0,-0.195242247486879
279,p1,838.0,-0.24188018541731665
279,p1,839.0,-0.2879705005945452
279,p1,840.0,-0.3309863276643799
279,p1,841.0,-0.3669093588362238
279,p1,842.0,-0.3964250748844614
279,p1,843.0,-0.42077236094188114
279,p1,844.0,-0.44071825560660033
279,p1,845.0,-0.45823499835642106
279,p1,846.0,-0.47537538141285757
279,p1,847.0,-0.4920233219558865
279,p1,848.0,-0.5071449976769669
279,p1,849.0,-0.5214934314539603
279,p1,850.0,-0.5334647929635741
279,p1,851.0,-0.5438477487523486
279,p1,852.0,-0.5559394242356741
279,p1,853.0,-0.5700932087230401
279,p1,854.0,-0.5862821621770957
279,p1,855.0,-0.604316499098677
279,p1,856.0,-0.6234860730126282
279,p1,857.0,-0.6406841244541502
279,p1,858.0,-0.6542060247917927
279,p1,859.0,-0.663793594109484
279,p1,860.0,-0.6682627921327732
279,p1,861.0,-0.6707215552909389
279,p1,862.0,-0.6736365382455246
279,p1,863.0,-0.6762707485094088
279,p1,864.0,-0.6805584094712142
279,p1,865.0,-0.6877108833981836
279,p1,866.0,-0.6960828736811514
279,p1,867.0,-0.7039501169531203
279,p1,868.0,-0.7118939218589978
279,p1,869.0,-0.7204878457059205
279,p1,870.0,-0.7282164266818003
279,p1,871.0,-0.734128658714278
279,p1,872.0,-0.7380995650546807
279,p1,873.0,-0.7413519671203338
279,p1,874.0,-0.7448700835829698
279,p1,875.0,-0.7479450642796486
279,p1,876.0,-0.7485519946831143
279,p1,877.0,-0.7474395740932384
279,p1,878.0,-0.7457335222601428
279,p1,879.0,-0.7430679957338181
279,p1,880.0,-0.7381175931419436
279,p1,881.0,-0.7315819845305975
279,p1,882.0,-0.7236870934406061
279,p1,883.0,-0.7141456986659084
279,p1,884.0,-0.701514749574929
279,p1,885.0,-0.6859160816178491
279,p1,886.0,-0.6679631436720637
279,p1,887.0,-0.6464716689194921
279,p1,888.0,-0.6191934733238224
279,p1,889.0,-0.5852488087267396
279,p1,890.0,-0.5455985930581905
279,p1,891.0,-0.5001821779444224
279,p1,892.0,-0.44836900825650844
279,p1,893.0,-0.3902595544457387
279,p1,894.0,-0.32537455042292446
279,p1,895.0,-0.25890776295709195
279,p1,896.0,-0.1920185671563992
279,p1,897.0,-0.1291737267426046
279,p1,898.0,-0.07649712260839543
279,p1,899.0,-0.0350530765241733
279,p1,900.0,-0.008637509754632884
279,p1,901.0,0.010797604847916779
279,p1,902.0,0.027302197248433174
279,p1,903.0,0.052378630225903416
279,p1,904.0,0.09896926190118209
279,p1,905.0,0.16974882675853614
279,p1,906.0,0.27435004896729737
279,p1,907.0,0.3999975002950987
279,p1,908.0,0.532815600531078
279,p1,909.0,0.6541149077749546
279,p1,910.0,0.7371732798420499
279,p1,911.0,0.7692606551686908
279,p1,912.0,0.7359342487596863
279,p1,913.0,0.6413543326616981
279,p1,914.0,0.5006363532899339
279,p1,915.0,0.3311259414203488
279,p1,916.0,0.16029229936007885
279,p1,917.0,-0.0006085934522556475
279,p1,918.0,-0.1349564668270506
279,p1,919.0,-0.239560400365676
279,p1,920.0,-0.31360057894946214
279,p1,921.0,-0.359895813506053
279,p1,922.0,-0.3823371636439785
279,p1,923.0,-0.38331324860668287
279,p1,924.0,-0.3638417848311931
279,p1,925.0,-0.33085759411155813
279,p1,926.0,-0.2842368105008862
279,p1,927.0,-0.22278226411469473
279,p1,928.0,-0.15142715168283746
279,p1,929.0,-0.07509013500129856
279,p1,930.0,-0.00013622576037866638
279,p1,931.0,0.07069168629761186
279,p1,932.0,0.12953959486066233
279,p1,933.0,0.16760557501364884
279,p1,934.0,0.17804777627653853
279,p1,935.0,0.15648427197389336
279,p1,936.0,0.10874510445265358
279,p1,937.0,0.04015044129366788
279,p1,938.0,-0.0461934726322592
279,p1,939.0,-0.1380678956084886
279,p1,940.0,-0.22824741315798588
279,p1,941.0,-0.3067537615000856
279,p1,942.0,-0.37533648080669335
279,p1,943.0,-0.43391321710737324
279,p1,944.0,-0.48350388204794803
279,p1,945.0,-0.5230736630452633
279,p1,946.0,-0.5531427682207222
279,p1,947.0,-0.5763416856308479
279,p1,948.0,-0.5914992648789376
279,p1,949.0,-0.5987175215196213
279,p1,950.0,-0.6003499789170096
279,p1,951.0,-0.597616812316998
279,p1,952.0,-0.5915171959663574
279,p1,953.0,-0.5851248045496014
279,p1,954.0,-0.5794336108619068
279,p1,955.0,-0.5733826925138709
279,p1,956.0,-0.5681588291443624
279,p1,957.0,-0.5626119728260794
279,p1,958.0,-0.5552436558808891
279,p1,959.0,-0.5477956596012218
279,p1,960.0,-0.5418543246882925
279,p1,961.0,-0.5350632760008848
279,p1,962.0,-0.5262032520881762
279,p1,963.0,-0.5163921346805895
279,p1,964.0,-0.5059327232302605
279,p1,965.0,-0.4958844738109145
279,p1,966.0,-0.4873458370507246
279,p1,967.0,-0.4784578035223267
279,p1,968.0,-0.46767363367791975
279,p1,969.0,-0.45741680227889064
279,p1,970.0,-0.4489848241290913
279,p1,971.0,-0.44190344860846237
279,p1,972.0,-0.4369974964260863
279,p1,973.0,-0.4343361699646481
279,p1,974.0,-0.4329589445599537
279,p1,975.0,-0.4326775928637951
279,p1,976.0,-0.43288656678171533
279,p1,977.0,-0.4326176160054213
279,p1,978.0,-0.4306330602835428
279,p1,979.0,-0.4280105916670091
279,p1,980.0,-0.4261122763321621
279,p1,981.0,-0.42662492141418895
279,p1,982.0,-0.4307167721521213
279,p1,983.0,-0.43812698981068643
279,p1,984.0,-0.4490320250419197
279,p1,985.0,-0.4632370188099658
279,p1,986.0,-0.4797005118536161
279,p1,987.0,-0.49732223976782103
279,p1,988.0,-0.5144250011568464
279,p1,989.0,-0.5302099263626016
279,p1,990.0,-0.5408653873071887
279,p1,991.0,-0.543445724668152
279,p1,992.0,-0.5421205709448983
279,p1,993.0,-0.5411202610656455
279,p1,994.0,-0.5451388325597567
279,p1,995.0,-0.5578208305090135
279,p1,996.0,-0.5785560169115396
279,p1,997.0,-0.6073158923784093
279,p1,998.0,-0.6369938398064906
279,p1,999.0,-0.6610814516600846
279,p1,1000.0,-0.6690866756779118
279,p1,1001.0,-0.6558945631438564
279,p1,1002.0,-0.6251336047914933
279,p1,1003.0,-0.5756407920631873
279,p1,1004.0,-0.5198524144391411
279,p1,1005.0,-0.4651635383262874
279,p1,1006.0,-0.4249542805588613
279,p1,1007.0,-0.4125011715411663
279,p1,1008.0,-0.42654005635624914
279,p1,1009.0,-0.46734814889941456
279,p1,1010.0,-0.5262421552878687
279,p1,1011.0,-0.5960333746128439
279,p1,1012.0,-0.6650729251460655
279,p1,1013.0,-0.7223160973589461
279,p1,1014.0,-0.7669571277339262
279,p1,1015.0,-0.7968614274522193
279,p1,1016.0,-0.8160908786306657
279,p1,1017.0,-0.8247548185540328
279,p1,1018.0,-0.8223996070422369
279,p1,1019.0,-0.812170482628285
279,p1,1020.0,-0.7962161594491176
279,p1,1021.0,-0.779892958440405
279,p1,1022.0,-0.7634754787747003
279,p1,1023.0,-0.7510009205197246
279,p1,1024.0,-0.7418448871020283
279,p1,1025.0,-0.7340868222845658
279,p1,1026.0,-0.7242372305935717
279,p1,1027.0,-0.7122016903449884
279,p1,1028.0,-0.6993578248193845
279,p1,1029.0,-0.686091182282472
279,p1,1030.0,-0.6732693630722559
279,p1,1031.0,-0.6607192641384529
279,p1,1032.0,-0.6484427560614259
279,p1,1033.0,-0.6389888627078655
279,p1,1034.0,-0.6281839878399873
279,p1,1035.0,-0.6101547886031402
279,p1,1036.0,-0.5867647122056775
279,p1,1037.0,-0.5614546267085215
279,p1,1038.0,-0.5344567131415806
279,p1,1039.0,-0.5063898716040455
279,p1,1040.0,-0.4762767220865713
279,p1,1041.0,-0.44501096496510384
279,p1,1042.0,-0.412481696325966
279,p1,1043.0,-0.377357925156589
279,p1,1044.0,-0.3354407611388432
279,p1,1045.0,-0.28491294630711
279,p1,1046.0,-0.22617507145161034
279,p1,1047.0,-0.16171264773540484
279,p1,1048.0,-0.08963920306486482
279,p1,1049.0,-0.007171193283656495
279,p1,1050.0,0.08780262791139853
279,p1,1051.0,0.19404350445381674
279,p1,1052.0,0.3146690617585257
279,p1,1053.0,0.5033425612302951
279,p1,1054.0,0.6602168570584362
279,p1,1055.0,0.7290184419227769
279,p1,1056.0,0.7765897106392242
279,p1,1057.0,0.8595977331610615
279,p1,1058.0,1.0261158741967655
279,p1,1059.0,1.3638107947449065
279,p1,1060.0,1.8594739046965376
279,p1,1061.0,2.3653142393257167
279,p1,1062.0,2.8744162301820735
279,p1,1063.0,3.372814205105537
279,p1,1064.0,3.716362970817495
279,p1,1065.0,3.8942033566534127
279,p1,1066.0,3.98473842220528
279,p1,1067.0,4.022408930619405
279,p1,1068.0,4.052526224810196
279,p1,1069.0,4.077972935743084
279,p1,1070.0,4.117666309255038
279,p1,1071.0,4.080653206181954
279,p1,1072.0,4.119044083865151
279,p1,1073.0,4.136146660397936
279,p1,1074.0,4.054329060632344
279,p1,1075.0,3.735794195922397
279,p1,1076.0,3.245668349091251
279,p1,1077.0,2.5989345833359057
279,p1,1078.0,1.9537328153229852
279,p1,1079.0,1.3195379294520169
279,p1,1080.0,0.830323645542881
279,p1,1081.0,0.5149737902352503
279,p1,1082.0,0.4319164194326713
279,p1,1083.0,0.433113505814154
279,p1,1084.0,0.4282894625689093
279,p1,1085.0,0.3064699961744044
279,p1,1086.0,0.14868456883164283
279,p1,1087.0,-0.04185872343264483
279,p1,1088.0,-0.15574625460841657
279,p1,1089.0,-0.25249168360116997
279,p1,1090.0,-0.33532062379281913
279,p1,1091.0,-0.40709168143751173
279,p1,1092.0,-0.46980431495253655
279,p1,1093.0,-0.5223248768502741
279,p1,1094.0,-0.5667005614454186
279,p1,1095.0,-0.6042711232085084
279,p1,1096.0,-0.6346907041804211
279,p1,1097.0,-0.6564728501686271
279,p1,1098.0,-0.6708954929796865
279,p1,1099.0,-0.6807108860234935
279,p1,1100.0,-0.6884310605406891
279,p1,1101.0,-0.6948446522809725
279,p1,1102.0,-0.7003402025951422
279,p1,1103.0,-0.70517235439592
279,p1,1104.0,-0.7089440509982887
279,p1,1105.0,-0.7104152878365987
279,p1,1106.0,-0.7096497735550177
279,p1,1107.0,-0.7059403856124711
279,p1,1108.0,-0.6998482397570402
279,p1,1109.0,-0.6944965058039213
279,p1,1110.0,-0.6901907967048759
279,p1,1111.0,-0.684962286705225
279,p1,1112.0,-0.6783394666875802
279,p1,1113.0,-0.6697114221347552
279,p1,1114.0,-0.6592041116330084
279,p1,1115.0,-0.6485451944360031
279,p1,1116.0,-0.6375900393753982
279,p1,1117.0,-0.6248320544696908
279,p1,1118.0,-0.6107607362194848
279,p1,1119.0,-0.5979914357944728
279,p1,1120.0,-0.5855881159064618
279,p1,1121.0,-0.5707607797524942
279,p1,1122.0,-0.5512080252457296
279,p1,1123.0,-0.5242196174120921
279,p1,1124.0,-0.4902545698841616
279,p1,1125.0,-0.45179426273170364
279,p1,1126.0,-0.41034743521541206
279,p1,1127.0,-0.36692375937840765
279,p1,1128.0,-0.3239634323978463
279,p1,1129.0,-0.2837397076704672
279,p1,1130.0,-0.24738005090833762
279,p1,1131.0,-0.2144474408134681
279,p1,1132.0,-0.18627625411832482
279,p1,1133.0,-0.16464281022256813
279,p1,1134.0,-0.15059643492669025
279,p1,1135.0,-0.14308885564754625
279,p1,1136.0,-0.1414929387136957
279,p1,1137.0,-0.14582287260213478
279,p1,1138.0,-0.15425185615962492
279,p1,1139.0,-0.1656869654015319
279,p1,1140.0,-0.1764500127104218
279,p1,1141.0,-0.182068406096603
279,p1,1142.0,-0.1811581701618254
279,p1,1143.0,-0.1757667272202276
279,p1,1144.0,-0.16190619918056506
279,p1,1145.0,-0.13727322544752546
279,p1,1146.0,-0.10093475949221904
279,p1,1147.0,-0.054672843034557654
279,p1,1148.0,0.002612837048558457
279,p1,1149.0,0.06808243046104619
279,p1,1150.0,0.1451170235985668
279,p1,1151.0,0.23107056987394625
279,p1,1152.0,0.32835612688706206
279,p1,1153.0,0.431917371705378
279,p1,1154.0,0.5506649520392984
279,p1,1155.0,0.6874560037960842
279,p1,1156.0,0.8470734340784635
279,p1,1157.0,1.0288127672368994
279,p1,1158.0,1.23260902718525
279,p1,1159.0,1.4605484603828593
279,p1,1160.0,1.7077713494804132
279,p1,1161.0,1.971634016334718
279,p1,1162.0,2.238796545113516
279,p1,1163.0,2.500509675532654
279,p1,1164.0,2.7402733888139292
279,p1,1165.0,2.9460080686819774
279,p1,1166.0,3.101113561273244
279,p1,1167.0,3.198129817737829
279,p1,1168.0,3.231266726513372
279,p1,1169.0,3.2071293771136027
279,p1,1170.0,3.1306100544859805
279,p1,1171.0,3.017761977683749
279,p1,1172.0,2.8734452644240225
279,p1,1173.0,2.7146453581829246
279,p1,1174.0,2.540645061402302
279,p1,1175.0,2.36191933005252
279,p1,1176.0,2.1751680461152065
279,p1,1177.0,1.9841863016755676
279,p1,1178.0,1.7863809807864397
279,p1,1179.0,1.58467437907517
279,p1,1180.0,1.3824337802272242
279,p1,1181.0,1.1843220932578564
279,p1,1182.0,0.9949704356272542
279,p1,1183.0,0.8187786273756118
279,p1,1184.0,0.6585485246318931
279,p1,1185.0,0.5153377586088543
279,p1,1186.0,0.38690841457513925
279,p1,1187.0,0.271300189458441
279,p1,1188.0,0.16549243593959415
279,p1,1189.0,0.06724490847902123
279,p1,1190.0,-0.025244492491716643
279,p1,1191.0,-0.11215888154979532
279,p1,1192.0,-0.19371632205030173
279,p1,1193.0,-0.2679390567524166
279,p1,1194.0,-0.33346509274949576
279,p1,1195.0,-0.3874147307777557
279,p1,1196.0,-0.430400485453183
279,p1,1197.0,-0.45943813243928217
