Task,TaskName,Model,Preprocess,F1_mean,F1_std,BA_mean,BA_std,Acc_mean,Acc_std,FitSeconds_total,FitSeconds_mean,PredictSeconds_total,source_stage,source_priority,source_variant_file,variant_scope,augmentation
P3_mba_presence,MBA Presence,Spectrum-KAN,raw,0.7379022784066321,0.0586671119081829,0.7242862421533276,0.0466769051508328,0.8157335788827501,0.0537316142088437,158.5019330754876,31.70038661509752,0.192326582968235,augmentation_aug_no_mixup,5,cv_results_summary_raw.csv,raw,"Augmented, no mixup"
P3_mba_presence,MBA Presence,1D-CNN,raw,0.734307021524659,0.0979164689902813,0.7658382986773752,0.0925373368991518,0.7780662983425415,0.0891670380345042,253.4786763861776,50.69573527723551,0.1036801412701606,augmentation_aug_no_mixup,5,cv_results_summary_raw.csv,raw,"Augmented, no mixup"
P3_mba_presence,MBA Presence,KAN-CNN,raw,0.6233961292737636,0.0325548282706821,0.6268864049308795,0.039131310568803,0.7203130755064457,0.0261945170550677,124.26693242788316,24.853386485576628,0.0429870039224624,augmentation_aug_no_mixup,5,cv_results_summary_raw.csv,raw,"Augmented, no mixup"
G1_thiram_molar_grade,Thiram Positive Molar Grade,RamanNet-Lite,p1,0.9984173532560628,0.0035389057038119,0.998581560283688,0.0031717276276592,0.9984615384615384,0.0034401045807689,131.47807448357344,26.29561489671469,0.1002305969595909,augmentation_composition_mixup,5,cv_results_summary_p1.csv,p1,Composition mixup
G1_thiram_molar_grade,Thiram Positive Molar Grade,Spectrum-KAN,p1,0.9937371667337128,0.0085769872241512,0.9939594592401448,0.0082889180692315,0.993798076923077,0.0084927581837732,394.6315381526947,78.92630763053894,0.1751465797424316,augmentation_composition_mixup,5,cv_results_summary_p1.csv,p1,Composition mixup
G1_thiram_molar_grade,Thiram Positive Molar Grade,1D-ResNet,raw,0.961933910336683,0.0326723340303533,0.9588947189122464,0.0346872887736255,0.9615362595419849,0.0335037833920221,642.359951004386,128.4719902008772,0.1869445368647575,augmentation_composition_mixup,5,cv_results_summary_raw.csv,raw,Composition mixup
G1_thiram_molar_grade,Thiram Positive Molar Grade,1D-CNN,raw,0.9436339618657532,0.0180405152871834,0.9399130947872368,0.0194566117156044,0.9430372871403406,0.0185888760958533,671.7201248779893,134.34402497559785,0.2480961233377456,augmentation_composition_mixup,5,cv_results_summary_raw.csv,raw,Composition mixup
G1_thiram_molar_grade,Thiram Positive Molar Grade,1D-ResNet,p1,0.9427736830438064,0.0119928182576954,0.9435495004785136,0.0139584365379107,0.9430367366412212,0.0119451961539068,237.7993969097733,47.55987938195467,0.1530430987477302,augmentation_composition_mixup,5,cv_results_summary_p1.csv,p1,Composition mixup
G1_thiram_molar_grade,Thiram Positive Molar Grade,RamanNet-Lite,raw,0.9383745649295244,0.0159287890676256,0.9346848075223362,0.0171108408779795,0.9369304169113328,0.0174167787939422,352.6709693223238,70.53419386446475,0.0976272001862526,augmentation_composition_mixup,5,cv_results_summary_raw.csv,raw,Composition mixup
G1_thiram_molar_grade,Thiram Positive Molar Grade,Spectrum-KAN,raw,0.9066040374794988,0.077532926274087,0.9029155826717782,0.0818559835520165,0.9025453244274808,0.0830837693205994,547.5229610651731,109.50459221303464,0.2082010209560394,augmentation_composition_mixup,5,cv_results_summary_raw.csv,raw,Composition mixup
