Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy
P1_thiram_presence,Thiram Presence,RF,p4,0,0.8352211326796077,0.9090216977540921,0.8715083798882681
P1_thiram_presence,Thiram Presence,RF,p4,1,0.9247994652406417,0.8979591836734694,0.9444444444444444
P1_thiram_presence,Thiram Presence,RF,p4,2,0.7076271186440678,0.7023809523809523,0.7401129943502824
P1_thiram_presence,Thiram Presence,RF,p4,3,0.8885166006701188,0.8649147727272728,0.912568306010929
P1_thiram_presence,Thiram Presence,RF,p4,4,0.9226190476190477,0.8936170212765957,0.945054945054945
P2_mg_presence,MG Presence,RF,p4,0,0.9476630048870139,0.9270833333333333,0.9608938547486033
P2_mg_presence,MG Presence,RF,p4,1,0.7278225806451613,0.7222300042022692,0.7666666666666667
P2_mg_presence,MG Presence,RF,p4,2,0.7673521305914777,0.769395078605605,0.8248587570621468
P2_mg_presence,MG Presence,RF,p4,3,0.7795065220807795,0.7831069609507639,0.8743169398907104
P2_mg_presence,MG Presence,RF,p4,4,0.8573622997586132,0.8620098972211648,0.8626373626373627
P3_mba_presence,MBA Presence,RF,p4,0,0.7580311704834606,0.7384615384615385,0.8100558659217877
P3_mba_presence,MBA Presence,RF,p4,1,0.8111364376424617,0.89568345323741,0.8388888888888889
P3_mba_presence,MBA Presence,RF,p4,2,0.9491525423728814,0.9687200383509109,0.9717514124293786
P3_mba_presence,MBA Presence,RF,p4,3,0.8756843156843157,0.8513814616755793,0.907103825136612
P3_mba_presence,MBA Presence,RF,p4,4,0.9259711206019932,0.907482993197279,0.9560439560439561
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,0,0.6625024472064808,0.7171717171717172,0.6549295774647887
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,1,0.6906156850652687,0.8442028985507246,0.6717557251908397
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,2,0.7680995475113122,0.7812470051559236,0.7894736842105263
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,3,0.9537916864232653,0.964835164835165,0.953125
G1_thiram_molar_grade,Thiram Positive Molar Grade,RF,p4,4,0.8455338261257591,0.8512630277336161,0.837037037037037
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,0,0.5551286976565502,0.6,0.8015267175572519
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,1,0.38714524569517733,0.37984248616432525,0.34710743801652894
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,2,0.4578329882677709,0.511164274322169,0.6466165413533834
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,3,0.4800113814198321,0.4648467432950191,0.5328947368421053
G2_mg_molar_grade,MG Positive Molar Grade,RF,p4,4,0.6428614205294046,0.7155388471177945,0.6486486486486487
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,0,0.8882899507899508,0.8947368421052632,0.8947368421052632
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,1,0.7466657997023423,0.740090207303322,0.7266187050359713
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,2,0.7587035879062377,0.7677293428757319,0.738255033557047
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,3,0.8629900107140607,0.8693718755039509,0.8636363636363636
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p4,4,0.7014240538199689,0.7393065762200867,0.6870748299319728
